GENE	he%sample1	he%sample2	he%sample3	ht%sample1	ht%sample2	ht%sample3	hy%sample1	hy%sample2	hy%sample3
HE_CONTIG3166|SPU_005644	7	29	29	141	184	39	70	29	21
HE_COMP238517_C0_SEQ1.59-848|SPU_021557	437	395	395	1050	1533	599	845	334	596
HE_CONTIG3671|SPU_012237	9	28	28	12	49	14	36	42	18
HE_COMP232595_C0_SEQ1.111-155|UNKNOWN	10	12	12	10	9	8	10	5	5
HE_FRAG8225.2-2484|SPU_007505	381	297	297	535	931	481	609	182	377
HE_CONTIG1714|SPU_004798	51	45	45	54	54	24	59	59	62
HE_CONTIG1811|UNKNOWN	0	1	1	2	0	0	0	0	0
HE_FRAG973.405-470|UNKNOWN	0	0	0	0	0	0	1	0	4
HE_FRAG12715.0-2268|SPU_005907	60	119	119	51	198	71	110	51	54
HE_CONTIG2932|SPU_008780	36	90	90	141	355	22	121	79	111
HE_COMP233148_C2_SEQ1.77-113|UNKNOWN	1	0	0	0	0	0	0	0	0
HE_CONTIG2238|SPU_001075	61	28	28	1	1	0	39	30	30
HE_COMP244900_C5_SEQ1.209-251|UNKNOWN	4	5	5	0	0	0	1	0	3
HE_COMP232485_C0_SEQ11.0-117|UNKNOWN	578	1062	1062	761	383	153	551	657	776
HE_COMP244210_C4_SEQ3.36-72|UNKNOWN	0	0	0	0	0	0	1	0	2
HE_CONTIG3695|SPU_001191	978	466	466	388	712	401	1973	1295	582
HE_FRAG9753.90-130|UNKNOWN	0	0	0	0	0	0	0	0	0
HE_CONTIG4342|SPU_011767	2572	1057	1057	1108	2395	891	1123	3186	2800
HE_CONTIG2825|SPU_000046	1120	1070	1070	1652	1338	878	1993	904	1525
HE_COMP240686_C11_SEQ3.2-2561|SPU_021196	605	368	368	261	430	317	355	356	508
HE_CONTIG1475|SPU_024581	624	904	904	369	675	206	792	390	814
HE_CONTIG1871|SPU_011646	46	150	150	1	5	1	83	3	0
HE_FRAG14701.1302-2082|SPU_006055	161	28	28	52	70	6	96	107	35
HE_CONTIG684|UNKNOWN	12	16	16	0	0	0	9	15	7
HE_CONTIG66|UNKNOWN	0	1	1	0	7	0	2	0	1
HE_CONTIG3410|UNKNOWN	0	0	0	1	1	2	2	1	1
HE_CONTIG4486|UNKNOWN	1	0	0	0	1	1	0	0	2
HE_COMP228720_C3_SEQ1.0-876|SPU_030148	0	2	2	522	809	806	455	137	234
HE_CONTIG3977|SPU_012655	96179	55889	55889	283089	312148	324456	142169	118977	176574
HE_COMP241641_C1_SEQ1.0-363|SPU_011241	183	155	155	225	158	96	309	331	107
HE_CONTIG1990|UNKNOWN	0	1	1	527	870	920	563	77	352
HE_CONTIG1414|SPU_013100	284182	257291	257291	49480	56142	80129	173669	99194	206953
HE_FRAG2392.120-1017|SPU_004889	723	232	232	128	287	110	285	462	310
HE_COMP245722_C1_SEQ8.9-57|UNKNOWN	5	10	10	9	15	3	18	8	6
HE_FRAG2042.21-1020|SPU_028754	556	342	342	200	297	71	429	143	317
HE_FRAG8174.399-3120|SPU_023610	294	541	541	1202	2223	1467	1818	459	1498
HE_CONTIG1262|UNKNOWN	5	10	10	9	23	12	3	0	0
HE_CONTIG1253|SPU_019205	1088	1747	1747	1555	1931	991	1486	971	1854
HE_COMP213219_C1_SEQ1.51-195|SPU_015159	0	0	0	1	0	0	1	1	0
HE_COMP233889_C9_SEQ20.26-1328|SPU_007543	208	328	328	125	385	54	217	228	160
HE_COMP239147_C2_SEQ1.0-1232|SPU_019032	864	971	971	408	567	260	633	156	513
HE_CONTIG2588|UNKNOWN	0	1	1	0	1	0	3	0	0
HE_COMP221244_C3_SEQ1.0-146|SPU_019034	0	0	0	0	1	0	1	1	0
HE_FRAG2559.93-330|UNKNOWN	38	31	31	2	3	0	15	41	8
HE_COMP238090_C1_SEQ1.0-2319|SPU_021797	539	463	463	265	451	147	250	327	363
HE_COMP231961_C1_SEQ3.91-133|UNKNOWN	0	0	0	0	0	0	0	0	0
HE_COMP231927_C6_SEQ1.0-338|SPU_004860	1727	856	856	1739	1870	519	1951	835	1696
HE_FRAG13918.96-1464|SPU_021806	18	22	22	69	179	77	265	8	63
HE_CONTIG3049|SPU_001545	28	15	15	0	0	0	9	6	11
HE_CONTIG119|SPU_026390	161	205	205	216	248	54	173	161	107
HE_COMP181690_C0_SEQ2.150-189|UNKNOWN	0	1	1	0	1	1	1	1	1
HE_FRAG2556.0-1344|SPU_024035	1089	319	319	412	514	414	433	920	451
HE_FRAG15456.1413-1986|SPU_000246	509	380	380	788	1176	297	610	410	538
HE_CONTIG3993|SPU_002656	21796	13174	13174	381	244	60	2080	6646	5176
HE_FRAG5199.0-2946|SPU_003868	583	443	443	875	1384	422	585	363	457
HE_COMP232919_C1_SEQ7.570-729|SPU_000038	1	0	0	49	29	14	10	5	13
HE_CONTIG4920|SPU_027167	144	167	167	323	1181	353	123	225	174
HE_COMP231542_C2_SEQ1.963-2355|SPU_019270	40	9	9	1589	977	228	27	47	19
HE_COMP232515_C1_SEQ1.1784-1892|UNKNOWN	4	12	12	8	11	1	7	4	7
HE_COMP233642_C3_SEQ1.65-170|UNKNOWN	0	0	0	5	2	0	0	0	0
HE_COMP232594_C2_SEQ1.360-447|UNKNOWN	4	0	0	2	3	0	1	4	2
HE_CONTIG422|SPU_011114	146	256	256	42	77	36	2174	1358	169
HE_FRAG10309.15-138|UNKNOWN	1	15	15	10	14	4	3	6	4
HE_CONTIG4609|SPU_019002	17095	9835	9835	15827	16691	16192	40271	22760	22831
HE_FRAG19540.0-447|SPU_020974	1916	2159	2159	1065	1440	924	2966	986	2379
HE_FRAG4357.23-2567|UNKNOWN	203	1282	1282	586	4726	80	1042	241	338
HE_COMP215986_C2_SEQ1.3-210|SPU_021163	0	0	0	7	1	4	2	1	5
HE_FRAG10640.26-1177|SPU_018975	955	674	674	187	342	256	1217	814	930
HE_FRAG2935.2-2559|SPU_017875	83	10	10	119	211	58	76	119	175
HE_COMP230274_C7_SEQ1.378-738|SPU_012692	0	0	0	1	0	0	0	0	0
HE_COMP236585_C1_SEQ1.0-672|SPU_020429	645	293	293	342	557	259	572	327	635
HE_COMP232685_C1_SEQ1.0-1548|SPU_002118	168	369	369	282	1007	79	239	132	154
HE_CONTIG4032|SPU_008046	500	331	331	814	699	872	331	214	529
HE_FRAG13060.2771-4370|SPU_009319	10	26	26	6	10	95	14	309	23
HE_COMP247398_C1_SEQ1.0-402|SPU_023096	221	125	125	1826	1639	1462	459	148	826
HE_CONTIG3413|SPU_017480	92	19	19	3	4	6	23	23	10
HE_COMP237710_C4_SEQ1.0-177|SPU_005844	0	1	1	0	1	1	1	1	1
HE_FRAG2803.258-600|SPU_021624	12	21	21	26	9	1	5	2	19
HE_CONTIG2399|UNKNOWN	7	6	6	0	0	0	2	1	1
HE_CONTIG4152|UNKNOWN	1495	1470	1470	321	859	308	1572	612	1278
HE_CONTIG5057|SPU_011043	11	17	17	33	60	18	57	15	18
HE_FRAG14624.407-1128|SPU_026780	161	253	253	313	407	71	529	344	210
HE_CONTIG1623|UNKNOWN	5	12	12	11	16	8	10	11	12
HE_COMP224166_C4_SEQ1.423-573|SPU_012500	6	2	2	14	4	3	5	1	5
HE_CONTIG4648|SPU_006079	145	121	121	346	751	188	320	83	155
HE_FRAG10950.0-504|SPU_005340	490	173	173	746	792	708	832	258	682
HE_FRAG2949.282-1461|SPU_010219	119	76	76	44	114	14	73	138	186
HE_CONTIG3858|SPU_027974	736	699	699	587	892	731	702	353	676
HE_COMP244338_C6_SEQ1.8-1128|SPU_018210	1268	857	857	1078	1098	809	1164	1156	1271
HE_FRAG6135.122-1038|SPU_006999	153	166	166	144	188	65	368	352	317
HE_FRAG17829.0-1077|SPU_013257	442	313	313	19	57	52	585	490	646
HE_FRAG1468.15-1404|SPU_002876	91	68	68	66	52	33	51	51	24
HE_CONTIG319|UNKNOWN	4	6	6	1	3	4	10	5	7
HE_COMP233407_C3_SEQ2.2475-8601|SPU_022974	3617	2206	2206	162	43	21	1831	1419	2182
HE_COMP233439_C1_SEQ1.0-1089|SPU_020371	15158	9094	9094	7475	7028	9377	12987	8136	11017
HE_CONTIG838|SPU_003683	387	499	499	193	662	218	337	354	382
HE_CONTIG4384|UNKNOWN	1	1	1	0	0	0	0	1	0
HE_FRAG2647.0-1599|SPU_021773	51	337	337	587	219	285	310	249	161
HE_FRAG4823.0-1280|SPU_001584	12846	6590	6590	9750	3409	2812	8773	7244	11540
HE_CONTIG4338|SPU_016018	408	220	220	143	126	55	511	154	96
HE_FRAG23006.54-1236|SPU_015538	133	110	110	559	618	149	217	180	125
HE_FRAG5295.4-4784|SPU_014937	249	151	151	70	242	112	143	93	91
HE_CONTIG2918|SPU_027570	845	49	49	76	40	27	147	152	54
HE_COMP231275_C1_SEQ1.3-207|SPU_006655	1	1	1	25	89	2	1	0	0
HE_COMP242835_C1_SEQ15.1119-1242|UNKNOWN	9	1	1	7	4	4	2	5	3
HE_CONTIG4865|SPU_014092	38	35	35	216	126	87	47	39	46
HE_FRAG1083.174-1401|SPU_010354	1601	505	505	272	615	500	315	1116	912
HE_FRAG1661.0-519|SPU_012711	2297	2349	2349	1393	3494	798	3307	984	1701
HE_COMP241061_C3_SEQ1.158-374|SPU_003399	11	3	3	0	0	0	0	1	1
HE_CONTIG4906|UNKNOWN	160	192	192	95	25	35	102	94	84
HE_FRAG11821.111-1068|SPU_020157	170	81	81	40	92	2	99	136	69
HE_FRAG19410.23-869|SPU_009644	1015	1177	1177	1239	1443	2128	1993	1072	1575
HE_COMP228962_C0_SEQ1.0-1151|SPU_024449	9212	4821	4821	7158	7678	7585	12406	11933	9359
HE_COMP245954_C2_SEQ1.1302-2907|SPU_010570	260	325	325	481	1263	94	427	283	205
HE_FRAG3894.15-1179|SPU_028425	541	574	574	568	491	214	737	294	418
HE_COMP227042_C1_SEQ1.4-70|UNKNOWN	73	61	61	0	0	0	25	22	75
HE_COMP246753_C1_SEQ1.0-1110|SPU_019420	5	3	3	1	5	2	8	0	26
HE_COMP238683_C5_SEQ21.47-98|UNKNOWN	5	6	6	2	1	3	5	6	2
HE_FRAG14701.0-1299|SPU_006055	221	47	47	109	100	16	75	182	63
HE_COMP236988_C2_SEQ2.27-1551|SPU_014476	72	43	43	259	200	91	78	88	46
HE_CONTIG1139|SPU_021138	67	75	75	21	20	3	60	17	34
HE_COMP239943_C1_SEQ1.702-888|SPU_019613	10	13	13	8	27	1	19	9	13
HE_FRAG1757.237-3050|SPU_008719	223	202	202	164	115	3	173	253	73
HE_FRAG14033.0-2145|SPU_011353	335	528	528	5178	7650	1314	1919	714	1002
HE_FRAG14899.0-609|SPU_014313	253	607	607	962	2497	2351	904	257	876
HE_COMP187125_C1_SEQ1.168-2019|SPU_007385	41	27	27	9	11	4	21	29	20
HE_CONTIG5225|UNKNOWN	14	5	5	13	24	6	12	6	9
HE_FRAG19798.0-651|SPU_005257	5073	2401	2401	3096	3082	3217	2955	2815	2500
HE_COMP234309_C7_SEQ1.0-2073|SPU_002427	12346	7169	7169	2864	2854	256	3657	9927	6225
HE_FRAG22865.3396-4527|SPU_015884	48	50	50	39	33	9	57	61	12
HE_FRAG5671.150-486|SPU_010101	131	1204	1204	6	18	8	1536	665	2233
HE_FRAG18619.363-4047|SPU_002052	640	1091	1091	530	1148	401	620	190	286
HE_FRAG11039.4584-4788|SPU_001346	56	12	12	1	1	2	9	23	17
HE_FRAG6633.0-1601|SPU_019081	3426	5292	5292	20646	10980	5977	8855	4224	6938
HE_COMP238374_C4_SEQ1.60-274|SPU_022753	1	0	0	1	0	0	1	3	2
HE_FRAG5388.32-401|SPU_019547	106	41	41	5	5	6	91	91	74
HE_COMP236416_C3_SEQ1.151-2508|SPU_010452	295	236	236	131	304	170	163	243	228
HE_COMP233916_C4_SEQ1.0-735|SPU_002490	497	216	216	147	355	171	298	519	158
HE_CONTIG3750|SPU_016025	432	163	163	48	183	70	372	288	196
HE_COMP228306_C0_SEQ1.0-435|SPU_016200	6883	4986	4986	4393	6135	7964	7236	3611	3897
HE_FRAG1936.2-1094|SPU_026260	722	1003	1003	615	916	743	823	630	775
HE_COMP237393_C3_SEQ2.12-1548|UNKNOWN	423	144	144	190	384	337	346	186	262
HE_COMP236395_C4_SEQ2.12-357|SPU_015319	53	247	247	241	197	95	350	119	116
HE_CONTIG89|UNKNOWN	4	2	2	2	1	1	7	1	6
HE_FRAG4378.860-1893|SPU_023158	89	44	44	158	233	132	91	110	68
HE_FRAG9778.275-1728|SPU_019319	1336	1010	1010	1334	2386	2695	487	648	337
HE_CONTIG5040|SPU_010766	364	295	295	229	476	123	228	166	238
HE_FRAG1729.0-1737|SPU_017837	7211	2794	2794	5195	6972	5140	6783	10556	7055
HE_FRAG12575.1029-1221|SPU_007011	4	1	1	0	24	2	7	0	6
HE_CONTIG1431|SPU_028741	681	423	423	1085	1677	493	739	527	583
HE_FRAG5084.48-564|SPU_014631	44	27	27	5	11	2	37	51	29
HE_COMP240976_C1_SEQ1.432-2835|SPU_019775	276	193	193	347	680	177	420	204	205
HE_COMP237107_C4_SEQ1.0-249|UNKNOWN	3	2	2	1	0	0	5	2	4
HE_COMP231015_C2_SEQ1.0-4176|SPU_012998	570	210	210	227	597	103	327	719	292
HE_COMP244108_C0_SEQ3.612-996|SPU_021641	60	7	7	2	9	5	14	10	2
HE_FRAG6043.50-440|UNKNOWN	352	424	424	444	705	371	471	348	652
HE_FRAG10779.432-618|SPU_018602	6	7	7	2	2	1	4	4	3
HE_COMP244936_C3_SEQ2.0-3054|SPU_001161	927	592	592	198	498	74	689	907	538
HE_COMP244362_C10_SEQ1.0-816|SPU_011467	286	195	195	42	108	81	246	229	235
HE_COMP238306_C6_SEQ1.1044-1212|UNKNOWN	419	319	319	136	203	197	606	261	803
HE_FRAG7827.0-756|SPU_007995	655	418	418	347	562	182	653	583	254
HE_COMP247342_C4_SEQ6.0-55|UNKNOWN	79	133	133	257	295	120	108	64	137
HE_COMP227690_C10_SEQ1.495-1248|SPU_016177	3	2	2	4	9	2	6	5	1
HE_COMP220217_C0_SEQ1.0-741|UNKNOWN	0	0	0	248	275	24	5	2	4
HE_CONTIG3821|SPU_009142	108	19	19	93	142	120	27	51	22
HE_COMP245047_C2_SEQ1.54-129|UNKNOWN	0	0	0	1	0	0	2	2	0
HE_FRAG14172.0-1488|UNKNOWN	611	459	459	637	704	397	1086	291	1004
HE_CONTIG1143|SPU_006936	1103	1492	1492	2393	2511	804	1317	707	2432
HE_CONTIG2888|SPU_001488	4	1	1	9	5	0	3	4	7
HE_FRAG18205.1-4193|SPU_000501	454	227	227	592	671	218	308	457	248
HE_COMP238431_C1_SEQ1.8-1938|SPU_022207	571	567	567	187	215	69	430	428	686
HE_CONTIG5061|SPU_001248	0	0	0	0	0	1	1	0	0
HE_FRAG15801.0-3990|SPU_025622	2774	3090	3090	1103	2540	2056	3866	1726	4296
HE_CONTIG4740|SPU_003614	82	103	103	78	145	37	116	71	66
HE_COMP225165_C0_SEQ1.0-161|UNKNOWN	34016	24664	24664	57826	31989	55283	24117	51761	34795
HE_CONTIG2029|UNKNOWN	19259	17301	17301	8702	13042	7237	15503	10630	15497
HE_COMP234991_C3_SEQ1.915-2202|SPU_010831	150	207	207	16	65	48	313	198	372
HE_CONTIG3677|UNKNOWN	280	415	415	425	488	657	334	127	491
HE_CONTIG4702|SPU_001010	1112	557	557	348	391	452	901	668	456
HE_FRAG1238.1-944|SPU_009775	1098	1019	1019	4195	1486	2219	2022	1358	2153
HE_CONTIG1174|SPU_008603	26	1	1	32	32	7	259	17	15
HE_FRAG20468.0-1863|SPU_019568	2271	1862	1862	3268	3806	3250	2344	1884	3015
HE_COMP232000_C2_SEQ1.45-1521|SPU_011416	4499	577	577	12944	8401	5291	5499	4867	5609
HE_CONTIG654|SPU_002328	1042	2356	2356	879	991	114	1428	539	359
HE_FRAG14553.4-3300|SPU_003449	4989	1138	1138	568	2752	185	1766	4714	1802
HE_CONTIG3053|SPU_005062	226	146	146	40	74	27	272	156	206
HE_FRAG46.0-1101|SPU_003889	12	0	0	594	725	550	11	49	7
HE_FRAG7386.351-1194|SPU_006057	645	626	626	1127	1010	254	690	811	1112
HE_CONTIG1401|SPU_019416	4	7	7	4	11	5	4	0	3
HE_COMP235289_C0_SEQ7.115-148|UNKNOWN	0	0	0	0	0	0	0	0	0
HE_CONTIG1044|SPU_001153	472	935	935	1902	2418	1486	2923	405	1288
HE_FRAG3404.0-1710|SPU_022534	275	301	301	272	344	102	201	316	238
HE_FRAG8118.8-1079|SPU_019599	263	147	147	20	94	15	175	357	149
HE_FRAG4736.0-1451|SPU_003233	12471	7655	7655	7940	5931	9888	13419	6440	12009
HE_COMP232003_C1_SEQ1.0-1230|SPU_012238	0	2	2	5	34	41	4	3	8
HE_FRAG10112.0-3179|SPU_027338	496	291	291	1393	1891	888	815	745	648
HE_COMP239098_C0_SEQ1.0-2304|SPU_010110	113	190	190	197	434	23	78	83	136
HE_COMP241357_C4_SEQ7.1-33|UNKNOWN	0	0	0	0	1	0	0	0	0
HE_COMP239756_C11_SEQ1.1-52|UNKNOWN	142	90	90	58	82	62	180	111	154
HE_COMP233993_C2_SEQ1.0-1506|SPU_021237	239	37	37	29	26	17	65	50	254
HE_FRAG15987.0-203|SPU_000627	4240	3077	3077	3451	4158	4270	6093	1553	2663
HE_CONTIG1724|SPU_024999	28	28	28	1	0	0	16	9	15
HE_CONTIG4193|SPU_000835	5465	3863	3863	3570	4043	5128	5013	5099	6194
HE_COMP241600_C5_SEQ1.2-419|SPU_001152	12311	7685	7685	1299	1808	4572	9854	2189	6549
HE_CONTIG4006|UNKNOWN	119	382	382	523	446	307	277	118	257
HE_CONTIG4760|SPU_014427	11	40	40	70	19	7	48	98	81
HE_CONTIG164|SPU_009609	169	14	14	34	69	27	113	126	58
HE_COMP244755_C0_SEQ21.15-1497|SPU_005160	58	62	62	1322	1634	1629	337	217	474
HE_FRAG13622.0-815|SPU_009311	140	200	200	218	807	135	834	211	497
HE_COMP241107_C2_SEQ1.332-1421|SPU_011879	174	208	208	10	13	3	99	268	369
HE_COMP234427_C9_SEQ1.107-222|UNKNOWN	16	25	25	18	34	7	25	14	12
HE_CONTIG4843|SPU_028003	661	706	706	583	989	378	481	391	542
HE_FRAG16172.1640-2828|SPU_022011	3887	1992	1992	1768	3056	2248	2826	2988	2400
HE_FRAG12230.1229-2638|SPU_017040	129	58	58	193	558	68	259	117	145
HE_CONTIG5041|SPU_018743	17	16	16	45	33	2	13	19	18
HE_FRAG3957.0-3462|SPU_030066	676	346	346	197	493	213	226	684	404
HE_CONTIG4035|SPU_014348	4	1	1	14	12	4	2	3	20
HE_FRAG949.9-2310|SPU_011174	1253	1403	1403	2147	2186	2106	1394	760	1230
HE_FRAG5792.0-1383|UNKNOWN	234	487	487	220	584	144	628	217	312
HE_COMP234657_C3_SEQ1.5-1545|SPU_027070	8367	5165	5165	6392	5368	4274	6694	8987	10977
HE_FRAG4089.0-4320|SPU_024383	1270	784	784	704	1017	438	637	890	2131
HE_CONTIG3471|UNKNOWN	292	36	36	57	105	22	79	106	50
HE_COMP228868_C0_SEQ1.0-1623|SPU_011298	338	686	686	313	288	215	671	272	734
HE_CONTIG4081|SPU_019627	20	24	24	19	25	5	47	13	30
HE_FRAG8303.0-2403|SPU_022835	484	1020	1020	661	1824	444	591	335	948
HE_FRAG23344.624-768|SPU_013065	36	13	13	3	2	0	12	1	4
HE_FRAG4058.48-1446|SPU_014718	692	941	941	2295	5030	1911	2443	808	1487
HE_FRAG18900.0-1065|SPU_010671	246	169	169	339	639	121	628	100	220
HE_CONTIG2059|SPU_006356	0	0	0	0	0	0	0	0	0
HE_CONTIG1575|SPU_008650	3276	2652	2652	4140	4575	7248	5354	1271	1806
HE_COMP235621_C6_SEQ1.0-2298|SPU_009520	1549	584	584	450	570	219	583	1474	418
HE_COMP231961_C2_SEQ1.14-1764|SPU_001752	706	346	346	521	662	550	655	661	665
HE_COMP226253_C7_SEQ1.0-152|SPU_011191	965	695	695	510	399	37	563	1073	574
HE_FRAG11886.87-1785|SPU_018789	366	597	597	706	2036	128	869	394	687
HE_CONTIG1084|UNKNOWN	83	33	33	27	39	18	67	58	47
HE_CONTIG2228|SPU_019592	458	762	762	30	85	23	248	561	343
HE_FRAG14989.750-936|UNKNOWN	3	0	0	4	7	1	2	0	2
HE_FRAG20410.78-2304|SPU_006054	184	178	178	386	651	312	284	332	176
HE_COMP235289_C0_SEQ2.115-148|UNKNOWN	0	0	0	0	0	0	0	0	0
HE_FRAG12856.162-1668|UNKNOWN	161	182	182	589	1448	448	1152	124	555
HE_FRAG8923.9-1317|SPU_028138	1148	1183	1183	120	250	54	1036	272	683
HE_COMP229618_C6_SEQ1.78-667|SPU_013623	0	0	0	23	28	0	1	2	1
HE_FRAG11514.639-1389|SPU_019508	97	73	73	60	110	49	101	164	102
HE_CONTIG2433|SPU_011175	131	100	100	74	215	40	139	132	73
HE_COMP234392_C9_SEQ1.0-1575|SPU_007284	23	11	11	6	2	3	14	5	26
HE_FRAG20981.0-2907|SPU_012870	130	196	196	114	465	28	242	197	194
HE_FRAG14444.11-4460|SPU_002735	465	114	114	1116	1862	657	396	540	679
HE_COMP236184_C4_SEQ12.75-114|UNKNOWN	0	0	0	1	0	0	0	0	1
HE_CONTIG1495|SPU_016576	25	42	42	75	30	37	67	11	104
HE_COMP234707_C2_SEQ6.143-227|UNKNOWN	12	3	3	3	6	3	1	4	1
HE_CONTIG2397|SPU_024518	53	19	19	112	130	198	123	69	70
HE_CONTIG4318|SPU_028814	4	3	3	0	2	1	8	2	2
HE_CONTIG3180|SPU_023329	1	1	1	2	3	5	1	3	3
HE_CONTIG1516|SPU_013581	405	282	282	333	499	165	302	211	288
HE_COMP233624_C2_SEQ2.0-597|SPU_025771	810	601	601	615	2024	804	956	463	1171
HE_FRAG5678.233-635|SPU_013564	1075	1556	1556	1786	3036	1846	2743	844	1414
HE_CONTIG3144|SPU_020803	20	26	26	61	160	180	11	13	39
HE_CONTIG106|SPU_028738	4	16	16	28	125	9	9	9	40
HE_FRAG12887.177-1230|SPU_010115	1069	1256	1256	394	946	1267	1308	861	966
HE_CONTIG4978|SPU_028677	136	134	134	185	292	138	217	161	212
HE_COMP204527_C0_SEQ1.1-176|UNKNOWN	1	7	7	1	1	2	5	0	3
HE_FRAG7270.432-585|SPU_013114	5	2	2	1	0	0	2	4	0
HE_CONTIG105|SPU_022396	124	16	16	13	9	0	29	96	111
HE_FRAG4339.0-1188|SPU_021944	1	4	4	582	416	72	199	36	75
HE_CONTIG234|SPU_014393	9	0	0	3	16	5	4	8	5
HE_FRAG10518.0-1845|SPU_000961	18560	9654	9654	3461	6029	6082	7765	11088	10861
HE_COMP239014_C0_SEQ1.0-1107|SPU_026173	1956	460	460	308	403	205	437	254	1301
HE_COMP203376_C0_SEQ1.0-969|SPU_008112	3373	2377	2377	9191	9126	5140	5375	3341	3984
HE_COMP245677_C0_SEQ2.0-5020|SPU_026199	3517	3457	3457	9412	16994	6713	6914	6143	8990
HE_FRAG18059.0-4532|SPU_023837	830	498	498	1639	1371	776	699	791	1008
HE_COMP233078_C1_SEQ2.168-2001|SPU_011588	78	33	33	17	19	12	33	129	210
HE_FRAG23269.0-2471|SPU_018291	918	593	593	946	892	587	709	717	789
HE_COMP229008_C0_SEQ1.148-177|UNKNOWN	0	0	0	0	0	0	1	2	0
HE_FRAG10789.0-3861|SPU_025162	619	452	452	1013	1461	888	1186	1205	955
HE_COMP237710_C8_SEQ5.3-228|SPU_017267	0	3	3	1	0	0	0	1	0
HE_COMP228204_C0_SEQ1.26-110|UNKNOWN	1	1	1	1	0	0	2	1	1
HE_FRAG9747.0-1350|SPU_017877	153	126	126	268	398	214	278	33	330
HE_COMP233808_C0_SEQ1.0-993|SPU_015351	5071	2646	2646	4210	2890	2357	3805	1984	3591
HE_COMP229300_C0_SEQ1.0-570|SPU_023122	188	19	19	28	50	14	49	101	41
HE_FRAG10586.27-828|SPU_021888	954	28	28	181	159	60	141	398	207
HE_COMP239021_C2_SEQ1.0-1134|SPU_008871	1188	1273	1273	3521	3764	2108	3617	798	2984
HE_CONTIG4276|SPU_007354	1969	1360	1360	2313	1695	1342	2072	1879	3136
HE_COMP237343_C4_SEQ1.1-1623|SPU_022609	453	690	690	419	768	117	652	365	480
HE_CONTIG5274|UNKNOWN	50	38	38	234	228	163	54	79	64
HE_COMP234291_C1_SEQ1.330-540|SPU_021260	14	20	20	2	3	5	18	8	5
HE_FRAG9845.0-2493|SPU_016995	4612	1176	1176	3003	3185	1626	2222	4292	2781
HE_CONTIG223|SPU_014637	695	908	908	2722	3393	1796	1627	900	1935
HE_FRAG10334.225-504|UNKNOWN	85	22	22	0	5	2	43	9	7
HE_FRAG3412.1908-2025|SPU_013425	3	4	4	0	0	2	2	0	1
HE_CONTIG1129|SPU_011299	313	47	47	155	311	105	562	53	56
HE_CONTIG2468|SPU_027983	2728	1875	1875	1365	2085	1094	3667	3283	2665
HE_CONTIG4984|SPU_030165	1826	1379	1379	1066	3880	837	2944	1731	1511
HE_FRAG10373.0-2835|SPU_003499	130	109	109	128	260	564	82	52	112
HE_CONTIG2601|SPU_015489	222	130	130	286	117	48	266	171	287
HE_COMP233860_C0_SEQ1.45-5838|SPU_027526	394	334	334	1274	1478	202	514	397	800
HE_CONTIG4872|SPU_018222	317	141	141	177	262	46	261	341	255
HE_FRAG8096.506-1304|SPU_024830	1202	1391	1391	1092	3199	619	2051	948	1753
HE_COMP235248_C2_SEQ1.4-74|UNKNOWN	20	20	20	16	43	29	13	5	30
HE_COMP238012_C0_SEQ1.1332-1899|SPU_024802	123	105	105	40	113	100	150	96	152
HE_CONTIG2137|SPU_009444	291	520	520	423	263	275	1242	474	863
HE_FRAG997.3-1455|SPU_010805	8539	14173	14173	906	1389	891	5953	2055	5464
HE_COMP246104_C3_SEQ2.0-990|SPU_022877	1840	2211	2211	3138	1793	2178	3745	1221	2481
HE_FRAG15571.153-2370|SPU_000675	1189	1155	1155	3922	8567	842	2001	2552	4150
HE_CONTIG4515|SPU_002464	737	654	654	3262	2554	4379	2400	240	693
HE_COMP229169_C8_SEQ2.0-1653|SPU_012370	370	248	248	161	275	131	298	167	338
HE_COMP231808_C0_SEQ1.3-1038|UNKNOWN	791	349	349	708	813	673	707	633	706
HE_COMP239743_C15_SEQ1.356-527|SPU_015359	4	3	3	0	1	0	1	1	1
HE_CONTIG4944|SPU_014102	765	824	824	1254	1901	927	2000	597	1402
HE_COMP235329_C9_SEQ3.12-42|UNKNOWN	0	1	1	0	3	0	0	1	0
HE_FRAG14811.2-2214|SPU_001586	2024	1870	1870	1445	3963	1250	2103	1790	3377
HE_FRAG1137.216-852|SPU_013563	30	13	13	39	195	18	38	159	12
HE_FRAG10897.57-1800|SPU_005604	4573	3425	3425	563	779	399	3264	2137	3933
HE_COMP229768_C3_SEQ1.0-858|SPU_018922	1913	594	594	1210	1863	770	1773	888	1056
HE_COMP230643_C2_SEQ1.5-38|UNKNOWN	7	10	10	5	5	4	1	8	9
HE_COMP239682_C8_SEQ2.11-47|UNKNOWN	1	1	1	1	5	1	1	1	2
HE_FRAG20062.0-3060|SPU_007970	1010	1530	1530	1581	2243	529	576	674	1065
HE_FRAG9544.165-1848|SPU_007914	524	881	881	1257	1565	1485	1444	1009	1617
HE_CONTIG3050|SPU_022213	3372	1978	1978	285	407	273	1123	2333	2420
HE_FRAG2071.594-1344|SPU_001188	71	51	51	64	123	93	67	93	15
HE_COMP232799_C6_SEQ1.107-143|UNKNOWN	0	0	0	0	0	0	1	1	0
HE_FRAG16102.525-818|SPU_005508	2	1	1	4	10	6	0	6	0
