GENE	he	he+N	ht	ht+N	UNINFORMATIVE	UNINFORMATIVE+N	UNK	UNK+N
HE_COMP232501_C6_SEQ1.169-603|SPU_022056	2436	224	129	122	4	0	37	960
HE_COMP230809_C1_SEQ4.63-900|SPU_007801	63	20	9	0	3	0	9	8
HE_FRAG9209.282-2436|SPU_014406	0	0	0	0	0	0	23	0
HE_FRAG16808.0-3141|SPU_027144	947	332	172	2	9	0	239	134
HE_CONTIG1735|SPU_017329	58	8	0	0	21	1	84	44
HE_COMP237584_C4_SEQ1.140-605|SPU_019092	126	45	6	0	19	1	28	10
HE_COMP242907_C1_SEQ14.108-219|SPU_003753	0	0	2	0	0	0	2	4
HE_CONTIG842|UNKNOWN	0	0	6	0	2	0	2	2
HE_COMP230508_C3_SEQ4.0-209|SPU_021511	0	0	0	0	0	0	0	0
HE_CONTIG2112|SPU_006000	4	0	0	0	0	0	13	39
HE_CONTIG652|SPU_026970	51	7	66	6	8	6	5	7
HE_FRAG11793.156-989|SPU_012304	0	0	0	0	0	0	59	0
HE_CONTIG4448|UNKNOWN	0	0	0	0	0	0	0	0
HE_CONTIG2569|UNKNOWN	0	1	6	1	0	1	4	1
HE_FRAG4664.0-2904|SPU_007862	439	61	60	11	21	6	108	27
HE_COMP247031_C14_SEQ1.0-1293|SPU_025816	42	0	154	9	1	0	20	12
HE_CONTIG3906|SPU_005984	0	0	0	0	0	0	20	0
HE_COMP231595_C0_SEQ1.3-552|SPU_001825	153	56	218	0	53	0	25	5
HE_CONTIG1271|SPU_006246	0	0	0	0	0	0	48	0
HE_FRAG85.0-597|SPU_024110	0	0	0	0	0	0	5	0
HE_CONTIG4013|SPU_016331	451	114	318	25	29	6	134	132
HE_COMP231530_C0_SEQ1.146-200|UNKNOWN	10	1	3	0	0	0	4	7
HE_FRAG3293.0-1467|SPU_019333	647	131	63	3	53	0	54	4
HE_FRAG2753.246-1866|SPU_019289	79	18	70	0	1	2	23	14
HE_FRAG1310.0-3183|SPU_017326	185	8	210	3	23	0	28	1
HE_FRAG3276.0-1314|SPU_018530	1448	139	37	6	454	1	145	23
HE_COMP246182_C5_SEQ1.8-290|SPU_005239	0	0	0	0	0	0	5	0
HE_CONTIG141|UNKNOWN	50	12	7	0	4	0	4	0
HE_COMP246646_C0_SEQ1.2-368|SPU_004713	385	0	9	0	0	0	33	0
HE_FRAG18958.1137-1218|UNKNOWN	34	0	0	0	0	0	0	0
HE_COMP241601_C2_SEQ1.351-903|SPU_026807	67	33	16	3	0	2	15	20
HE_FRAG10632.0-1275|SPU_003066	260	28	202	3	10	0	108	10
HE_FRAG6416.12-1464|UNKNOWN	32	6	9	0	0	0	11	0
HE_COMP239702_C1_SEQ1.0-31|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG17309.0-651|SPU_003635	52	43	13	1	0	0	52	195
HE_COMP236912_C6_SEQ8.2-34|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG5894.0-777|SPU_022326	2	0	0	0	4	0	15	0
HE_COMP246707_C6_SEQ1.111-153|UNKNOWN	13	10	2	0	19	17	0	1
HE_FRAG3745.57-414|SPU_018678	12	16	1	0	0	0	4	0
HE_COMP241685_C0_SEQ1.0-1271|UNKNOWN	295	0	45	14	6	0	67	65
HE_FRAG6806.0-666|SPU_024040	366	151	23	20	9	58	35	65
HE_FRAG14106.0-2090|SPU_022809	333	37	105	1	52	11	67	14
HE_FRAG12591.0-2013|SPU_010585	269	7	155	14	71	3	31	28
HE_COMP231605_C2_SEQ1.360-450|UNKNOWN	0	0	0	0	0	0	2	0
HE_FRAG942.0-747|SPU_013197	311	33	3	0	0	0	16	8
HE_CONTIG670|SPU_019187	0	0	0	0	0	0	2	0
HE_CONTIG3190|SPU_008160	2	0	0	0	1	0	67	0
HE_CONTIG3008|SPU_014492	0	0	0	0	0	0	41	0
HE_COMP236380_C6_SEQ1.22-54|UNKNOWN	2	2	0	0	3	0	4	3
HE_COMP242615_C2_SEQ2.230-263|UNKNOWN	0	0	0	0	0	0	0	0
HE_COMP225147_C0_SEQ1.0-285|SPU_000684	0	0	0	0	0	0	5	0
HE_FRAG1788.0-1500|SPU_012560	171	1	50	0	28	1	17	4
HE_COMP238551_C1_SEQ20.206-242|UNKNOWN	0	0	0	0	0	0	0	0
HE_COMP233392_C2_SEQ1.90-161|UNKNOWN	0	1	2	18	1	0	12	39
HE_COMP241956_C4_SEQ1.71-521|SPU_023941	90	0	47	0	0	0	7	0
HE_FRAG23184.1965-2285|SPU_027006	0	0	0	0	0	0	4	0
HE_COMP240897_C3_SEQ1.749-1010|UNKNOWN	0	0	0	0	0	0	1	0
HE_FRAG6220.120-168|UNKNOWN	3	2	1	0	0	0	6	3
HE_COMP236773_C4_SEQ5.12-52|UNKNOWN	0	0	0	0	0	0	3	0
HE_COMP234537_C0_SEQ1.30-321|SPU_024592	0	0	0	0	0	0	10	0
HE_COMP245464_C0_SEQ1.465-4995|SPU_023044	1090	321	1466	109	34	5	289	129
HE_FRAG21698.1422-4683|SPU_018809	171	17	101	7	16	0	24	18
HE_COMP242449_C0_SEQ1.389-497|UNKNOWN	0	0	0	0	0	0	2	0
HE_FRAG7262.2-1728|SPU_019701	149	18	6	0	10	0	9	7
HE_COMP229236_C0_SEQ1.162-435|SPU_005055	0	0	0	0	0	0	1	0
HE_COMP246564_C1_SEQ3.0-1812|SPU_010488	130	9	61	14	2	0	19	7
HE_FRAG13924.160-2322|SPU_017583	349	107	122	6	16	6	62	11
HE_COMP232655_C8_SEQ7.42-87|UNKNOWN	0	0	0	0	0	0	0	0
HE_CONTIG4061|SPU_014140	1449	12	100	0	6	0	274	1
HE_COMP241780_C1_SEQ5.0-60|UNKNOWN	0	0	0	0	0	0	1	0
HE_FRAG16042.0-1950|SPU_019287	291	101	45	0	0	0	55	36
HE_CONTIG1907|SPU_004916	0	0	0	0	0	0	2	0
HE_COMP233789_C2_SEQ1.2-53|UNKNOWN	1	0	0	2	4	0	5	38
HE_FRAG574.1-1472|SPU_026418	507	19	307	2	38	6	79	3
HE_COMP246691_C1_SEQ1.138-972|SPU_020797	9	6	24	0	2	1	3	3
HE_COMP243385_C1_SEQ2.1410-1724|SPU_004423	0	0	0	0	0	0	31	0
HE_COMP237064_C10_SEQ3.72-114|UNKNOWN	0	0	0	0	0	0	2	0
HE_COMP240397_C4_SEQ3.0-531|SPU_028130	98	3	21	8	8	3	34	16
HE_COMP239343_C0_SEQ1.5-44|UNKNOWN	1	0	8	0	4	0	4	3
HE_CONTIG5253|SPU_009990	0	0	0	0	0	0	34	0
HE_CONTIG3081|SPU_018320	1	0	3	0	0	0	0	0
HE_CONTIG1891|SPU_007127	108	32	0	0	26	0	24	20
HE_CONTIG2000|SPU_012262	531	0	2165	224	45	0	84	124
HE_FRAG5896.1137-1374|SPU_014287	24	2	1	0	8	0	3	1
HE_FRAG5473.24-837|SPU_014260	489	197	9	0	0	0	87	45
HE_COMP244785_C1_SEQ4.0-993|SPU_027174	51	2	12	0	6	1	21	6
HE_CONTIG4207|SPU_026708	35	14	13	0	0	0	1	9
HE_FRAG316.178-226|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG5793.72-1272|SPU_014460	153	45	9	0	0	0	22	13
HE_FRAG6624.2-1680|SPU_023952	230	9	99	0	0	0	18	1
HE_CONTIG1866|SPU_009879	14	0	0	0	0	0	2	0
HE_FRAG14673.62-599|SPU_006174	53	4	29	0	7	0	19	8
HE_CONTIG1118|SPU_023355	132	35	364	46	1	0	74	51
HE_COMP242580_C3_SEQ1.0-288|SPU_026362	37	16	39	0	0	0	0	0
HE_COMP239160_C4_SEQ1.0-1776|SPU_009647	133	0	41	1	5	0	5	0
HE_CONTIG5012|SPU_012342	141	2	2	0	0	0	14	3
HE_COMP239002_C2_SEQ1.0-2823|SPU_008966	765	66	856	30	25	0	198	19
HE_CONTIG2358|SPU_021991	63	0	3	0	0	0	0	0
HE_COMP240801_C1_SEQ1.60-1803|SPU_015902	828	415	229	44	0	0	363	131
HE_COMP236522_C3_SEQ10.118-160|UNKNOWN	0	1	0	5	8	1	5	2
HE_COMP231113_C0_SEQ1.39-1539|SPU_020012	151	44	118	0	0	0	33	1
HE_FRAG7276.240-3306|SPU_001785	2661	238	1961	76	0	3	83	67
HE_CONTIG2105|SPU_017120	0	0	0	0	0	0	10	0
HE_FRAG1204.10-58|UNKNOWN	0	0	0	0	0	0	0	0
HE_CONTIG2705|UNKNOWN	3	3	0	0	0	0	6	0
HE_COMP232533_C0_SEQ1.309-780|SPU_028302	32	12	11	0	1	0	4	3
HE_CONTIG3100|SPU_017709	44	5	104	31	3	1	59	218
HE_CONTIG2670|SPU_007267	5	0	2	0	0	0	3	0
HE_CONTIG4248|SPU_015084	45	0	98	17	0	0	24	0
HE_FRAG16037.2094-3536|SPU_019287	183	52	29	0	0	0	66	98
HE_FRAG13798.0-984|SPU_011658	433	42	165	3	36	0	81	0
HE_FRAG1868.78-2525|SPU_007386	311	172	82	0	9	5	26	34
HE_FRAG7023.19-1233|SPU_018702	755	125	75	6	0	0	159	127
HE_FRAG21999.0-7617|SPU_028833	245	25	190	31	12	0	141	36
HE_CONTIG2680|UNKNOWN	0	0	0	0	0	0	4	0
HE_FRAG23230.0-1472|SPU_014424	0	0	0	0	0	0	111	0
HE_CONTIG1781|SPU_017029	96	69	11	3	3	0	26	3
HE_COMP232859_C6_SEQ1.0-1329|SPU_008239	483	91	77	7	0	0	72	1
HE_FRAG16370.3-711|SPU_018090	142	97	10	3	0	0	24	70
HE_COMP233676_C3_SEQ2.98-1568|SPU_018372	21	0	428	31	0	0	33	20
HE_FRAG259.1415-1700|UNKNOWN	0	0	0	0	0	0	1	0
HE_FRAG4895.216-1263|SPU_024723	0	0	0	0	0	0	48	0
HE_COMP229741_C0_SEQ2.0-2211|SPU_022450	348	6	2	0	10	0	24	4
HE_FRAG9574.261-2436|SPU_016327	141	8	145	4	9	1	38	6
HE_FRAG10995.1818-1941|SPU_017911	0	0	0	0	0	0	0	0
HE_COMP230358_C1_SEQ3.63-249|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG17700.2-4004|SPU_018720	36	10	16	0	3	0	113	0
HE_COMP243031_C6_SEQ3.44-107|UNKNOWN	0	0	0	0	0	0	0	0
HE_CONTIG3045|UNKNOWN	1	23	6	5	0	0	6	15
HE_CONTIG4514|SPU_016903	115	8	52	0	0	0	20	33
HE_FRAG11691.0-1227|UNKNOWN	27	0	31	0	2	0	25	0
HE_CONTIG2050|SPU_015574	0	0	0	0	0	0	6	0
HE_COMP237738_C0_SEQ1.0-1146|SPU_006308	114	27	104	0	7	0	36	16
HE_CONTIG4433|SPU_016842	76	1	1	0	1	0	6	0
HE_FRAG5580.0-5574|SPU_028726	323	18	42	1	8	0	100	3
HE_CONTIG605|SPU_026766	171	4	1	0	0	0	17	6
HE_CONTIG3145|SPU_024592	0	0	11	1	0	0	18	16
HE_COMP237427_C7_SEQ1.198-429|UNKNOWN	0	0	0	0	0	0	1	0
HE_FRAG8110.159-339|SPU_012492	0	0	0	0	0	0	8	0
HE_CONTIG407|UNKNOWN	0	0	0	1	0	0	3	230
HE_COMP241849_C0_SEQ2.74-116|UNKNOWN	0	0	0	0	0	0	0	0
HE_COMP197588_C0_SEQ1.3-162|SPU_011645	0	0	0	0	0	0	2	0
HE_FRAG22354.708-972|SPU_025759	0	0	0	0	0	0	1	0
HE_FRAG21789.450-2646|SPU_025763	65	0	0	0	1	0	349	0
HE_COMP241292_C1_SEQ1.0-298|SPU_015804	49	0	11	0	0	0	16	0
HE_FRAG18075.0-1791|SPU_020578	29	6	20	0	13	0	21	0
HE_FRAG820.117-255|SPU_019284	17	0	0	0	1	0	1	0
HE_CONTIG4434|SPU_024918	0	0	0	0	0	0	2	0
HE_CONTIG3669|SPU_015376	104	7	21	8	1	0	1	0
HE_COMP228979_C1_SEQ6.81-237|SPU_020272	0	0	0	0	0	0	0	0
HE_COMP234891_C5_SEQ1.200-342|SPU_017723	29	0	1	0	4	0	2	0
HE_FRAG6539.0-3570|SPU_021559	959	31	138	1	28	0	35	0
HE_COMP215986_C0_SEQ1.0-168|SPU_013237	0	0	0	0	0	0	1	0
HE_CONTIG1319|SPU_026337	279	10	134	0	17	0	21	0
HE_COMP228506_C0_SEQ1.76-119|UNKNOWN	0	0	0	0	0	0	0	0
HE_COMP209988_C0_SEQ1.78-540|SPU_025331	0	0	0	0	0	0	6	0
HE_CONTIG2941|SPU_023386	101	0	83	0	13	0	23	0
HE_FRAG9423.50-314|SPU_002802	1	0	5	0	3	0	3	1
HE_FRAG13811.659-2738|SPU_000324	37	5	10	0	10	12	72	29
HE_FRAG4783.0-2367|SPU_011065	2094	310	121	0	0	0	74	115
HE_CONTIG3783|SPU_000635	5	0	0	0	1	0	39	4
HE_FRAG15198.0-2124|SPU_005988	6	0	6	3	0	0	57	0
HE_COMP245612_C2_SEQ1.1-719|SPU_001690	561	28	39	0	85	2	28	4
HE_CONTIG5209|SPU_017029	76	53	8	0	27	4	8	5
HE_COMP239356_C1_SEQ2.0-1154|SPU_009455	149	20	26	0	55	11	51	3
HE_FRAG5175.621-879|SPU_008355	0	0	0	0	0	0	3	0
HE_FRAG18746.0-834|SPU_003139	189	58	4	0	29	6	17	13
HE_CONTIG4393|SPU_024463	11	0	0	0	1	0	4	11
HE_FRAG5653.89-1571|SPU_007945	1344	314	106	0	47	16	420	346
HE_CONTIG5007|UNKNOWN	0	0	0	0	0	0	0	0
HE_CONTIG4008|SPU_009335	416	46	26	8	72	0	79	1
HE_CONTIG1626|SPU_013326	168	18	561	0	0	0	24	0
HE_FRAG623.0-1536|SPU_009771	49	3	27	0	2	1	27	0
HE_CONTIG1650|UNKNOWN	315	452	15	6	0	1	229	1196
HE_FRAG22208.23-2066|SPU_007265	119	40	13	1	9	0	32	15
HE_FRAG10171.19-1608|SPU_014529	53	0	11	0	8	0	3	0
HE_FRAG14502.0-3903|SPU_026013	671	145	298	23	8	0	85	78
HE_CONTIG2437|SPU_014728	363	21	234	30	13	0	91	20
HE_COMP232671_C5_SEQ1.14-290|SPU_025983	0	0	0	0	0	0	2	26
HE_CONTIG905|UNKNOWN	0	0	0	0	0	0	2	0
HE_FRAG3861.0-2127|SPU_004819	130	33	305	6	14	0	59	31
HE_FRAG22214.1245-2550|SPU_027122	123	32	68	0	27	0	13	6
HE_COMP239451_C8_SEQ1.0-446|SPU_012345	1278	10	99	0	1	0	125	0
HE_COMP236681_C4_SEQ1.41-1511|SPU_025243	119	24	51	0	12	0	37	16
HE_CONTIG878|SPU_012099	0	0	0	0	0	0	1	0
HE_FRAG1417.0-1503|SPU_003632	196	29	37	0	0	0	34	8
HE_FRAG14480.0-3774|SPU_007008	941	130	46	0	51	11	70	50
HE_FRAG9362.0-441|SPU_001402	72	0	20	2	5	0	13	0
HE_COMP247611_C2_SEQ1.0-3152|SPU_018068	105	18	105	11	2	2	29	7
HE_FRAG7601.83-800|SPU_023388	2	2	24	0	0	0	2	2
HE_COMP236703_C0_SEQ1.0-1662|SPU_003114	1282	21	1260	2	458	0	232	1
HE_FRAG5362.26-1298|SPU_001599	56	3	0	2	1	0	9	8
HE_FRAG7433.129-560|SPU_006043	219	58	0	0	6	0	18	12
HE_FRAG23288.0-6546|SPU_015529	380	93	12	0	55	15	141	29
HE_COMP242716_C0_SEQ1.75-225|UNKNOWN	0	0	0	0	0	0	1	0
HE_CONTIG4868|UNKNOWN	17	0	0	0	0	0	0	0
HE_CONTIG3381|SPU_007198	58	1	3	0	0	0	7	0
HE_FRAG20381.8-1233|SPU_019283	114	57	3	3	8	3	26	11
HE_FRAG17929.110-924|SPU_017355	140	78	55	0	11	2	5	0
HE_COMP233580_C8_SEQ2.0-1128|SPU_009726	56	0	54	0	1	0	1	0
HE_FRAG1305.642-1413|SPU_014985	0	0	23	6	0	0	1	27
HE_COMP243549_C0_SEQ1.36-660|SPU_012304	0	0	0	0	0	0	44	0
HE_FRAG5707.6-2820|SPU_010379	1251	222	101	9	67	0	121	20
HE_CONTIG4015|SPU_023240	1	0	0	0	0	0	3	4
HE_FRAG8076.981-1587|SPU_009961	11	0	3	0	0	0	5	0
HE_CONTIG1654|SPU_024684	154	0	306	0	8	0	7	0
HE_CONTIG3961|SPU_020348	0	0	0	0	0	0	1	0
HE_FRAG2339.2-1127|SPU_010756	670	8	1	0	72	1	31	0
HE_CONTIG2602|SPU_015869	474	16	186	2	28	0	166	19
HE_FRAG20681.23-2120|SPU_016467	50	37	48	5	4	2	33	47
HE_FRAG9957.147-525|SPU_000222	1	0	0	0	0	0	0	0
HE_FRAG2585.0-1314|SPU_020440	356	19	79	10	49	2	77	14
HE_FRAG8935.10-785|SPU_001778	1534	161	2859	171	610	68	750	2
HE_COMP238684_C4_SEQ1.9-942|SPU_023215	37	11	40	2	0	0	23	3
HE_COMP208451_C1_SEQ1.156-219|UNKNOWN	0	0	0	0	0	0	1	0
HE_CONTIG3894|SPU_009739	2223	118	1050	10	473	0	207	37
HE_CONTIG437|SPU_000941	0	0	0	0	0	0	21	0
HE_COMP235329_C0_SEQ1.99-1020|SPU_022363	124	0	50	0	0	0	4	0
HE_COMP240229_C6_SEQ1.53-90|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG16757.411-1167|UNKNOWN	2	0	3	0	0	0	40	0
HE_COMP227746_C2_SEQ1.11-602|SPU_013485	0	0	0	0	0	0	1	0
HE_COMP239701_C2_SEQ5.0-432|SPU_017533	0	0	0	0	0	0	18	0
HE_CONTIG890|UNKNOWN	0	0	0	0	0	0	6	0
HE_CONTIG24|UNKNOWN	0	0	0	0	0	0	5	0
HE_COMP228557_C0_SEQ1.522-630|SPU_008956	0	0	0	0	0	0	0	0
HE_CONTIG1307|SPU_025385	0	0	0	0	0	0	2	0
HE_CONTIG4449|SPU_016473	0	0	0	0	0	0	4	0
HE_CONTIG980|UNKNOWN	0	7	0	0	0	2	0	232
HE_COMP242382_C3_SEQ1.1090-2418|SPU_028341	23	2	83	18	1	4	4	6
HE_CONTIG4230|SPU_010424	15350	16	15396	21	3055	0	1152	532
HE_CONTIG4101|SPU_002210	953	2	986	49	119	4	79	6
HE_CONTIG4549|UNKNOWN	83	75	3	0	0	0	58	0
HE_COMP246436_C3_SEQ1.24-843|SPU_024168	670	241	71	3	107	0	7	0
HE_CONTIG2231|UNKNOWN	272	10	10	0	0	0	1	0
HE_CONTIG1194|UNKNOWN	13	0	2	0	0	0	0	0
HE_CONTIG3487|SPU_028935	153	0	20	0	4	0	23	3
HE_COMP234335_C3_SEQ1.38-1424|UNKNOWN	21	0	0	0	0	0	58	0
HE_COMP245279_C3_SEQ1.1-1004|SPU_025672	153	9	194	0	5	0	60	2
HE_COMP230317_C1_SEQ2.1548-1839|SPU_019963	47	0	7	0	1	0	5	0
HE_COMP242731_C5_SEQ1.302-336|UNKNOWN	0	0	0	0	0	0	1	0
HE_FRAG5946.152-1406|SPU_009427	211	41	119	6	6	0	75	9
HE_CONTIG3139|SPU_001395	590	152	554	62	14	1	217	69
HE_CONTIG1272|UNKNOWN	0	0	0	0	0	0	0	0
HE_COMP240654_C1_SEQ1.747-1185|SPU_002194	543	0	188	36	64	0	182	0
HE_COMP245789_C1_SEQ7.20-636|SPU_009517	120	0	62	0	0	0	3	0
HE_COMP232716_C8_SEQ5.14-65|UNKNOWN	7	132	0	24	0	7	10	205
HE_FRAG1569.2-2256|SPU_016101	2947	606	1901	99	211	0	305	92
HE_COMP222251_C0_SEQ1.0-207|SPU_027356	0	0	0	0	0	0	3	0
HE_FRAG7809.0-1056|SPU_013570	0	0	0	0	0	0	14	0
HE_COMP225486_C4_SEQ1.0-1023|SPU_024267	0	0	0	0	0	0	3	0
HE_FRAG14308.68-1059|SPU_026460	84	0	14	0	29	0	31	13
HE_CONTIG1524|SPU_012700	561	81	73	0	8	0	184	62
HE_CONTIG3424|SPU_006054	168	27	14	0	15	3	113	18
HE_CONTIG786|SPU_028601	669	230	107	10	9	0	11	5
HE_FRAG269.57-873|SPU_027747	0	0	0	0	0	0	3	0
HE_COMP246845_C1_SEQ1.3-123|UNKNOWN	0	0	0	0	0	0	7	0
HE_COMP237553_C1_SEQ1.138-1032|SPU_006816	86	0	16	0	0	0	2	1
HE_COMP240558_C1_SEQ11.58-91|UNKNOWN	24	11	9	2	1	0	26	13
HE_FRAG23083.1908-2588|SPU_011423	138	17	31	0	25	10	63	7
HE_COMP243628_C1_SEQ1.353-422|UNKNOWN	12	0	0	0	0	0	1	0
HE_FRAG945.327-513|SPU_006004	0	0	0	0	0	0	17	0
HE_COMP245547_C4_SEQ1.1788-4260|SPU_014404	312	60	76	6	6	0	39	19
HE_CONTIG266|SPU_016027	34	26	6	0	20	4	0	0
HE_CONTIG1127|SPU_006606	51	0	17	0	0	0	26	0
HE_FRAG6948.3572-4034|SPU_014707	216	28	83	0	23	1	0	15
HE_COMP241374_C3_SEQ1.53-713|UNKNOWN	36	0	26	3	9	0	0	1
HE_COMP235512_C0_SEQ12.596-717|SPU_018429	1100	1	71	61	1	0	165	45
HE_COMP229903_C2_SEQ1.310-2346|SPU_004401	154	8	53	10	8	1	11	2
HE_FRAG1744.107-617|UNKNOWN	4367	123	1006	184	0	0	17	0
HE_COMP241253_C12_SEQ1.6-255|SPU_015635	1247	997	421	22	42	0	122	460
HE_CONTIG1103|SPU_008842	608	41	8	1	1	0	4	6
HE_FRAG18997.390-481|UNKNOWN	0	0	0	0	0	0	3	0
HE_CONTIG1339|SPU_010847	401	89	12	0	20	0	21	0
HE_FRAG19612.126-369|SPU_003319	0	0	0	0	0	0	2	0
HE_FRAG1719.0-2333|SPU_005241	4039	690	338	5	174	0	486	252
HE_COMP244580_C7_SEQ1.135-178|UNKNOWN	0	0	0	0	0	0	0	0
HE_CONTIG3713|SPU_026487	679	5	147	28	26	0	13	29
HE_FRAG9846.0-2199|SPU_005702	42	1	2757	361	243	30	136	34
HE_FRAG18964.6-1428|SPU_008908	1080	134	217	0	5	0	220	4
HE_FRAG5438.21-1932|SPU_026553	380	30	76	0	1	6	21	0
HE_COMP229526_C0_SEQ1.0-325|SPU_028247	652	0	237	0	0	0	368	0
HE_COMP190168_C1_SEQ1.159-237|UNKNOWN	0	0	0	0	0	0	0	11
HE_COMP234619_C1_SEQ1.0-282|SPU_022107	0	0	0	0	0	0	11	0
HE_COMP227837_C2_SEQ1.576-684|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG8204.0-1005|SPU_024104	464	0	19	0	0	0	20	0
HE_COMP228624_C0_SEQ2.185-692|SPU_018851	263	8	46	0	12	0	11	0
HE_COMP236501_C1_SEQ4.0-1115|SPU_018125	80	4	27	0	0	0	17	2
HE_CONTIG2188|SPU_000392	103	41	359	21	36	0	17	14
HE_COMP235238_C0_SEQ1.2-1028|SPU_000244	360	92	112	4	19	0	7	15
HE_CONTIG4662|UNKNOWN	0	0	0	0	0	0	1	0
HE_CONTIG988|SPU_019929	1155	143	205	0	30	0	102	84
HE_CONTIG3483|SPU_008818	0	0	0	0	0	0	0	0
HE_FRAG12624.0-1485|SPU_009716	150	41	11	1	0	0	33	1
HE_COMP236277_C10_SEQ1.207-387|SPU_004345	30	0	8	0	0	0	2	0
HE_CONTIG4337|SPU_016099	21	0	0	0	2	0	25	3
HE_CONTIG4710|SPU_016122	0	0	0	0	0	0	3	0
HE_FRAG1088.0-2070|SPU_008678	69	7	48	2	12	0	14	22
HE_FRAG6728.1181-1766|SPU_004123	1151	291	1	0	0	0	216	89
HE_FRAG19244.579-693|UNKNOWN	0	0	0	0	0	0	19	0
HE_COMP243765_C0_SEQ3.211-250|UNKNOWN	0	0	0	0	0	0	0	0
HE_CONTIG5250|SPU_000009	712	74	24	0	0	0	31	17
HE_CONTIG441|SPU_013917	0	0	0	0	0	0	39	0
HE_FRAG1997.1-962|SPU_012561	3	0	0	0	1	0	0	0
HE_COMP239788_C0_SEQ1.0-3375|SPU_025427	1075	461	1081	123	41	1	190	244
HE_CONTIG5117|SPU_019885	4567	1046	4270	570	177	0	674	631
HE_FRAG4095.2-1540|SPU_012762	410	117	37	2	15	2	57	49
