GENE	he	he+N	ht	ht+N	UNINFORMATIVE	UNINFORMATIVE+N	UNK	UNK+N
HE_COMP233311_C1_SEQ1.6-429|UNKNOWN	10	0	7	1	0	0	9	0
HE_COMP239615_C2_SEQ1.77-113|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG6091.0-543|SPU_003177	29	12	19	0	0	0	5	0
HE_COMP235132_C3_SEQ1.2-41|UNKNOWN	0	0	0	0	0	0	0	0
HE_COMP241335_C5_SEQ1.0-359|SPU_004587	30	3	34	0	17	5	37	7
HE_COMP236595_C6_SEQ2.366-411|UNKNOWN	0	0	0	0	0	0	1	0
HE_CONTIG4291|SPU_024944	255	12	90	7	10	0	15	14
HE_CONTIG2760|SPU_021956	2	0	0	0	1	0	20	14
HE_FRAG18381.0-801|SPU_002507	106	14	79	0	2	4	9	16
HE_FRAG18787.0-3246|SPU_019191	21	0	15	0	0	0	35	0
HE_CONTIG5025|SPU_002229	118	3	26	0	0	0	8	5
HE_COMP231995_C1_SEQ5.54-193|SPU_003261	6	12	0	0	0	0	3	16
HE_CONTIG2742|SPU_010189	69	0	0	0	0	0	33	0
HE_FRAG16771.2037-2238|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG9405.0-531|SPU_014792	2377	100	2608	71	387	10	21	0
HE_FRAG4522.1-411|SPU_020458	30	0	6	0	10	0	10	0
HE_CONTIG3135|SPU_025496	0	0	0	0	0	0	32	0
HE_FRAG9853.1032-1602|UNKNOWN	56	1	30	3	0	0	5	0
HE_CONTIG71|SPU_009360	1817	247	1224	223	279	34	448	215
HE_FRAG3904.0-1764|SPU_007942	1080	107	790	1	140	10	79	6
HE_COMP236655_C8_SEQ5.80-449|SPU_024409	39	0	58	0	0	0	1	0
HE_CONTIG4976|SPU_007504	378	73	677	13	17	1	61	48
HE_CONTIG2717|UNKNOWN	0	0	0	0	0	0	0	0
HE_COMP233544_C4_SEQ13.0-3549|SPU_006457	185	7	160	1	6	1	44	1
HE_COMP247038_C1_SEQ9.2651-2690|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG23426.765-1026|UNKNOWN	5	118	15	0	0	1	70	256
HE_COMP238804_C0_SEQ1.0-2610|SPU_017441	173	0	72	0	2	0	9	0
HE_COMP231948_C1_SEQ1.6-45|UNKNOWN	0	0	0	0	0	0	0	0
HE_COMP230149_C1_SEQ1.0-1095|SPU_018582	123	7	51	15	0	0	17	2
HE_CONTIG1240|UNKNOWN	43	0	45	0	27	0	23	0
HE_FRAG2247.18-1896|SPU_011407	239	67	117	9	0	0	64	25
HE_CONTIG2125|SPU_006378	217	32	263	6	35	0	44	0
HE_FRAG12057.2-1685|SPU_018804	0	0	0	0	0	0	29	0
HE_CONTIG348|SPU_017347	244	22	139	3	27	2	24	5
HE_FRAG13109.2615-3356|SPU_025399	9	0	14	1	1	0	3	0
HE_CONTIG397|SPU_002659	0	0	0	0	0	0	1	0
HE_COMP173929_C0_SEQ1.69-744|SPU_030147	38	0	405	22	13	20	12	18
HE_FRAG22995.3-1134|SPU_023980	375	17	13	0	0	0	25	7
HE_COMP234385_C1_SEQ1.387-666|SPU_010179	5	0	0	0	0	0	2	0
HE_CONTIG4900|SPU_012488	437	15	839	23	113	28	40	0
HE_FRAG10639.0-1134|SPU_017604	323	88	315	49	39	13	136	45
HE_COMP228684_C1_SEQ1.446-566|UNKNOWN	0	0	0	0	0	0	9	0
HE_FRAG5726.2-3017|SPU_010906	462	52	869	64	49	20	112	16
HE_COMP245085_C2_SEQ2.135-723|SPU_024491	10	0	12	0	2	0	0	3
HE_CONTIG997|SPU_024993	0	0	0	0	0	0	4	0
HE_FRAG12733.110-3414|SPU_028535	370	0	274	0	0	0	12	0
HE_CONTIG2094|UNKNOWN	0	0	0	0	0	0	0	0
HE_CONTIG1870|SPU_025842	6	0	15	1	0	0	14	6
HE_CONTIG3346|SPU_005132	0	0	0	0	0	0	24	0
HE_CONTIG3253|SPU_028909	3	4	2	0	0	0	3	0
HE_FRAG8355.945-1137|SPU_015923	15	9	11	0	4	0	4	0
HE_COMP241903_C1_SEQ12.14-1196|SPU_008789	4	0	4	0	3	0	20	0
HE_COMP238453_C7_SEQ1.24-65|UNKNOWN	0	0	0	0	0	0	2	0
HE_COMP242666_C5_SEQ1.0-1416|SPU_001949	0	0	0	0	0	0	108	0
HE_CONTIG131|SPU_007771	99	6	19	1	2	0	16	4
HE_COMP190258_C0_SEQ1.0-582|SPU_025051	0	0	0	0	0	0	5	0
HE_COMP246740_C2_SEQ2.0-1707|SPU_019844	170	34	132	1	0	0	15	4
HE_FRAG13696.0-2346|SPU_006755	59	4	24	1	3	0	6	4
HE_COMP218556_C1_SEQ1.0-201|SPU_011795	0	0	0	0	0	0	1	0
HE_CONTIG3111|SPU_001801	12	0	9	0	3	0	15	17
HE_COMP233088_C10_SEQ1.13-944|SPU_021306	170	0	134	2	3	0	51	3
HE_CONTIG4756|UNKNOWN	0	0	0	0	0	0	3	0
HE_COMP232385_C11_SEQ1.3-1558|SPU_021470	265	6	48	0	1	0	18	0
HE_FRAG565.111-276|UNKNOWN	0	0	0	0	0	0	4	0
HE_FRAG2443.0-1248|SPU_020609	704	2	1779	2	272	0	147	13
HE_COMP232941_C10_SEQ1.0-1248|SPU_022749	322	15	59	12	18	0	14	0
HE_CONTIG1827|UNKNOWN	0	0	0	0	0	0	1	0
HE_FRAG8313.126-976|UNKNOWN	5	0	5	0	0	0	14	1
HE_COMP223968_C0_SEQ1.369-528|UNKNOWN	0	0	0	0	0	0	6	0
HE_COMP229008_C0_SEQ1.148-189|UNKNOWN	0	0	0	0	0	0	1	0
HE_COMP242723_C8_SEQ1.639-1839|SPU_006470	110	7	18	0	9	0	0	0
HE_CONTIG640|SPU_023331	108	14	234	23	0	0	55	9
HE_FRAG7294.915-1547|SPU_012868	67	18	36	0	0	0	3	1
HE_COMP207811_C0_SEQ1.21-1260|SPU_012127	0	0	0	0	0	0	10	0
HE_CONTIG5205|SPU_003095	1	0	0	0	0	0	11	17
HE_COMP232881_C1_SEQ1.0-2091|SPU_018768	14	1	105	0	2	0	6	0
HE_COMP232687_C0_SEQ2.5-44|UNKNOWN	0	0	0	0	6	12	0	0
HE_COMP225688_C1_SEQ1.849-972|SPU_002572	0	0	0	0	0	0	2	0
HE_FRAG7028.1458-1554|SPU_013171	23	0	17	0	0	0	0	0
HE_COMP233912_C2_SEQ6.0-846|SPU_018774	35	4	36	0	16	0	19	1
HE_FRAG22933.195-288|UNKNOWN	35	15	4	0	0	0	22	11
HE_CONTIG3464|UNKNOWN	0	0	0	0	0	0	2	0
HE_COMP238535_C5_SEQ1.137-260|SPU_026666	6	0	0	0	1	0	0	0
HE_CONTIG3708|SPU_003488	322	18	318	2	21	1	66	8
HE_FRAG5098.15-465|SPU_026359	341	18	365	0	0	0	10	23
HE_COMP239831_C1_SEQ1.0-6816|SPU_025723	1326	196	1024	5	276	44	199	24
HE_COMP231975_C3_SEQ2.0-1448|SPU_008567	34	1	32	0	0	0	6	3
HE_CONTIG3116|SPU_006093	764	164	1067	72	71	6	132	74
HE_CONTIG203|UNKNOWN	1	2	0	0	0	1	5	368
HE_COMP244395_C1_SEQ1.471-3549|SPU_010637	764	125	383	15	24	10	88	43
HE_CONTIG1361|UNKNOWN	0	0	0	0	0	0	1	0
HE_COMP233158_C1_SEQ1.1034-1430|SPU_020480	25	0	38	0	28	2	1	0
HE_CONTIG1707|UNKNOWN	0	0	0	0	0	0	4	28
HE_COMP232081_C1_SEQ1.0-1602|SPU_010632	158	20	29	16	13	0	64	24
HE_CONTIG1381|SPU_014061	37	1	21	0	9	0	4	4
HE_COMP208711_C0_SEQ1.87-249|UNKNOWN	0	0	0	0	0	0	1	0
HE_COMP239591_C1_SEQ5.122-161|UNKNOWN	0	0	0	0	0	0	0	0
HE_CONTIG4541|SPU_014776	337	58	468	64	13	0	202	59
HE_COMP232520_C0_SEQ1.0-1311|SPU_019590	412	57	928	48	94	0	64	0
HE_CONTIG2063|SPU_021430	188	0	150	0	24	0	3	0
HE_FRAG13863.4-311|UNKNOWN	35	0	55	20	0	0	13	7
HE_CONTIG2299|SPU_008859	3	0	1	0	4	0	21	0
HE_FRAG14594.144-186|UNKNOWN	0	0	0	0	0	0	0	0
HE_CONTIG218|SPU_017342	32	2	41	7	2	0	20	3
HE_CONTIG570|SPU_018800	325	81	832	1	27	0	42	17
HE_COMP209006_C0_SEQ1.0-309|SPU_004480	0	0	0	0	0	0	1	0
HE_COMP223334_C0_SEQ1.105-627|SPU_005955	0	0	0	0	0	0	2	0
HE_COMP231971_C2_SEQ1.0-1761|SPU_028706	461	18	404	17	45	7	46	5
HE_COMP235132_C3_SEQ1.1-40|UNKNOWN	0	0	0	0	0	0	0	0
HE_COMP235223_C1_SEQ1.78-477|SPU_013748	39	0	26	1	3	0	9	2
HE_FRAG21588.1022-1324|UNKNOWN	99	25	74	18	1	1	44	304
HE_CONTIG1717|SPU_002443	1099	180	1165	47	76	0	16	0
HE_COMP224761_C1_SEQ1.99-234|UNKNOWN	0	0	0	0	0	0	2	0
HE_FRAG13322.0-599|SPU_026485	70	5	42	1	12	0	4	16
HE_CONTIG2129|SPU_015826	59	34	107	0	0	0	4	1
HE_FRAG542.0-528|UNKNOWN	92	7	18	0	0	0	22	0
HE_CONTIG5176|SPU_008521	237	33	53	0	3	0	25	7
HE_FRAG19693.0-3480|SPU_015281	26	1	6	0	3	0	56	0
HE_CONTIG4269|SPU_019610	735	26	335	17	69	6	33	7
HE_FRAG4221.9-672|SPU_020407	60	2	5	0	0	0	7	0
HE_FRAG19203.0-1289|SPU_003847	900	405	1333	53	134	34	536	479
HE_CONTIG370|SPU_008507	471	71	411	1	59	3	4	1
HE_CONTIG2645|SPU_025933	13	0	10	0	0	0	2	0
HE_CONTIG3902|UNKNOWN	0	0	0	0	0	0	16	0
HE_CONTIG829|UNKNOWN	2	0	7	0	0	0	0	0
HE_CONTIG2227|UNKNOWN	4	0	0	0	0	0	1	130
HE_COMP212602_C2_SEQ1.0-229|UNKNOWN	0	0	0	0	0	0	0	5
HE_FRAG4383.3221-3431|UNKNOWN	0	0	0	0	0	0	9	0
HE_COMP229453_C1_SEQ1.92-359|UNKNOWN	0	0	0	0	0	0	10	0
HE_FRAG7489.1499-1547|UNKNOWN	0	0	0	0	0	0	4	0
HE_CONTIG1772|SPU_001325	7	5	0	0	0	0	8	16
HE_COMP235563_C0_SEQ4.405-621|SPU_013826	0	0	0	0	0	0	1	0
HE_CONTIG3209|UNKNOWN	0	0	0	0	0	0	0	0
HE_CONTIG2336|SPU_028438	6	5	1	0	0	0	5	0
HE_CONTIG2320|UNKNOWN	0	5	0	1	3	0	4	302
HE_CONTIG347|SPU_009941	392	7	236	1	33	0	23	2
HE_FRAG277.84-811|SPU_023734	0	0	0	0	0	0	0	0
HE_FRAG13172.4304-4436|SPU_028768	0	0	0	0	0	0	0	0
HE_FRAG16363.68-1469|SPU_025266	200	31	17	0	3	0	24	5
HE_COMP232242_C3_SEQ1.1257-1293|UNKNOWN	0	0	0	0	0	0	0	0
HE_COMP224472_C1_SEQ1.54-135|UNKNOWN	0	0	0	0	0	0	6	0
HE_CONTIG4705|SPU_027963	164	23	56	19	0	0	65	33
HE_FRAG15743.360-903|SPU_022392	145	0	58	0	0	0	19	0
HE_FRAG10951.1281-1335|UNKNOWN	0	0	0	0	7	0	0	0
HE_CONTIG4598|SPU_013114	0	0	0	0	0	0	4	0
HE_FRAG23155.0-4746|SPU_021717	195	1	100	5	1	0	5	3
HE_CONTIG2201|SPU_004798	9	6	20	1	2	0	23	21
HE_CONTIG927|UNKNOWN	34	0	14	92	0	0	3	8
HE_CONTIG418|SPU_016186	110	19	50	0	4	0	25	26
HE_COMP237851_C0_SEQ1.0-90|UNKNOWN	0	0	0	0	0	0	4	0
HE_FRAG22105.0-5033|SPU_026018	54	6	121	2	13	0	17	3
HE_COMP235134_C13_SEQ1.183-471|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG3981.0-954|SPU_026091	0	0	0	0	0	0	15	0
HE_FRAG9902.188-458|SPU_016341	79	22	36	6	2	1	10	0
HE_COMP220912_C0_SEQ1.114-300|SPU_012589	0	0	0	0	0	0	0	0
HE_COMP230907_C6_SEQ3.0-131|SPU_024413	741	0	776	286	1	0	8	0
HE_CONTIG810|SPU_018958	156	13	5	0	18	0	21	1
HE_FRAG7833.77-2243|SPU_026415	228	28	144	4	4	0	81	40
HE_CONTIG3996|SPU_010273	23	4	26	0	3	0	25	0
HE_COMP231919_C7_SEQ1.45-146|UNKNOWN	0	0	0	0	0	0	1	0
HE_COMP234031_C9_SEQ1.378-2594|SPU_022156	206	46	150	0	12	0	28	2
HE_CONTIG3244|SPU_009272	97	9	55	8	7	0	11	37
HE_COMP232059_C8_SEQ2.0-1014|SPU_004789	216	10	102	1	38	7	4	0
HE_COMP235407_C3_SEQ1.0-747|UNKNOWN	24	0	4	0	0	0	2	0
HE_CONTIG227|SPU_017651	0	0	0	0	0	0	8	0
HE_FRAG19231.1-3993|SPU_002174	1981	444	493	16	144	24	346	93
HE_CONTIG1408|SPU_025745	56	10	101	5	1	0	11	0
HE_FRAG12169.0-1008|SPU_016893	167	21	147	0	36	0	36	4
HE_COMP244819_C1_SEQ1.1923-5469|SPU_026623	0	0	1	0	0	0	15	0
HE_COMP239756_C12_SEQ1.3-108|UNKNOWN	0	0	0	0	0	0	0	0
HE_COMP226314_C0_SEQ2.29-314|SPU_025338	2	0	16	0	1	0	11	0
HE_COMP230151_C0_SEQ4.1449-1578|SPU_020211	0	0	0	0	0	0	0	0
HE_COMP244268_C4_SEQ5.0-2064|SPU_004418	0	0	0	0	0	0	61	0
HE_CONTIG4568|SPU_024826	0	0	0	0	0	0	8	0
HE_COMP232643_C1_SEQ1.0-1212|SPU_028093	109	0	74	0	0	0	10	0
HE_CONTIG4735|SPU_006944	851	101	256	5	0	0	19	0
HE_CONTIG5052|SPU_016680	579	31	382	40	34	1	153	16
HE_CONTIG552|SPU_007952	184	6	156	0	0	0	30	2
HE_CONTIG2650|UNKNOWN	6	33	6	2	0	0	7	33
HE_FRAG14512.0-495|SPU_014922	0	0	0	0	0	0	0	0
HE_COMP198007_C0_SEQ1.177-212|UNKNOWN	0	0	0	0	0	0	0	0
HE_CONTIG606|SPU_004774	483	69	624	53	2	0	88	50
HE_FRAG14840.36-3693|SPU_006401	676	128	723	60	1	0	154	59
HE_CONTIG2807|SPU_000322	515	2	244	10	21	0	44	9
HE_FRAG4071.360-567|UNKNOWN	0	0	0	0	0	0	0	0
HE_CONTIG990|SPU_018148	159	26	35	0	0	0	29	24
HE_FRAG15810.0-378|SPU_014885	126	0	217	0	31	0	6	0
HE_FRAG10060.88-1808|SPU_017088	172	0	80	26	8	0	42	9
HE_CONTIG4886|SPU_009575	2	0	6	0	3	0	15	9
HE_CONTIG515|SPU_025025	194	6	180	10	0	0	27	3
HE_COMP201976_C0_SEQ1.219-345|SPU_002657	0	0	1	0	0	0	0	2
HE_FRAG1802.0-2508|SPU_020282	493	26	755	43	67	6	130	21
HE_COMP232347_C0_SEQ2.0-924|SPU_021732	127	16	67	0	10	0	11	0
HE_COMP224940_C0_SEQ1.0-1782|SPU_026496	40	0	33	0	0	0	11	0
HE_CONTIG1060|SPU_014157	0	0	0	0	0	0	13	0
HE_FRAG23029.51-255|UNKNOWN	1	0	0	0	0	0	4	3
HE_FRAG19380.0-882|SPU_001777	49	7	89	1	12	0	18	4
HE_COMP234310_C0_SEQ2.2-324|SPU_000225	80	24	57	2	4	0	15	25
HE_FRAG3190.366-2346|SPU_023293	1551	385	1029	98	26	1	186	45
HE_FRAG20968.0-1470|SPU_022627	79	47	63	0	0	0	41	28
HE_CONTIG253|SPU_015633	0	1	0	0	0	0	5	8
HE_COMP232986_C1_SEQ4.354-390|UNKNOWN	0	0	0	0	0	0	0	0
HE_COMP232766_C1_SEQ6.81-112|UNKNOWN	0	0	0	0	0	0	1	0
HE_FRAG15022.48-966|SPU_008206	603	17	614	0	0	0	14	3
HE_CONTIG671|SPU_025531	45	0	55	0	0	0	23	0
HE_COMP240902_C0_SEQ1.8-336|SPU_021368	23	0	10	0	0	0	2	0
HE_CONTIG1458|UNKNOWN	0	0	0	0	0	0	2	0
HE_FRAG14078.84-3882|SPU_019866	246	27	30	0	0	0	23	2
HE_COMP242587_C2_SEQ1.27-258|SPU_011043	0	0	0	0	0	0	4	0
HE_FRAG2698.5-1785|UNKNOWN	3	0	6	0	0	0	51	0
HE_FRAG21188.351-537|SPU_009702	1	0	1	0	0	0	12	2
HE_FRAG5475.62-1367|SPU_008304	1044	164	1713	196	62	23	132	2
HE_COMP237710_C8_SEQ10.3264-5595|SPU_017267	0	0	0	0	0	0	16	0
HE_FRAG20556.274-2043|SPU_013321	282	74	576	63	1	0	115	119
HE_FRAG20453.915-2208|SPU_015478	61	21	163	6	0	0	21	9
HE_FRAG12592.0-963|SPU_015982	1328	123	634	66	0	0	128	37
HE_COMP244774_C1_SEQ1.0-1866|SPU_017682	296	37	225	9	16	1	111	16
HE_FRAG893.107-1514|SPU_005288	77	2	66	0	0	0	24	3
HE_COMP243835_C0_SEQ3.182-221|UNKNOWN	0	0	0	0	0	0	1	0
HE_FRAG4729.0-3327|SPU_008374	504	8	889	8	14	0	45	0
HE_COMP245392_C2_SEQ4.378-1362|SPU_022201	75	0	195	18	11	1	7	0
HE_CONTIG366|SPU_027818	23	0	32	0	0	0	0	1
HE_FRAG16601.0-549|SPU_006261	315	68	405	0	2	0	22	0
HE_CONTIG3305|SPU_002445	0	0	0	0	0	0	7	0
HE_COMP238734_C4_SEQ1.99-654|SPU_019393	170	28	104	17	69	0	29	3
HE_CONTIG4111|SPU_024565	1037	144	1483	74	49	0	164	57
HE_FRAG14303.3-2373|SPU_006772	140	5	49	2	5	0	18	1
HE_FRAG17826.0-2173|SPU_022670	22	1	21	0	6	0	20	0
HE_COMP236719_C0_SEQ1.8-56|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG1132.24-1905|SPU_013166	334	14	295	29	6	0	62	18
HE_FRAG19979.39-1890|SPU_003886	14	0	69	3	5	0	19	3
HE_CONTIG3173|SPU_000603	0	0	0	0	0	0	6	0
HE_COMP236517_C0_SEQ1.21-459|SPU_005115	186	130	84	7	0	0	27	48
HE_FRAG2994.777-947|SPU_007687	19	0	0	0	0	0	3	0
HE_COMP241995_C10_SEQ1.4-46|UNKNOWN	0	0	0	0	0	0	1	0
HE_FRAG9720.0-366|SPU_020035	8153	244	2761	136	125	13	512	1
HE_CONTIG3768|SPU_027683	2	0	0	0	0	0	7	0
HE_FRAG1915.0-507|SPU_018366	6	0	6	0	1	0	9	0
HE_COMP238356_C2_SEQ1.3-5064|SPU_009006	458	12	377	9	27	1	46	2
HE_FRAG21719.78-2303|SPU_028921	373	86	1048	23	65	8	126	68
HE_COMP239273_C6_SEQ1.0-2316|SPU_003308	184	24	125	7	15	0	67	12
HE_FRAG2329.230-275|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG10526.0-1001|SPU_004540	6695	1237	13041	21	341	8	624	246
HE_COMP231901_C0_SEQ1.0-3804|SPU_028236	2100	25	1430	28	63	3	46	5
HE_COMP230462_C0_SEQ1.0-1326|SPU_021150	516	23	407	4	44	0	200	10
HE_FRAG4325.90-1449|SPU_025174	112	21	154	0	2	1	23	20
HE_CONTIG3880|SPU_001830	92	8	64	5	2	0	20	6
HE_COMP235544_C7_SEQ1.165-491|SPU_011919	12	1	27	0	1	0	3	0
HE_FRAG9687.0-2634|SPU_019532	217	56	61	0	0	2	74	29
HE_COMP246164_C4_SEQ2.31-73|UNKNOWN	0	0	0	0	0	0	1	0
HE_CONTIG252|SPU_018485	461	31	693	3	0	0	35	8
HE_CONTIG3719|SPU_014658	0	0	0	0	0	0	30	0
HE_COMP247622_C2_SEQ4.0-306|SPU_021051	1253	0	1147	52	0	0	10	1
HE_COMP243648_C5_SEQ1.117-171|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG423.643-760|SPU_005109	0	0	0	0	0	0	4	0
HE_COMP236046_C4_SEQ1.0-1449|SPU_012189	27	0	27	0	9	0	13	0
HE_COMP245958_C0_SEQ2.0-9306|SPU_023016	58812	5694	26553	698	2816	245	3422	1080
HE_FRAG2905.555-588|UNKNOWN	0	0	0	0	0	0	2	0
HE_CONTIG2493|SPU_014140	5724	255	7153	2	2	0	164	3
HE_COMP246471_C9_SEQ1.35-75|UNKNOWN	0	0	0	0	0	0	0	0
HE_CONTIG2785|SPU_019405	60	9	108	2	0	0	17	3
HE_CONTIG1206|UNKNOWN	0	0	0	0	0	0	3	0
HE_CONTIG4401|SPU_026074	0	0	0	0	0	0	3	0
HE_COMP238809_C2_SEQ1.120-1266|SPU_005439	56	1	4	0	3	2	21	1
HE_FRAG6373.72-243|UNKNOWN	0	0	0	0	0	0	27	0
HE_COMP234003_C0_SEQ1.0-1086|SPU_023907	0	0	0	0	0	0	34	0
HE_FRAG5001.138-216|UNKNOWN	11	0	5	0	0	0	4	5
HE_FRAG10477.36-1034|SPU_024604	1	0	3	0	5	0	24	0
HE_FRAG10375.0-4110|SPU_026803	1	0	1	0	0	0	37	0
HE_COMP241018_C7_SEQ1.0-725|SPU_021472	133	0	69	0	1	0	0	0
HE_CONTIG626|SPU_017889	0	0	0	0	0	0	2	0
HE_COMP230421_C0_SEQ1.51-2323|SPU_020539	105	1	342	12	1	0	29	0
HE_COMP241863_C0_SEQ1.27-207|SPU_009133	0	0	0	0	0	0	0	0
HE_COMP237340_C1_SEQ1.0-291|SPU_016426	0	0	0	0	0	0	6	0
HE_COMP246088_C1_SEQ1.0-111|UNKNOWN	0	0	0	0	0	0	1	0
HE_CONTIG3093|UNKNOWN	172	12	58	0	0	0	55	6
HE_FRAG7707.714-768|UNKNOWN	0	0	0	0	0	0	0	0
HE_COMP234408_C1_SEQ1.5-1691|SPU_007523	86	17	27	1	3	1	14	9
HE_COMP229498_C6_SEQ1.0-996|SPU_000930	0	0	0	0	0	0	31	0
HE_COMP240680_C3_SEQ4.0-4797|SPU_011173	53	1	21	0	8	0	30	1
HE_FRAG4526.14-1250|SPU_006168	55	2	57	0	0	0	9	5
HE_CONTIG3001|SPU_008319	1347	20	380	26	26	0	217	3
HE_COMP230499_C0_SEQ1.51-780|SPU_023762	140	9	49	0	5	0	6	5
HE_CONTIG2234|UNKNOWN	32	1	21	0	1	0	10	4
HE_CONTIG1386|SPU_020558	44	3	3	0	1	0	49	16
HE_FRAG17620.9-594|SPU_019265	0	0	0	0	0	0	7	0
HE_CONTIG973|SPU_020645	1	0	1	0	0	0	1	2
HE_FRAG16960.83-2961|SPU_008502	3020	295	2218	113	344	6	363	80
HE_FRAG6329.1077-1734|SPU_026119	6484	1961	2807	221	44173	2878	1067	1459
HE_CONTIG536|SPU_015540	9	0	1	0	0	0	9	0
HE_CONTIG4863|SPU_019657	1925	635	1927	27	541	57	284	54
HE_COMP236023_C3_SEQ1.370-1820|UNKNOWN	0	0	0	0	0	0	12	0
HE_FRAG2515.106-1362|SPU_022628	69	2	11	0	1	0	12	0
HE_CONTIG3895|SPU_026514	0	1	3	0	0	0	2	4
HE_COMP241849_C0_SEQ3.74-116|UNKNOWN	0	0	0	0	0	0	0	0
HE_CONTIG3903|SPU_027119	0	0	0	0	0	0	2	0
HE_COMP238905_C0_SEQ2.130-181|UNKNOWN	0	0	0	0	0	0	0	0
HE_CONTIG2495|SPU_014456	0	7	0	0	0	0	0	18
HE_COMP230617_C1_SEQ1.0-2280|SPU_023813	0	0	0	0	0	0	29	0
HE_CONTIG1902|SPU_015674	83	0	160	2	21	1	41	6
HE_CONTIG1823|SPU_023519	341	9	139	16	26	1	94	32
HE_COMP233092_C7_SEQ1.56-1262|SPU_021736	137	0	201	0	2	0	10	2
HE_FRAG6694.0-1473|SPU_016831	9572	1099	6209	76	175	39	2174	764
HE_CONTIG5013|SPU_021992	0	0	0	0	0	0	1	0
HE_FRAG8394.0-1896|SPU_001212	126	31	115	6	0	0	60	34
HE_FRAG6088.0-789|SPU_010735	386	39	216	0	57	0	21	0
HE_CONTIG2100|SPU_012592	0	0	0	0	0	0	7	0
HE_CONTIG221|SPU_024042	234	0	1221	0	1	0	33	0
HE_FRAG11984.15-444|SPU_024366	232	32	60	16	34	23	88	1
HE_COMP232145_C0_SEQ2.0-1467|SPU_015909	153	1	152	1	15	0	16	0
HE_COMP245610_C1_SEQ1.0-830|SPU_005728	1352	33	894	16	554	13	15	0
HE_FRAG2951.255-2505|SPU_024035	248	20	139	0	3	0	9	1
HE_COMP242166_C4_SEQ3.357-591|SPU_023157	7	0	1	0	0	0	5	0
HE_COMP238544_C0_SEQ1.0-639|SPU_018981	4	0	35	0	0	0	1	0
HE_CONTIG143|SPU_027101	153	1	174	0	2	0	41	5
HE_COMP230829_C3_SEQ1.762-917|SPU_000909	0	0	0	0	0	0	0	0
HE_FRAG71.942-2327|SPU_026904	0	0	0	0	0	0	6	0
HE_FRAG9833.33-1197|SPU_020835	65	11	115	0	8	0	4	0
HE_COMP244685_C0_SEQ1.2070-2850|SPU_024535	14	13	7	0	0	0	12	6
HE_CONTIG705|UNKNOWN	222	0	139	0	0	0	0	0
HE_COMP238551_C1_SEQ14.206-242|UNKNOWN	0	0	0	0	0	0	1	0
HE_COMP240000_C1_SEQ21.627-773|SPU_024388	0	0	0	0	0	0	0	0
HE_FRAG19804.177-3744|SPU_025502	209	90	337	94	10	1	182	113
HE_FRAG9458.0-2805|SPU_019098	185	7	109	0	12	0	18	1
HE_COMP239682_C8_SEQ1.1-40|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG2977.39-459|SPU_008164	44	0	18	0	3	0	0	0
HE_CONTIG4518|SPU_020802	112	4	48	0	16	0	23	0
HE_COMP240148_C9_SEQ1.0-1067|SPU_023743	274	8	225	0	42	5	20	3
HE_FRAG975.78-2589|SPU_021800	336	59	272	55	27	4	68	22
HE_FRAG21903.0-897|SPU_007655	150	26	399	0	7	0	52	43
HE_COMP233716_C1_SEQ4.0-42|UNKNOWN	0	0	0	0	0	0	0	0
HE_COMP236369_C10_SEQ1.0-1122|SPU_018199	317	10	390	0	26	0	72	35
HE_FRAG15636.420-1032|SPU_012076	0	0	0	0	0	0	6	0
HE_CONTIG4670|SPU_021772	10	0	247	11	0	0	7	2
HE_FRAG14563.891-930|UNKNOWN	0	0	0	0	0	0	0	0
HE_COMP243260_C1_SEQ1.1-7025|SPU_010307	1811	142	2044	130	212	22	273	70
HE_COMP232132_C5_SEQ8.0-797|SPU_003032	29	0	42	0	0	0	3	3
HE_COMP245742_C5_SEQ1.144-187|UNKNOWN	0	0	0	0	0	0	1	0
HE_COMP232618_C5_SEQ3.91-127|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG6253.0-599|SPU_028449	312	25	322	14	4	0	141	31
HE_FRAG8331.0-3878|SPU_030065	62	5	91	2	13	0	29	2
HE_COMP240037_C0_SEQ1.22-52|UNKNOWN	0	0	1	0	6	0	0	2
HE_FRAG2326.0-534|SPU_026064	45	3	64	0	12	0	0	0
HE_FRAG332.15-1530|SPU_014534	172	0	96	3	0	0	11	1
HE_COMP223948_C1_SEQ1.3-174|SPU_022914	0	0	0	0	0	0	1	0
HE_COMP232817_C2_SEQ4.27-69|UNKNOWN	0	0	0	0	0	0	3	0
HE_FRAG12970.102-1121|SPU_010529	33	3	39	0	0	0	20	4
HE_FRAG14433.0-3381|SPU_010443	362	47	232	5	15	0	74	8
HE_COMP232488_C1_SEQ5.20-84|UNKNOWN	0	0	0	0	0	0	0	0
HE_COMP233089_C2_SEQ7.161-195|UNKNOWN	0	0	0	0	0	0	0	0
