GENE	he	he+N	ht	ht+N	UNINFORMATIVE	UNINFORMATIVE+N	UNK	UNK+N
HE_CONTIG3100|SPU_017709	4	3	71	4	6	2	45	88
HE_CONTIG2670|SPU_007267	101	2	53	0	0	0	12	1
HE_CONTIG4248|SPU_015084	9	0	9	7	0	0	8	0
HE_FRAG16037.2094-3536|SPU_019287	165	41	116	0	0	0	55	41
HE_FRAG13798.0-984|SPU_011658	231	42	96	2	18	0	12	4
HE_FRAG1868.78-2525|SPU_007386	1659	572	859	27	62	4	311	94
HE_FRAG7023.19-1233|SPU_018702	1094	66	682	0	1	0	49	37
HE_FRAG21999.0-7617|SPU_028833	399	46	429	16	17	1	120	29
HE_CONTIG2680|UNKNOWN	0	0	0	0	0	0	4	0
HE_FRAG23230.0-1472|SPU_014424	56	9	23	1	1	0	24	4
HE_CONTIG1781|SPU_017029	78	30	55	21	5	1	36	11
HE_COMP232859_C6_SEQ1.0-1329|SPU_008239	103	16	85	2	0	0	12	12
HE_FRAG16370.3-711|SPU_018090	58	65	35	25	0	0	45	130
HE_COMP233676_C3_SEQ2.98-1568|SPU_018372	60	5	965	66	3	0	13	14
HE_FRAG259.1415-1700|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG4895.216-1263|SPU_024723	23	0	29	0	0	0	13	0
HE_COMP229741_C0_SEQ2.0-2211|SPU_022450	250	0	96	2	3	0	20	2
HE_FRAG9574.261-2436|SPU_016327	159	18	318	6	20	1	48	1
HE_FRAG10995.1818-1941|SPU_017911	0	0	0	0	0	0	0	0
HE_COMP230358_C1_SEQ3.63-249|UNKNOWN	0	0	0	0	0	0	3	0
HE_FRAG17700.2-4004|SPU_018720	115	15	91	7	5	0	34	20
HE_COMP243031_C6_SEQ3.44-107|UNKNOWN	0	0	0	0	0	0	0	0
HE_CONTIG3045|UNKNOWN	0	3	13	2	0	0	5	15
HE_CONTIG4514|SPU_016903	98	7	55	1	1	0	28	24
HE_FRAG11691.0-1227|UNKNOWN	40	0	124	0	3	0	7	0
HE_CONTIG2050|SPU_015574	19	0	2	0	0	0	18	0
HE_COMP237738_C0_SEQ1.0-1146|SPU_006308	291	46	246	11	10	0	51	35
HE_CONTIG4433|SPU_016842	29	0	30	0	2	0	3	0
HE_FRAG5580.0-5574|SPU_028726	766	43	530	0	34	0	68	13
HE_CONTIG605|SPU_026766	84	3	96	0	1	0	3	5
HE_CONTIG3145|SPU_024592	3	0	1	0	0	0	13	10
HE_COMP237427_C7_SEQ1.198-429|UNKNOWN	0	0	0	0	0	0	1	0
HE_FRAG8110.159-339|SPU_012492	0	0	0	0	0	0	3	0
HE_CONTIG407|UNKNOWN	0	0	0	0	0	0	1	281
HE_COMP241849_C0_SEQ2.74-116|UNKNOWN	0	0	0	0	0	0	4	0
HE_COMP197588_C0_SEQ1.3-162|SPU_011645	0	0	0	0	0	0	1	0
HE_FRAG22354.708-972|SPU_025759	21	0	1	0	0	0	4	7
HE_FRAG21789.450-2646|SPU_025763	7	0	0	1	0	0	21	0
HE_COMP241292_C1_SEQ1.0-298|SPU_015804	53	6	23	0	1	0	13	0
HE_FRAG18075.0-1791|SPU_020578	31	2	54	0	1	0	11	1
HE_FRAG820.117-255|SPU_019284	0	0	0	0	0	0	3	0
HE_CONTIG4434|SPU_024918	0	0	0	0	0	0	0	0
HE_CONTIG3669|SPU_015376	50	0	62	15	1	0	5	0
HE_COMP228979_C1_SEQ6.81-237|SPU_020272	0	0	0	0	0	0	1	0
HE_COMP234891_C5_SEQ1.200-342|SPU_017723	62	0	29	0	7	0	1	0
HE_FRAG6539.0-3570|SPU_021559	417	30	200	2	27	0	21	0
HE_COMP215986_C0_SEQ1.0-168|SPU_013237	0	0	0	0	0	0	0	0
HE_CONTIG1319|SPU_026337	339	21	306	107	34	0	53	1
HE_COMP228506_C0_SEQ1.76-119|UNKNOWN	0	0	0	0	0	0	1	0
HE_COMP209988_C0_SEQ1.78-540|SPU_025331	9	0	37	0	1	0	13	0
HE_CONTIG2941|SPU_023386	1942	74	2416	5	273	0	525	8
HE_FRAG9423.50-314|SPU_002802	1	0	5	0	1	0	3	0
HE_FRAG13811.659-2738|SPU_000324	0	0	0	0	7	0	66	2
HE_FRAG4783.0-2367|SPU_011065	638	138	268	0	1	0	90	10
HE_CONTIG3783|SPU_000635	0	0	0	0	0	0	50	0
HE_FRAG15198.0-2124|SPU_005988	26	0	28	0	5	0	53	0
HE_COMP245612_C2_SEQ1.1-719|SPU_001690	283	0	117	0	122	30	29	0
HE_CONTIG5209|SPU_017029	81	15	70	14	21	14	10	0
HE_COMP239356_C1_SEQ2.0-1154|SPU_009455	392	69	103	0	194	15	29	15
HE_FRAG5175.621-879|SPU_008355	0	0	0	0	0	0	6	0
HE_FRAG18746.0-834|SPU_003139	83	7	18	0	8	5	27	4
HE_CONTIG4393|SPU_024463	10	4	9	0	0	0	11	28
HE_FRAG5653.89-1571|SPU_007945	647	68	672	4	9	2	190	94
HE_CONTIG5007|UNKNOWN	0	0	0	0	0	0	1	0
HE_CONTIG4008|SPU_009335	723	52	482	126	142	21	112	48
HE_CONTIG1626|SPU_013326	778	79	1770	5	0	0	18	12
HE_FRAG623.0-1536|SPU_009771	1659	127	374	4	37	0	61	53
HE_CONTIG1650|UNKNOWN	235	453	25	65	0	0	229	1169
HE_FRAG22208.23-2066|SPU_007265	199	33	316	42	34	1	80	12
HE_FRAG10171.19-1608|SPU_014529	59	0	28	0	9	0	11	1
HE_FRAG14502.0-3903|SPU_026013	158	33	162	10	3	0	26	15
HE_CONTIG2437|SPU_014728	259	29	291	25	6	0	74	6
HE_COMP232671_C5_SEQ1.14-290|SPU_025983	5	0	0	0	1	0	3	4
HE_CONTIG905|UNKNOWN	0	0	0	0	0	0	1	0
HE_FRAG3861.0-2127|SPU_004819	229	39	332	2	19	4	51	34
HE_FRAG22214.1245-2550|SPU_027122	60	29	106	1	11	0	7	8
HE_COMP239451_C8_SEQ1.0-446|SPU_012345	1373	2	1080	7	0	0	77	1
HE_COMP236681_C4_SEQ1.41-1511|SPU_025243	116	8	76	0	7	0	33	0
HE_CONTIG878|SPU_012099	0	0	0	0	0	0	0	0
HE_FRAG1417.0-1503|SPU_003632	162	0	390	2	0	0	34	4
HE_FRAG14480.0-3774|SPU_007008	1276	68	848	11	108	0	191	58
HE_FRAG9362.0-441|SPU_001402	68	0	42	10	4	0	32	8
HE_COMP247611_C2_SEQ1.0-3152|SPU_018068	158	34	336	56	4	11	47	4
HE_FRAG7601.83-800|SPU_023388	142	2	89	0	12	0	9	10
HE_COMP236703_C0_SEQ1.0-1662|SPU_003114	1763	56	2015	4	784	0	388	3
HE_FRAG5362.26-1298|SPU_001599	75	27	67	10	7	0	9	23
HE_FRAG7433.129-560|SPU_006043	117	22	90	8	7	0	13	9
HE_FRAG23288.0-6546|SPU_015529	23	0	15	4	4	0	173	0
HE_COMP242716_C0_SEQ1.75-225|UNKNOWN	0	0	0	0	0	0	0	0
HE_CONTIG4868|UNKNOWN	24	4	0	0	0	0	2	0
HE_CONTIG3381|SPU_007198	3	0	2	0	0	0	23	0
HE_FRAG20381.8-1233|SPU_019283	136	21	9	0	1	1	15	1
HE_FRAG17929.110-924|SPU_017355	353	63	221	0	9	0	3	1
HE_COMP233580_C8_SEQ2.0-1128|SPU_009726	44	0	169	0	0	0	2	0
HE_FRAG1305.642-1413|SPU_014985	30	0	26	2	8	0	12	26
HE_COMP243549_C0_SEQ1.36-660|SPU_012304	55	0	25	2	7	1	9	0
HE_FRAG5707.6-2820|SPU_010379	1667	162	1480	121	112	0	252	20
HE_CONTIG4015|SPU_023240	44	15	0	0	2	0	528	2
HE_FRAG8076.981-1587|SPU_009961	36	5	13	0	0	0	6	3
HE_CONTIG1654|SPU_024684	202	5	430	61	21	0	14	1
HE_CONTIG3961|SPU_020348	0	0	0	0	0	0	26	0
HE_FRAG2339.2-1127|SPU_010756	309	0	23	0	22	0	12	0
HE_CONTIG2602|SPU_015869	193	1	527	2	31	0	80	53
HE_FRAG20681.23-2120|SPU_016467	141	57	206	47	6	7	69	158
HE_FRAG9957.147-525|SPU_000222	10	0	3	7	1	0	2	3
HE_FRAG2585.0-1314|SPU_020440	184	33	115	18	20	7	62	22
HE_FRAG8935.10-785|SPU_001778	719	141	563	67	203	34	398	3
HE_COMP238684_C4_SEQ1.9-942|SPU_023215	423	41	376	71	6	0	139	19
HE_COMP208451_C1_SEQ1.156-219|UNKNOWN	0	0	0	0	0	0	0	0
HE_CONTIG3894|SPU_009739	1587	138	1158	87	476	0	221	32
HE_CONTIG437|SPU_000941	0	0	0	0	0	0	125	0
HE_COMP235329_C0_SEQ1.99-1020|SPU_022363	305	2	1248	4	0	0	20	9
HE_COMP240229_C6_SEQ1.53-90|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG16757.411-1167|UNKNOWN	5	1	19	0	2	0	45	2
HE_COMP227746_C2_SEQ1.11-602|SPU_013485	0	0	0	0	0	0	8	0
HE_COMP239701_C2_SEQ5.0-432|SPU_017533	0	0	0	0	0	0	7	0
HE_CONTIG890|UNKNOWN	0	0	0	0	0	0	5	0
HE_CONTIG24|UNKNOWN	0	0	0	0	0	0	0	10
HE_COMP228557_C0_SEQ1.522-630|SPU_008956	0	0	0	0	0	0	5	0
HE_CONTIG1307|SPU_025385	0	0	0	0	0	0	0	0
HE_CONTIG4449|SPU_016473	0	0	0	0	0	0	1	0
HE_CONTIG980|UNKNOWN	0	14	0	4	0	5	0	266
HE_COMP242382_C3_SEQ1.1090-2418|SPU_028341	23	4	47	1	4	0	23	0
HE_CONTIG4230|SPU_010424	11864	36	7230	397	1927	79	715	646
HE_CONTIG4101|SPU_002210	1418	0	1512	179	167	0	30	1
HE_CONTIG4549|UNKNOWN	146	65	137	11	0	0	55	0
HE_COMP246436_C3_SEQ1.24-843|SPU_024168	1146	73	753	64	130	31	40	146
HE_CONTIG2231|UNKNOWN	140	19	103	0	0	0	3	0
HE_CONTIG1194|UNKNOWN	4	7	10	0	0	0	1	0
HE_CONTIG3487|SPU_028935	266	0	29	172	2	0	395	10
HE_COMP234335_C3_SEQ1.38-1424|UNKNOWN	61	3	124	9	0	0	24	0
HE_COMP245279_C3_SEQ1.1-1004|SPU_025672	139	48	228	37	4	0	25	7
HE_COMP230317_C1_SEQ2.1548-1839|SPU_019963	47	0	20	0	0	0	0	0
HE_COMP242731_C5_SEQ1.302-336|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG5946.152-1406|SPU_009427	213	25	113	8	2	1	45	1
HE_CONTIG3139|SPU_001395	589	208	472	72	11	3	227	163
HE_CONTIG1272|UNKNOWN	0	0	0	0	0	0	0	0
HE_COMP240654_C1_SEQ1.747-1185|SPU_002194	354	198	1013	0	89	0	106	84
HE_COMP245789_C1_SEQ7.20-636|SPU_009517	84	2	110	0	0	0	2	8
HE_COMP232716_C8_SEQ5.14-65|UNKNOWN	1	25	0	5	0	0	1	39
HE_FRAG1569.2-2256|SPU_016101	4493	1551	5083	219	447	29	402	189
HE_COMP222251_C0_SEQ1.0-207|SPU_027356	0	0	0	0	0	0	2	0
HE_FRAG7809.0-1056|SPU_013570	49	0	16	0	4	0	2	0
HE_COMP225486_C4_SEQ1.0-1023|SPU_024267	0	0	0	0	0	0	63	0
HE_FRAG14308.68-1059|SPU_026460	164	25	123	1	64	0	94	31
HE_CONTIG1524|SPU_012700	776	6	250	12	60	0	114	105
HE_CONTIG3424|SPU_006054	292	39	250	33	5	0	132	62
HE_CONTIG786|SPU_028601	159	26	103	0	12	0	22	0
HE_FRAG269.57-873|SPU_027747	5	0	0	0	0	0	21	0
HE_COMP246845_C1_SEQ1.3-123|UNKNOWN	0	0	0	0	0	0	0	0
HE_COMP237553_C1_SEQ1.138-1032|SPU_006816	41	2	47	0	0	0	14	0
HE_COMP240558_C1_SEQ11.58-91|UNKNOWN	27	29	11	0	2	1	16	14
HE_FRAG23083.1908-2588|SPU_011423	69	11	42	0	20	0	10	0
HE_COMP243628_C1_SEQ1.353-422|UNKNOWN	1	0	2	0	0	0	0	0
HE_FRAG945.327-513|SPU_006004	0	0	0	0	0	0	2	0
HE_COMP245547_C4_SEQ1.1788-4260|SPU_014404	87	10	113	3	11	0	13	0
HE_CONTIG266|SPU_016027	93	17	33	0	35	1	3	0
HE_CONTIG1127|SPU_006606	26	0	28	0	0	0	19	0
HE_FRAG6948.3572-4034|SPU_014707	44	4	58	0	1	0	30	0
HE_COMP241374_C3_SEQ1.53-713|UNKNOWN	68	0	71	2	11	0	1	0
HE_COMP235512_C0_SEQ12.596-717|SPU_018429	2249	0	506	0	1	0	27	0
HE_COMP229903_C2_SEQ1.310-2346|SPU_004401	250	23	109	8	20	3	13	4
HE_FRAG1744.107-617|UNKNOWN	48	0	116	0	0	0	0	0
HE_COMP241253_C12_SEQ1.6-255|SPU_015635	675	193	1113	81	27	0	309	796
HE_CONTIG1103|SPU_008842	752	27	183	2	4	0	42	29
HE_FRAG18997.390-481|UNKNOWN	0	0	0	0	7	0	0	0
HE_CONTIG1339|SPU_010847	192	9	79	1	13	0	20	2
HE_FRAG19612.126-369|SPU_003319	0	0	0	0	0	0	0	0
HE_FRAG1719.0-2333|SPU_005241	738	136	383	16	39	4	113	15
HE_COMP244580_C7_SEQ1.135-178|UNKNOWN	0	0	0	0	0	0	0	0
HE_CONTIG3713|SPU_026487	456	0	264	59	25	0	4	12
HE_FRAG9846.0-2199|SPU_005702	44	2	19396	1621	1551	119	752	223
HE_FRAG18964.6-1428|SPU_008908	1955	233	673	22	11	0	480	73
HE_FRAG5438.21-1932|SPU_026553	207	15	121	6	2	2	27	3
HE_COMP229526_C0_SEQ1.0-325|SPU_028247	5406	6	5125	4	23	0	389	1051
HE_COMP190168_C1_SEQ1.159-237|UNKNOWN	0	0	0	0	0	1	0	14
HE_COMP234619_C1_SEQ1.0-282|SPU_022107	0	0	0	0	0	0	2	0
HE_COMP227837_C2_SEQ1.576-684|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG8204.0-1005|SPU_024104	195	9	94	0	0	0	23	16
HE_COMP228624_C0_SEQ2.185-692|SPU_018851	100	26	165	2	6	6	14	3
HE_COMP236501_C1_SEQ4.0-1115|SPU_018125	32	1	15	0	0	0	3	0
HE_CONTIG2188|SPU_000392	455	34	1113	2	104	24	30	61
HE_COMP235238_C0_SEQ1.2-1028|SPU_000244	373	7	208	0	23	0	11	10
HE_CONTIG4662|UNKNOWN	0	0	0	0	0	0	1	0
HE_CONTIG988|SPU_019929	1942	139	1072	42	0	0	349	1
HE_CONTIG3483|SPU_008818	0	0	10	7	0	0	2	0
HE_FRAG12624.0-1485|SPU_009716	128	37	34	0	0	0	16	9
HE_COMP236277_C10_SEQ1.207-387|SPU_004345	21	0	16	0	0	0	0	0
HE_CONTIG4337|SPU_016099	25	0	2	0	7	0	39	15
HE_CONTIG4710|SPU_016122	0	0	0	0	0	0	2	0
HE_FRAG1088.0-2070|SPU_008678	500	31	433	3	33	0	59	46
HE_FRAG6728.1181-1766|SPU_004123	109	0	1	0	0	0	38	0
HE_FRAG19244.579-693|UNKNOWN	0	0	0	0	0	0	5	0
HE_COMP243765_C0_SEQ3.211-250|UNKNOWN	0	0	0	0	0	0	1	0
HE_CONTIG5250|SPU_000009	508	50	249	1	0	0	19	4
HE_CONTIG441|SPU_013917	0	0	0	0	0	0	50	0
HE_FRAG1997.1-962|SPU_012561	0	0	0	0	0	0	10	0
HE_COMP239788_C0_SEQ1.0-3375|SPU_025427	1307	169	1325	288	15	6	278	124
HE_CONTIG5117|SPU_019885	1013	120	3126	209	111	0	266	230
