GENE	he	he+N	ht	ht+N	UNINFORMATIVE	UNINFORMATIVE+N	UNK	UNK+N
HE_FRAG12624.0-1485|SPU_009716	124	50	80	16	1	0	25	10
HE_COMP236277_C10_SEQ1.207-387|SPU_004345	40	0	23	0	0	0	3	0
HE_CONTIG4337|SPU_016099	30	5	0	0	1	0	24	15
HE_CONTIG4710|SPU_016122	0	0	0	0	0	0	9	0
HE_FRAG1088.0-2070|SPU_008678	162	7	249	1	23	0	12	19
HE_FRAG6728.1181-1766|SPU_004123	903	177	4	0	1	0	200	15
HE_FRAG19244.579-693|UNKNOWN	0	0	0	0	0	0	28	0
HE_COMP243765_C0_SEQ3.211-250|UNKNOWN	0	0	0	0	0	0	0	0
HE_CONTIG5250|SPU_000009	1579	109	173	0	0	0	32	0
HE_CONTIG441|SPU_013917	0	0	0	0	0	0	83	0
HE_FRAG1997.1-962|SPU_012561	327	2	0	0	7	0	7	10
HE_COMP239788_C0_SEQ1.0-3375|SPU_025427	1568	261	1732	166	54	4	388	319
HE_CONTIG5117|SPU_019885	4158	725	11360	667	287	1	1511	463
