GENE	he	he+N	ht	ht+N	UNINFORMATIVE	UNINFORMATIVE+N	UNK	UNK+N
HE_FRAG10769.0-1662|SPU_016362	7	0	2	0	1	0	1	1
HE_FRAG4677.0-951|SPU_023423	87	3	1	0	1	0	37	0
HE_COMP245967_C0_SEQ1.0-949|SPU_013375	138	83	348	0	100	0	81	7
HE_CONTIG64|SPU_006421	1162	1615	648	204	0	0	515	1180
HE_COMP239333_C0_SEQ1.0-4143|SPU_000818	4430	128	1798	74	84	1	287	43
HE_FRAG21335.0-2928|SPU_023568	248	22	161	17	67	0	40	0
HE_FRAG19941.0-1167|SPU_012685	420	0	163	0	156	0	56	4
HE_COMP236534_C0_SEQ4.195-1017|SPU_003493	24	0	45	0	3	0	6	0
HE_FRAG12259.1-912|SPU_023601	42	11	44	5	3	2	3	1
HE_FRAG17415.0-2265|SPU_015348	1279	231	1784	96	8	1	402	310
HE_FRAG297.0-2139|SPU_013305	1000	35	645	29	151	0	120	17
HE_FRAG5487.1704-2901|SPU_004949	45	0	28	0	9	6	13	0
HE_COMP234690_C10_SEQ1.0-2852|SPU_012938	643	31	256	3	8	0	40	5
HE_COMP244900_C5_SEQ1.207-252|UNKNOWN	0	0	0	0	0	0	0	0
HE_COMP231936_C4_SEQ1.345-632|SPU_023196	135	0	170	0	9	0	1	0
HE_CONTIG4154|SPU_017062	85	54	80	0	2	0	50	16
HE_FRAG7837.0-749|SPU_015935	3075	2310	2607	446	224	144	1708	382
HE_FRAG3319.0-711|UNKNOWN	49	0	8	0	0	0	12	0
HE_FRAG3396.87-483|SPU_014876	14	3	0	0	1	0	43	7
HE_FRAG1210.716-896|UNKNOWN	0	0	0	0	0	0	3	0
HE_FRAG11234.0-1992|SPU_019512	4450	164	1849	0	1792	5	1046	0
HE_CONTIG778|SPU_010471	85	0	262	0	0	0	23	0
HE_FRAG12630.100-4868|SPU_017974	1316	114	340	12	126	2	141	22
HE_FRAG18138.2130-2952|SPU_009159	0	0	0	0	0	0	2	0
HE_FRAG5764.0-1299|SPU_013819	395	48	126	20	5	0	30	6
HE_FRAG8157.0-533|SPU_014445	7	0	0	0	1	0	17	0
HE_COMP237390_C3_SEQ2.0-2184|SPU_019296	96	0	130	0	26	0	8	0
HE_COMP234052_C9_SEQ1.219-294|UNKNOWN	0	0	0	0	0	0	1	0
HE_CONTIG1748|SPU_016344	21	1	61	1	3	0	5	8
HE_FRAG3863.99-729|SPU_024867	66	0	25	0	0	0	1	0
HE_COMP243677_C3_SEQ16.32-95|UNKNOWN	0	15	54	0	186	322	26	150
HE_CONTIG2599|UNKNOWN	17	1	0	1	100	498	5	89
HE_COMP235686_C10_SEQ1.1-48|UNKNOWN	2	6	4	15	6	0	2	96
HE_CONTIG2571|SPU_007422	0	0	0	0	0	0	0	0
HE_COMP233695_C2_SEQ2.0-594|UNKNOWN	0	0	0	0	0	0	7	0
HE_CONTIG1620|SPU_026557	1542	291	282	37	10	0	49	51
HE_COMP236295_C2_SEQ1.0-1635|SPU_027669	780	224	414	33	59	15	221	71
HE_COMP236998_C0_SEQ1.981-1263|SPU_018620	0	0	0	0	0	0	7	0
HE_COMP246787_C0_SEQ9.0-1314|SPU_004528	72	6	74	0	50	0	16	0
HE_COMP220808_C1_SEQ1.3-246|SPU_017030	0	0	0	0	0	0	0	0
HE_FRAG19421.2-4053|SPU_002769	108	5	99	6	2	0	35	12
HE_COMP227475_C2_SEQ1.0-264|UNKNOWN	0	0	0	0	0	0	1	0
HE_CONTIG2860|SPU_017078	0	0	3	4	0	0	2	21
HE_CONTIG491|SPU_003153	302	6	85	10	0	0	19	23
HE_FRAG16168.1287-4097|SPU_019525	718	153	1488	87	76	14	177	85
HE_CONTIG3041|UNKNOWN	159	25	101	12	1	0	30	12
HE_FRAG20483.0-2690|SPU_015104	178	24	37	1	6	0	42	2
HE_FRAG7480.807-1341|UNKNOWN	819	250	967	0	22	13	29	2
HE_COMP237637_C2_SEQ1.1632-1866|UNKNOWN	0	0	0	0	0	0	7	0
HE_FRAG10486.18-564|SPU_027718	155	85	357	31	30	17	17	1
HE_COMP231924_C3_SEQ1.54-137|UNKNOWN	0	0	0	0	0	0	3	0
HE_FRAG1782.54-1637|SPU_023090	899	166	496	20	69	1	36	31
HE_CONTIG3778|SPU_012066	6	0	21	0	13	2	78	0
HE_FRAG9177.0-3438|SPU_017956	2030	0	1168	16	205	0	215	13
HE_FRAG1881.36-1434|SPU_010567	214	40	120	6	13	0	26	5
HE_COMP221984_C0_SEQ1.122-635|SPU_009644	0	0	0	0	0	0	10	0
HE_COMP220288_C2_SEQ1.0-37|UNKNOWN	0	0	0	0	0	0	0	0
HE_COMP231499_C1_SEQ1.0-788|SPU_014435	254	0	2	0	0	0	2	0
HE_FRAG988.8-2793|SPU_018781	430	76	406	17	4	0	57	7
HE_FRAG18140.87-7712|SPU_028434	122	17	147	6	44	1	138	94
HE_CONTIG1039|SPU_017567	812	0	464	48	26	0	169	1
HE_CONTIG1155|SPU_024436	7054	510	484	0	115	0	225	57
HE_FRAG9816.0-1644|SPU_020001	292	64	582	1	61	5	51	26
HE_COMP238481_C1_SEQ1.106-154|UNKNOWN	0	0	0	0	0	0	2	0
HE_COMP225176_C1_SEQ1.9-120|SPU_019140	0	0	0	0	0	0	0	0
HE_COMP240488_C6_SEQ1.0-42|UNKNOWN	0	0	0	0	0	0	1	0
HE_CONTIG2079|SPU_018432	725	107	1398	39	32	0	195	23
HE_CONTIG5131|SPU_023164	494	71	394	82	4	0	11	48
HE_CONTIG5193|SPU_016052	636	25	1446	116	22	1	157	31
HE_FRAG16036.168-1563|SPU_001489	718	72	478	0	34	0	76	0
HE_COMP243835_C0_SEQ8.269-308|UNKNOWN	0	0	0	0	0	0	7	0
HE_COMP235634_C11_SEQ1.0-252|SPU_017642	43	0	17	0	0	0	0	0
HE_FRAG7487.0-978|SPU_022776	54	0	439	13	46	0	16	50
HE_COMP232183_C2_SEQ1.0-599|SPU_004662	32	8	93	1	11	1	4	3
HE_CONTIG1860|SPU_004540	400	52	929	588	0	0	260	764
HE_FRAG13960.0-1146|SPU_015833	172	14	323	1	77	8	28	6
HE_FRAG17864.1305-2619|SPU_020441	1300	465	106	6	20	1	207	188
HE_FRAG17141.0-1782|SPU_011839	672	184	16	1	9	0	211	199
HE_COMP238859_C3_SEQ1.0-123|SPU_025315	0	0	0	0	0	0	1	0
HE_CONTIG315|SPU_018142	17	14	70	5	0	0	17	62
HE_CONTIG1728|SPU_026128	101	1	0	0	0	0	61	39
HE_CONTIG4279|SPU_024498	1047	335	3007	49	1	0	183	97
HE_COMP234515_C0_SEQ1.57-168|UNKNOWN	0	0	0	0	0	0	4	0
HE_CONTIG4659|SPU_028674	0	0	0	0	0	0	8	0
HE_CONTIG4504|SPU_009925	7629	1552	13668	597	16	0	7501	5126
HE_CONTIG2862|SPU_016807	205	65	255	99	0	0	111	71
HE_COMP224568_C2_SEQ2.117-156|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG17467.1-1521|SPU_019162	12	0	5	0	6	0	70	0
HE_CONTIG2711|SPU_027597	0	0	0	0	0	0	4	0
HE_COMP242567_C2_SEQ1.0-3237|SPU_009878	104	0	232	8	0	0	25	3
HE_FRAG3781.681-1248|SPU_004583	46	10	3	3	0	0	8	3
HE_COMP13838_C0_SEQ1.52-115|UNKNOWN	0	0	0	0	0	0	7	0
HE_CONTIG4979|SPU_024873	16094	1948	1603	50	229	103	4006	490
HE_FRAG17005.30-837|SPU_013090	134	36	65	1	0	0	28	19
HE_COMP240944_C2_SEQ1.87-4227|SPU_011154	233	16	123	12	3	0	48	19
HE_COMP236436_C5_SEQ1.60-321|SPU_027603	86	0	134	0	0	0	13	0
HE_FRAG16758.192-606|UNKNOWN	4	1	0	0	0	0	8	21
HE_FRAG19792.980-1982|SPU_004008	1202	137	567	24	77	0	122	104
HE_COMP238150_C0_SEQ4.0-1412|SPU_026050	2241	753	3232	108	1072	59	740	504
HE_COMP234870_C0_SEQ1.32-1053|SPU_004216	234	65	37	0	31	0	50	38
HE_FRAG18253.0-2769|SPU_005756	637	242	1115	2	32	5	131	42
HE_FRAG11529.186-2193|SPU_020239	717	102	12	0	1	0	90	90
HE_COMP236017_C4_SEQ1.0-360|SPU_006886	73	0	75	13	0	0	13	0
HE_FRAG21010.0-4086|SPU_024526	81	22	42	4	33	1	34	12
HE_COMP238551_C1_SEQ6.205-243|UNKNOWN	0	0	0	0	0	0	0	0
HE_COMP223007_C2_SEQ1.2-171|SPU_000053	0	0	0	0	0	0	0	0
HE_FRAG10012.6-1347|SPU_013821	26	0	493	17	0	0	25	0
HE_FRAG18077.147-1636|SPU_012203	238	34	307	0	26	5	33	0
HE_COMP233371_C0_SEQ5.15-1218|SPU_016646	0	0	0	0	0	0	4	0
HE_FRAG3987.0-450|SPU_004498	1109	86	2786	3	2	0	51	72
HE_COMP235131_C6_SEQ2.4-52|UNKNOWN	0	0	0	0	0	0	2	0
HE_CONTIG4186|SPU_006499	0	0	0	0	0	0	4	0
HE_FRAG7643.0-720|SPU_007809	2290	545	643	105	363	1	734	61
HE_CONTIG3391|SPU_021545	90	0	122	0	0	0	81	42
HE_CONTIG1032|UNKNOWN	0	7	0	2	1	0	0	49
HE_CONTIG4156|UNKNOWN	0	0	0	4	0	0	1	102
HE_COMP237033_C0_SEQ1.1-3813|SPU_008505	9551	1760	2997	10	81	0	883	305
HE_COMP232758_C9_SEQ1.1875-2712|SPU_024515	629	48	1073	152	26	43	172	43
HE_FRAG3515.183-1377|SPU_013109	343	38	2	0	0	0	38	41
HE_CONTIG3881|SPU_017921	81	17	6	0	0	0	35	0
HE_CONTIG1387|SPU_001714	21	0	44	0	1	0	2	0
HE_COMP239510_C3_SEQ1.60-588|SPU_017221	215	1	12	1	0	0	20	0
HE_COMP239591_C1_SEQ2.122-161|UNKNOWN	0	0	0	0	0	0	1	0
HE_CONTIG949|SPU_022088	153	20	1533	6	0	0	93	20
HE_CONTIG5000|SPU_023685	60	1	243	51	0	0	47	10
HE_COMP235407_C4_SEQ1.795-1788|SPU_026240	170	23	11	0	2	0	9	2
HE_FRAG23080.4350-7088|SPU_027389	10511	4298	2037	150	435	220	962	777
HE_FRAG18040.0-1616|SPU_016343	246	19	100	2	61	1	47	1
HE_FRAG1084.400-442|UNKNOWN	0	0	0	0	1	1	6	4
HE_CONTIG4859|UNKNOWN	11	21	2	13	0	0	9	70
HE_COMP243466_C2_SEQ2.590-1112|SPU_008062	2	0	2	0	0	0	9	0
HE_CONTIG4708|SPU_012514	728	1	258	3	1	0	83	143
HE_COMP241652_C0_SEQ1.15-2145|SPU_023795	556	67	19	3	25	13	82	15
HE_FRAG1073.0-1110|SPU_018419	1498	87	607	0	406	0	50	0
HE_COMP233009_C5_SEQ1.70-157|UNKNOWN	0	0	0	0	0	0	1	0
HE_CONTIG1552|SPU_007346	180	11	128	0	23	1	17	0
HE_COMP233017_C1_SEQ2.201-423|SPU_002010	0	0	0	0	0	0	1	0
HE_FRAG4237.0-2790|SPU_003869	274	34	48	1	3	1	46	14
HE_COMP226374_C1_SEQ1.315-1611|SPU_026072	0	0	0	0	0	0	30	0
HE_CONTIG2469|SPU_016099	0	0	0	0	0	0	3	0
HE_FRAG13552.95-140|UNKNOWN	0	0	0	0	0	0	2	0
HE_FRAG3250.0-2279|SPU_028355	0	0	0	0	0	0	32	0
HE_FRAG3084.15-1782|SPU_007232	548	18	309	11	3	0	83	15
HE_CONTIG4822|SPU_007745	442	188	366	10	9	0	57	54
HE_CONTIG3506|SPU_017333	300	16	112	32	46	3	29	20
HE_FRAG6730.0-327|SPU_005680	4	0	16	0	0	0	4	0
HE_CONTIG1642|SPU_014753	97	28	36	0	0	0	7	26
HE_CONTIG2994|SPU_011573	0	0	0	0	0	0	12	0
HE_COMP235939_C3_SEQ4.210-420|SPU_003151	0	0	0	0	0	0	7	0
HE_COMP231240_C1_SEQ1.21-492|UNKNOWN	51	53	11	0	26	12	1	1
HE_FRAG3703.2-1256|SPU_000166	187	33	647	45	8	0	28	23
HE_FRAG21363.72-3768|SPU_008063	1371	230	218	1	86	9	209	140
HE_FRAG1770.0-414|SPU_008344	7	0	3	0	0	0	12	0
HE_FRAG12644.2-384|SPU_018562	3	0	8	0	0	0	4	0
HE_CONTIG3163|UNKNOWN	142	97	25	0	1	0	65	79
HE_FRAG3396.768-1113|SPU_014876	11	10	0	0	0	0	44	3
HE_COMP234086_C4_SEQ1.44-1838|SPU_011059	227	41	9	0	4	0	33	23
HE_FRAG8705.354-558|UNKNOWN	0	0	0	0	0	0	0	0
HE_COMP243903_C3_SEQ1.116-299|SPU_028098	0	0	0	0	0	0	1	0
HE_CONTIG4085|SPU_016096	7873	11	1853	2	1	0	39	7
HE_CONTIG219|SPU_006679	54	0	50	4	0	0	0	0
HE_FRAG18617.21-1329|SPU_024926	58	16	55	0	0	0	6	0
HE_FRAG19129.81-231|SPU_017108	0	0	2	0	0	0	3	5
HE_CONTIG2740|SPU_017377	50	5	67	8	0	1	15	0
HE_FRAG2065.111-1584|SPU_006664	656	34	59	0	1	1	5	0
HE_FRAG12326.95-152|UNKNOWN	7	0	1	0	0	0	0	0
HE_COMP232671_C6_SEQ1.276-423|SPU_025983	0	0	0	0	0	0	0	0
HE_CONTIG903|SPU_001562	0	0	0	0	0	0	12	0
HE_FRAG21534.0-1674|SPU_000214	79	68	100	13	4	1	31	38
HE_CONTIG3602|SPU_000320	101	28	20	0	1	0	18	20
HE_COMP231792_C6_SEQ2.0-891|SPU_004943	179	16	27	0	7	1	48	56
HE_COMP238146_C1_SEQ8.17-56|UNKNOWN	0	0	0	0	0	0	0	0
HE_COMP232705_C0_SEQ8.1075-1118|UNKNOWN	0	0	0	0	0	0	0	0
HE_CONTIG4991|SPU_019006	0	0	0	0	0	0	5	0
HE_CONTIG3844|SPU_025983	0	0	0	0	0	0	2	0
HE_COMP229692_C0_SEQ1.12-53|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG11335.0-2490|SPU_025950	29	0	76	0	11	0	16	2
HE_CONTIG3284|SPU_014768	0	0	0	0	0	0	4	0
HE_FRAG6859.55-130|UNKNOWN	0	87	0	48	0	0	7	300
HE_COMP236736_C0_SEQ1.2-3545|SPU_016726	1810	460	209	0	141	8	288	132
HE_CONTIG4188|UNKNOWN	0	0	0	0	0	0	7	0
HE_COMP228576_C1_SEQ1.855-1113|SPU_005473	0	0	0	0	0	0	2	0
HE_COMP243892_C0_SEQ1.0-2391|SPU_011442	5190	1029	2345	120	527	140	1099	360
HE_FRAG17147.2-1988|SPU_010556	65	36	68	5	1	0	26	27
HE_FRAG7821.0-804|SPU_026620	333	51	87	0	1	0	27	0
HE_CONTIG4941|UNKNOWN	0	0	0	0	0	0	1	0
HE_COMP236957_C8_SEQ1.725-1071|SPU_021196	0	0	0	0	0	0	3	0
HE_CONTIG616|SPU_008700	7877	1	4544	37	6616	1	749	110
HE_FRAG11786.0-1485|SPU_007676	326	66	82	15	0	0	85	65
HE_COMP234444_C4_SEQ1.120-1776|SPU_013974	149	10	68	13	0	0	46	9
HE_CONTIG4764|SPU_027365	3	3	0	0	0	1	8	53
HE_COMP233433_C12_SEQ1.0-1350|SPU_009822	5186	6	363	31	665	0	550	260
HE_CONTIG318|SPU_009456	91	47	144	2	9	2	20	6
HE_FRAG7363.0-3117|SPU_003747	8679	15	844	16	152	0	532	110
HE_CONTIG739|SPU_009136	445	344	414	281	51	12	16	5
HE_CONTIG4624|SPU_005982	0	0	2	0	0	0	28	1
HE_FRAG5160.927-1380|SPU_021660	36	0	0	0	5	0	2	0
HE_CONTIG35|SPU_002234	1573	309	1589	3	123	0	404	104
HE_COMP242126_C0_SEQ1.287-492|UNKNOWN	3	2	13	0	6	1	3	0
HE_COMP229728_C2_SEQ1.9-306|SPU_004390	0	0	0	0	0	0	10	0
HE_COMP221287_C0_SEQ1.2-299|SPU_012008	0	0	0	0	0	0	4	0
HE_CONTIG3846|SPU_009151	55	12	48	2	0	0	24	3
HE_COMP236549_C0_SEQ1.6-2715|SPU_021316	2374	121	1249	134	82	1	393	183
HE_CONTIG199|SPU_020638	0	0	53	0	0	0	0	0
HE_FRAG3312.0-1068|SPU_015290	4	0	2	0	0	0	11	0
HE_COMP237139_C1_SEQ1.264-513|SPU_014677	1	0	8	0	0	0	2	0
HE_COMP245475_C1_SEQ2.1332-7803|SPU_021896	384	51	232	2	14	7	54	11
HE_COMP238362_C5_SEQ2.21-222|SPU_017709	5	17	6	4	0	0	3	13
HE_FRAG15141.0-2715|SPU_012736	165	55	156	1	5	1	65	23
HE_FRAG8469.223-514|UNKNOWN	126	0	0	0	0	0	1	0
HE_CONTIG4293|SPU_012471	133	0	93	10	0	0	2	4
HE_FRAG21631.10-630|SPU_027004	15760	12	6082	41	2223	0	2146	679
HE_COMP244521_C1_SEQ1.0-1801|SPU_004323	90	13	368	4	1	0	21	0
HE_COMP237710_C8_SEQ4.237-558|SPU_017267	0	0	0	0	0	0	0	0
HE_COMP237891_C3_SEQ1.0-5313|SPU_019226	2214	16	1007	60	37	10	55	0
HE_CONTIG3470|SPU_002072	7	0	25	0	0	0	62	0
HE_CONTIG3166|SPU_005644	1	0	9	0	0	0	11	0
HE_COMP238517_C0_SEQ1.59-848|SPU_021557	101	81	265	43	27	10	44	25
HE_CONTIG3671|SPU_012237	0	0	0	0	0	0	18	0
HE_COMP232595_C0_SEQ1.111-155|UNKNOWN	0	0	0	0	0	0	3	0
HE_FRAG8225.2-2484|SPU_007505	126	21	180	18	15	0	11	6
HE_CONTIG1714|SPU_004798	3	10	1	1	12	0	7	25
HE_CONTIG1811|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG973.405-470|UNKNOWN	0	0	0	0	0	0	4	0
HE_FRAG12715.0-2268|SPU_005907	0	0	0	0	0	0	54	0
HE_CONTIG2932|SPU_008780	13	0	81	1	1	0	7	9
HE_COMP233148_C2_SEQ1.77-113|UNKNOWN	0	0	0	0	0	0	1	0
HE_CONTIG2238|SPU_001075	0	0	0	0	0	0	30	0
HE_COMP244900_C5_SEQ1.209-251|UNKNOWN	0	0	0	0	0	0	5	0
HE_COMP232485_C0_SEQ11.0-117|UNKNOWN	648	0	120	0	0	0	8	0
HE_COMP244210_C4_SEQ3.36-72|UNKNOWN	0	0	0	0	0	0	2	0
HE_CONTIG3695|SPU_001191	311	101	109	0	0	0	49	12
HE_FRAG9753.90-130|UNKNOWN	0	0	0	0	0	0	0	0
HE_CONTIG4342|SPU_011767	1257	460	341	0	18	0	463	261
HE_CONTIG2825|SPU_000046	531	163	543	12	8	1	167	100
HE_COMP240686_C11_SEQ3.2-2561|SPU_021196	201	43	173	13	11	0	54	22
HE_CONTIG1475|SPU_024581	593	0	117	0	46	0	58	0
HE_CONTIG1871|SPU_011646	0	0	0	0	0	0	0	0
HE_FRAG14701.1302-2082|SPU_006055	22	1	2	0	2	0	7	1
HE_CONTIG684|UNKNOWN	0	0	0	0	0	0	7	0
HE_CONTIG66|UNKNOWN	0	0	0	0	0	0	1	0
HE_CONTIG3410|UNKNOWN	0	0	0	0	0	0	1	0
HE_CONTIG4486|UNKNOWN	0	0	0	0	0	0	2	0
HE_COMP228720_C3_SEQ1.0-876|SPU_030148	2	0	180	15	5	0	32	0
HE_CONTIG3977|SPU_012655	54021	8816	83832	3110	6634	6	13326	6864
HE_COMP241641_C1_SEQ1.0-363|SPU_011241	55	15	36	0	0	0	0	1
HE_CONTIG1990|UNKNOWN	2	0	264	82	0	0	3	1
HE_CONTIG1414|SPU_013100	157890	10486	21438	2415	53	2	7322	7350
HE_FRAG2392.120-1017|SPU_004889	217	40	13	4	1	1	21	13
HE_COMP245722_C1_SEQ8.9-57|UNKNOWN	0	0	1	0	4	0	0	0
HE_FRAG2042.21-1020|SPU_028754	204	21	34	2	1	0	43	11
HE_FRAG8174.399-3120|SPU_023610	247	11	933	114	5	0	147	41
HE_CONTIG1262|UNKNOWN	0	0	0	0	0	0	0	0
HE_CONTIG1253|SPU_019205	1392	163	151	0	0	0	144	4
HE_COMP213219_C1_SEQ1.51-195|SPU_015159	0	0	0	0	0	0	0	0
HE_COMP233889_C9_SEQ20.26-1328|SPU_007543	100	6	38	0	0	0	13	4
HE_COMP239147_C2_SEQ1.0-1232|SPU_019032	373	17	55	0	12	0	56	0
HE_CONTIG2588|UNKNOWN	0	0	0	0	0	0	0	0
HE_COMP221244_C3_SEQ1.0-146|SPU_019034	0	0	0	0	0	0	0	0
HE_FRAG2559.93-330|UNKNOWN	6	0	1	0	0	0	0	1
HE_COMP238090_C1_SEQ1.0-2319|SPU_021797	212	34	93	0	1	0	23	0
HE_COMP231961_C1_SEQ3.91-133|UNKNOWN	0	0	0	0	0	0	0	0
HE_COMP231927_C6_SEQ1.0-338|SPU_004860	1036	1	558	82	0	0	14	4
HE_FRAG13918.96-1464|SPU_021806	6	2	38	1	9	0	4	3
HE_CONTIG3049|SPU_001545	0	0	0	0	0	0	11	0
HE_CONTIG119|SPU_026390	14	1	7	1	2	0	26	56
HE_COMP181690_C0_SEQ2.150-189|UNKNOWN	0	0	0	0	0	0	1	0
HE_FRAG2556.0-1344|SPU_024035	212	12	142	18	24	0	28	15
HE_FRAG15456.1413-1986|SPU_000246	96	55	266	5	37	5	35	39
HE_CONTIG3993|SPU_002656	4711	220	23	0	24	0	77	121
HE_FRAG5199.0-2946|SPU_003868	206	8	158	1	41	2	35	6
HE_COMP232919_C1_SEQ7.570-729|SPU_000038	1	0	0	0	10	0	2	0
HE_CONTIG4920|SPU_027167	3	0	6	0	0	0	157	8
HE_COMP231542_C2_SEQ1.963-2355|SPU_019270	0	0	0	0	0	0	19	0
HE_COMP232515_C1_SEQ1.1784-1892|UNKNOWN	0	0	0	0	0	0	5	0
HE_COMP233642_C3_SEQ1.65-170|UNKNOWN	0	0	0	0	0	0	0	0
HE_COMP232594_C2_SEQ1.360-447|UNKNOWN	0	0	0	0	0	0	3	0
HE_CONTIG422|SPU_011114	161	0	1	0	0	0	7	0
HE_FRAG10309.15-138|UNKNOWN	0	0	0	0	0	0	5	0
HE_CONTIG4609|SPU_019002	3245	176	16422	788	39	1	1385	775
HE_FRAG19540.0-447|SPU_020974	1526	183	365	0	187	0	107	11
HE_FRAG4357.23-2567|UNKNOWN	150	7	136	6	4	0	25	10
HE_COMP215986_C2_SEQ1.3-210|SPU_021163	0	0	0	0	0	0	5	0
HE_FRAG10640.26-1177|SPU_018975	566	47	246	19	8	0	20	25
HE_FRAG2935.2-2559|SPU_017875	36	11	33	0	2	0	84	9
HE_COMP230274_C7_SEQ1.378-738|SPU_012692	0	0	0	0	0	0	0	0
HE_COMP236585_C1_SEQ1.0-672|SPU_020429	375	88	103	0	8	9	43	10
HE_COMP232685_C1_SEQ1.0-1548|SPU_002118	75	5	37	3	1	0	20	13
HE_CONTIG4032|SPU_008046	267	24	156	0	40	0	42	0
HE_FRAG13060.2771-4370|SPU_009319	5	0	12	0	0	0	7	0
HE_COMP247398_C1_SEQ1.0-402|SPU_023096	78	0	344	300	0	1	45	58
HE_CONTIG3413|SPU_017480	0	0	0	0	0	0	8	0
HE_COMP237710_C4_SEQ1.0-177|SPU_005844	0	0	0	0	0	0	1	0
HE_FRAG2803.258-600|SPU_021624	0	0	0	0	0	0	19	0
HE_CONTIG2399|UNKNOWN	0	0	0	0	0	0	1	0
HE_CONTIG4152|UNKNOWN	837	224	167	3	0	0	39	8
HE_CONTIG5057|SPU_011043	0	0	14	0	0	0	4	0
HE_FRAG14624.407-1128|SPU_026780	103	45	12	0	6	1	17	26
HE_CONTIG1623|UNKNOWN	0	0	0	0	1	1	4	9
HE_COMP224166_C4_SEQ1.423-573|SPU_012500	0	0	0	0	0	0	5	0
HE_CONTIG4648|SPU_006079	111	0	41	0	0	0	3	0
HE_FRAG10950.0-504|SPU_005340	285	0	368	0	24	0	5	0
HE_FRAG2949.282-1461|SPU_010219	54	1	119	0	3	1	8	0
HE_CONTIG3858|SPU_027974	366	68	153	1	0	0	28	61
HE_COMP244338_C6_SEQ1.8-1128|SPU_018210	572	87	360	0	30	0	162	60
HE_FRAG6135.122-1038|SPU_006999	108	93	27	0	1	0	50	38
HE_FRAG17829.0-1077|SPU_013257	554	47	2	0	23	0	14	6
HE_FRAG1468.15-1404|SPU_002876	0	0	0	0	0	0	24	0
HE_CONTIG319|UNKNOWN	0	0	0	0	0	0	7	0
HE_COMP233407_C3_SEQ2.2475-8601|SPU_022974	1876	90	1	0	26	1	166	22
HE_COMP233439_C1_SEQ1.0-1089|SPU_020371	5729	493	3827	164	0	0	796	8
HE_CONTIG838|SPU_003683	231	43	79	1	0	0	26	2
HE_CONTIG4384|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG2647.0-1599|SPU_021773	113	9	23	5	1	0	7	3
HE_FRAG4823.0-1280|SPU_001584	8514	1079	491	0	221	0	928	307
HE_CONTIG4338|SPU_016018	47	19	3	1	2	1	10	13
HE_FRAG23006.54-1236|SPU_015538	41	13	54	4	0	0	4	9
HE_FRAG5295.4-4784|SPU_014937	0	0	0	0	0	0	91	0
HE_CONTIG2918|SPU_027570	4	0	0	0	2	0	37	11
HE_COMP231275_C1_SEQ1.3-207|SPU_006655	0	0	0	0	0	0	0	0
HE_COMP242835_C1_SEQ15.1119-1242|UNKNOWN	0	0	0	0	0	0	3	0
HE_CONTIG4865|SPU_014092	3	1	2	0	1	0	27	13
HE_FRAG1083.174-1401|SPU_010354	436	158	136	0	81	1	49	51
HE_FRAG1661.0-519|SPU_012711	957	158	407	75	0	0	94	10
HE_COMP241061_C3_SEQ1.158-374|SPU_003399	0	0	0	0	0	0	1	0
HE_CONTIG4906|UNKNOWN	7	1	3	0	0	0	25	48
HE_FRAG11821.111-1068|SPU_020157	37	0	2	0	3	0	28	0
HE_FRAG19410.23-869|SPU_009644	275	100	939	217	0	0	37	7
HE_COMP228962_C0_SEQ1.0-1151|SPU_024449	2974	2	3927	46	1696	3	709	2
HE_COMP245954_C2_SEQ1.1302-2907|SPU_010570	68	24	46	7	0	0	38	22
HE_FRAG3894.15-1179|SPU_028425	322	0	83	0	0	0	10	3
HE_COMP227042_C1_SEQ1.4-70|UNKNOWN	0	0	0	0	0	0	75	0
HE_COMP246753_C1_SEQ1.0-1110|SPU_019420	0	0	0	0	0	0	26	0
HE_COMP238683_C5_SEQ21.47-98|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG14701.0-1299|SPU_006055	41	0	1	0	1	0	17	3
HE_COMP236988_C2_SEQ2.27-1551|SPU_014476	4	0	2	0	0	0	40	0
HE_CONTIG1139|SPU_021138	0	0	0	0	0	0	34	0
HE_COMP239943_C1_SEQ1.702-888|SPU_019613	4	0	2	0	2	0	5	0
HE_FRAG1757.237-3050|SPU_008719	32	3	1	0	0	0	36	0
HE_FRAG14033.0-2145|SPU_011353	293	93	464	3	29	1	100	19
HE_FRAG14899.0-609|SPU_014313	416	0	337	41	35	0	20	27
HE_COMP187125_C1_SEQ1.168-2019|SPU_007385	0	0	0	0	0	0	20	0
HE_CONTIG5225|UNKNOWN	0	0	0	0	0	0	2	7
HE_FRAG19798.0-651|SPU_005257	1174	151	721	0	75	0	195	184
HE_COMP234309_C7_SEQ1.0-2073|SPU_002427	6000	160	2	0	23	0	38	2
HE_FRAG22865.3396-4527|SPU_015884	0	0	0	0	0	0	12	0
HE_FRAG5671.150-486|SPU_010101	1203	115	4	0	291	16	603	1
HE_FRAG18619.363-4047|SPU_002052	144	3	116	3	2	0	20	0
HE_FRAG11039.4584-4788|SPU_001346	16	0	0	0	0	0	1	0
HE_FRAG6633.0-1601|SPU_019081	1655	39	4026	23	439	248	240	268
