GENE	he%sample1	he%sample2	he%sample3	ht%sample1	ht%sample2	ht%sample3	hy%sample1	hy%sample2	hy%sample3
HE_FRAG8118.8-1079|SPU_019599	351	406	511	629	652	628	128	98	95
HE_FRAG4736.0-1451|SPU_003233	32234	18942	23578	25968	18147	29086	4253	4296	4275
HE_COMP232003_C1_SEQ1.0-1230|SPU_012238	99	332	424	1079	1245	1173	20	81	184
HE_FRAG10112.0-3179|SPU_027338	872	1097	1416	3616	5313	4200	286	765	649
HE_COMP239098_C0_SEQ1.0-2304|SPU_010110	217	314	460	839	993	328	8	91	48
HE_COMP241357_C4_SEQ7.1-33|UNKNOWN	0	0	0	0	0	0	0	0	0
HE_COMP239756_C11_SEQ1.1-52|UNKNOWN	299	259	226	310	279	271	67	93	105
HE_COMP233993_C2_SEQ1.0-1506|SPU_021237	421	358	237	44	69	51	6	8	14
HE_FRAG15987.0-203|SPU_000627	14596	10686	12642	18840	10565	14082	3575	2257	1839
HE_CONTIG1724|SPU_024999	49	48	61	2	0	0	1	5	2
HE_CONTIG4193|SPU_000835	10615	7961	10501	9191	8105	12620	1907	1997	1747
HE_COMP241600_C5_SEQ1.2-419|SPU_001152	45328	43124	42578	23798	9095	23114	6644	3408	2732
HE_CONTIG4006|UNKNOWN	284	518	643	1218	991	839	86	71	75
HE_CONTIG4760|SPU_014427	210	259	273	162	188	183	13	35	38
HE_CONTIG164|SPU_009609	725	895	1070	1783	1436	1655	249	685	487
HE_COMP244755_C0_SEQ21.15-1497|SPU_005160	2831	1371	1477	18869	11935	14540	5031	3186	2292
HE_FRAG13622.0-815|SPU_009311	537	1072	1651	1022	1657	943	115	195	167
HE_COMP241107_C2_SEQ1.332-1421|SPU_011879	403	354	529	43	33	16	16	53	61
HE_COMP234427_C9_SEQ1.107-222|UNKNOWN	39	70	69	108	127	100	16	26	24
HE_CONTIG4843|SPU_028003	1211	1689	2500	2354	4108	1703	49	446	375
HE_FRAG16172.1640-2828|SPU_022011	5672	2858	4089	4591	5082	5132	815	893	699
HE_FRAG12230.1229-2638|SPU_017040	207	177	268	555	1021	485	7	53	64
HE_CONTIG5041|SPU_018743	274	443	438	236	282	204	37	100	98
HE_FRAG3957.0-3462|SPU_030066	1140	2070	2470	1574	2965	2165	52	341	484
HE_CONTIG4035|SPU_014348	68	59	75	1109	141	479	128	95	198
HE_FRAG949.9-2310|SPU_011174	6618	9042	11095	10732	14906	18356	1714	4523	4514
HE_FRAG5792.0-1383|UNKNOWN	481	1115	1261	620	1299	493	17	109	222
HE_COMP234657_C3_SEQ1.5-1545|SPU_027070	10914	7041	8895	14563	9061	10422	1611	1866	1780
HE_FRAG4089.0-4320|SPU_024383	1741	1782	2535	3371	3777	3321	85	579	585
HE_CONTIG3471|UNKNOWN	392	209	275	563	649	522	35	71	63
HE_COMP228868_C0_SEQ1.0-1623|SPU_011298	674	1091	1471	679	888	563	47	114	158
HE_CONTIG4081|SPU_019627	87	104	150	206	130	117	35	58	40
HE_FRAG8303.0-2403|SPU_022835	1600	3062	3358	3513	4770	2952	213	761	1401
HE_FRAG23344.624-768|SPU_013065	45	33	28	8	3	7	5	12	1
HE_FRAG4058.48-1446|SPU_014718	1268	1948	2229	9016	11158	6574	166	668	535
HE_FRAG18900.0-1065|SPU_010671	910	858	1079	1289	1670	598	72	92	91
HE_CONTIG2059|SPU_006356	15	15	12	0	1	2	26	29	16
HE_CONTIG1575|SPU_008650	169655	87404	78276	267273	114020	198163	180607	80867	107935
HE_COMP235621_C6_SEQ1.0-2298|SPU_009520	2517	1628	2502	2028	1674	2119	332	439	508
HE_COMP231961_C2_SEQ1.14-1764|SPU_001752	1558	996	1374	2865	6340	4547	422	672	1247
HE_COMP226253_C7_SEQ1.0-152|SPU_011191	1288	836	1050	821	499	113	4	27	31
HE_FRAG11886.87-1785|SPU_018789	572	1272	1338	1707	4061	1037	57	229	429
HE_CONTIG1084|UNKNOWN	377	1031	1637	268	677	416	146	154	161
HE_CONTIG2228|SPU_019592	1993	1323	1727	253	475	563	621	554	452
HE_FRAG14989.750-936|UNKNOWN	14	13	15	69	68	67	4	5	7
HE_FRAG20410.78-2304|SPU_006054	1910	1601	2058	2522	2857	3121	566	1356	1164
HE_COMP235289_C0_SEQ2.115-148|UNKNOWN	0	0	1	0	0	0	0	0	0
HE_FRAG12856.162-1668|UNKNOWN	402	360	534	2849	2974	1968	9	13	16
HE_FRAG8923.9-1317|SPU_028138	1763	1704	2048	998	1215	1209	74	315	370
HE_COMP229618_C6_SEQ1.78-667|SPU_013623	15	47	85	63	96	48	10	15	18
HE_FRAG11514.639-1389|SPU_019508	153	158	235	205	240	234	10	43	30
HE_CONTIG2433|SPU_011175	180	210	288	159	289	100	14	22	37
HE_COMP234392_C9_SEQ1.0-1575|SPU_007284	7892	4655	6902	3124	7253	4614	578	1297	506
HE_FRAG20981.0-2907|SPU_012870	473	997	1499	959	1478	442	26	228	198
HE_FRAG14444.11-4460|SPU_002735	768	603	913	2704	3315	2313	34	316	254
HE_COMP236184_C4_SEQ12.75-114|UNKNOWN	0	0	0	0	0	0	0	0	0
HE_CONTIG1495|SPU_016576	270	123	299	361	423	342	45	74	82
HE_COMP234707_C2_SEQ6.143-227|UNKNOWN	20	8	14	21	18	15	2	4	3
HE_CONTIG2397|SPU_024518	219	146	107	1467	999	1395	200	128	108
HE_CONTIG4318|SPU_028814	19	10	13	3	6	2	11	24	15
HE_CONTIG3180|SPU_023329	322	205	430	17	24	24	130	26	34
HE_CONTIG1516|SPU_013581	844	478	764	1014	1156	800	56	146	63
HE_COMP233624_C2_SEQ2.0-597|SPU_025771	10303	9702	13002	5623	11559	6665	2463	3575	3866
HE_FRAG5678.233-635|SPU_013564	3276	3837	6239	8026	6988	7917	632	1534	1130
HE_CONTIG3144|SPU_020803	1657	3008	4286	509	1333	1194	282	807	595
HE_CONTIG106|SPU_028738	22	115	98	322	141	15	9	19	8
HE_FRAG12887.177-1230|SPU_010115	2860	2898	3122	4344	3468	3654	392	701	537
HE_CONTIG4978|SPU_028677	244	243	304	553	600	527	10	59	52
HE_COMP204527_C0_SEQ1.1-176|UNKNOWN	67	50	138	12	15	13	2	2	2
HE_FRAG7270.432-585|SPU_013114	11	6	8	7	47	24	2	11	3
HE_CONTIG105|SPU_022396	975	1052	426	727	570	989	4700	1106	2601
HE_FRAG4339.0-1188|SPU_021944	8	5	19	960	1753	945	22	66	72
HE_CONTIG234|SPU_014393	14	6	15	25	34	21	8	7	4
HE_FRAG10518.0-1845|SPU_000961	36470	17803	29587	19371	15615	21412	6606	5501	3893
HE_COMP239014_C0_SEQ1.0-1107|SPU_026173	2532	1461	2086	3679	3016	4172	692	655	957
HE_COMP203376_C0_SEQ1.0-969|SPU_008112	4146	2771	2593	14011	11134	10493	216	111	480
HE_COMP245677_C0_SEQ2.0-5020|SPU_026199	65796	41771	51272	107068	87852	107647	35272	34079	32499
HE_FRAG18059.0-4532|SPU_023837	1862	2267	3608	4599	5544	4565	180	805	808
HE_COMP233078_C1_SEQ2.168-2001|SPU_011588	8446	3631	7617	196	507	581	553	1283	775
HE_FRAG23269.0-2471|SPU_018291	1460	1072	1402	2102	2534	2093	256	732	626
HE_COMP229008_C0_SEQ1.148-177|UNKNOWN	1	0	0	1	2	2	0	0	0
HE_FRAG10789.0-3861|SPU_025162	1499	2334	3098	3076	5169	4996	273	887	983
HE_COMP237710_C8_SEQ5.3-228|SPU_017267	11	33	43	6	71	8	0	8	3
HE_COMP228204_C0_SEQ1.26-110|UNKNOWN	1	1	1	3	5	6	1	1	1
HE_FRAG9747.0-1350|SPU_017877	566	665	918	804	1285	825	39	211	152
HE_COMP233808_C0_SEQ1.0-993|SPU_015351	6786	4057	4817	5867	4775	3804	458	903	537
HE_COMP229300_C0_SEQ1.0-570|SPU_023122	11625	9075	8220	134	218	149	2992	2744	1451
HE_FRAG10586.27-828|SPU_021888	1663	487	684	624	604	617	136	111	214
HE_COMP239021_C2_SEQ1.0-1134|SPU_008871	4263	6984	6812	7591	8896	7082	662	1763	1383
HE_CONTIG4276|SPU_007354	3508	5009	6104	4963	6065	5104	246	1394	1104
HE_COMP237343_C4_SEQ1.1-1623|SPU_022609	801	1335	1998	1578	2503	1209	33	251	209
HE_CONTIG5274|UNKNOWN	55	54	55	673	433	514	30	19	19
HE_COMP234291_C1_SEQ1.330-540|SPU_021260	47	64	49	26	46	32	1	2	1
HE_FRAG9845.0-2493|SPU_016995	7513	2380	4070	16809	11903	12535	2535	2596	1104
HE_CONTIG223|SPU_014637	3448	6253	7960	7306	14115	8926	2583	2033	2062
HE_FRAG10334.225-504|UNKNOWN	87	30	78	7	10	8	1	0	3
HE_FRAG3412.1908-2025|SPU_013425	11	8	10	1	1	3	0	1	1
HE_CONTIG1129|SPU_011299	1849	613	935	933	1196	995	579	433	380
HE_CONTIG2468|SPU_027983	4205	3307	4035	2945	3845	3032	356	450	340
HE_CONTIG4984|SPU_030165	2582	2257	3069	4119	8098	4655	233	777	757
HE_FRAG10373.0-2835|SPU_003499	528	2404	1892	582	2377	1246	89	413	1408
HE_CONTIG2601|SPU_015489	804	1262	1211	619	516	222	140	152	148
HE_COMP233860_C0_SEQ1.45-5838|SPU_027526	969	3766	5323	4814	7588	3278	54	631	898
HE_CONTIG4872|SPU_018222	531	376	292	496	568	614	124	13	46
HE_FRAG8096.506-1304|SPU_024830	2018	1918	3746	6145	6302	4889	334	885	612
HE_COMP235248_C2_SEQ1.4-74|UNKNOWN	52	41	70	84	99	75	3	27	7
HE_COMP238012_C0_SEQ1.1332-1899|SPU_024802	175	255	297	189	311	276	7	30	43
HE_CONTIG2137|SPU_009444	760	1315	1547	2280	1443	2849	728	644	751
HE_FRAG997.3-1455|SPU_010805	13815	26509	26786	4306	5579	4229	525	2519	3520
HE_COMP246104_C3_SEQ2.0-990|SPU_022877	6573	7153	6640	9248	9652	8564	1726	1722	2301
HE_FRAG15571.153-2370|SPU_000675	3487	3385	3808	7439	14401	4129	239	1176	1313
HE_CONTIG4515|SPU_002464	45978	24484	23115	34401	47204	51819	34388	15907	15086
HE_COMP229169_C8_SEQ2.0-1653|SPU_012370	552	904	1247	797	1614	1355	81	377	386
HE_COMP231808_C0_SEQ1.3-1038|UNKNOWN	1215	764	1210	1999	2291	2123	190	293	191
HE_COMP239743_C15_SEQ1.356-527|SPU_015359	51	47	106	2	12	4	5	8	12
HE_CONTIG4944|SPU_014102	1904	2581	2659	3484	3474	3435	1408	485	912
HE_COMP235329_C9_SEQ3.12-42|UNKNOWN	2	1	1	0	3	1	1	0	0
HE_FRAG14811.2-2214|SPU_001586	3796	3374	4889	6213	8814	5959	253	1121	778
HE_FRAG1137.216-852|SPU_013563	99	88	325	733	753	1167	160	128	687
HE_FRAG10897.57-1800|SPU_005604	5167	4698	5725	1403	2257	1814	133	468	692
HE_COMP229768_C3_SEQ1.0-858|SPU_018922	3697	1539	2807	4944	7461	5259	438	616	694
HE_COMP230643_C2_SEQ1.5-38|UNKNOWN	20	17	19	21	18	17	5	3	4
HE_COMP239682_C8_SEQ2.11-47|UNKNOWN	4	2	3	5	7	3	1	1	1
HE_FRAG20062.0-3060|SPU_007970	2183	2518	3197	3630	4728	1697	37	434	296
HE_FRAG9544.165-1848|SPU_007914	929	1585	1971	2818	2818	3605	153	383	273
HE_CONTIG3050|SPU_022213	6457	3968	4637	1904	1328	1211	954	1553	584
HE_FRAG2071.594-1344|SPU_001188	1739	635	909	1140	769	854	312	130	210
HE_COMP232799_C6_SEQ1.107-143|UNKNOWN	0	1	0	1	3	3	1	1	0
HE_FRAG16102.525-818|SPU_005508	68	52	99	35	99	76	0	11	5
HE_FRAG10377.16-653|SPU_027195	409	1432	1718	955	910	824	88	316	336
HE_CONTIG2774|SPU_026097	1225	958	1419	2167	3000	2743	77	352	333
HE_CONTIG1041|SPU_025833	444	512	702	560	1175	645	19	94	87
HE_FRAG21668.0-615|SPU_016993	4049	3846	4708	2396	3473	2758	900	758	854
HE_FRAG852.1145-1406|SPU_003098	103	164	243	34	54	23	23	44	18
HE_FRAG1893.207-1131|SPU_011127	2374	1211	1510	5578	3577	6934	1299	1211	1683
HE_COMP235105_C3_SEQ1.282-711|SPU_009840	6767	7542	9232	15715	10791	18935	974	1097	1616
HE_FRAG404.0-1470|SPU_028030	6935	8378	8870	3711	6033	4382	505	1478	1193
HE_COMP235880_C1_SEQ1.5-74|UNKNOWN	1	6	6	0	2	0	0	1	0
HE_COMP235566_C9_SEQ1.227-1235|SPU_004330	687	403	571	844	1077	677	74	77	76
HE_COMP246671_C0_SEQ4.0-147|UNKNOWN	148	8788	414	67	76	79	166	77	718
HE_CONTIG3229|SPU_022161	241400	81049	70594	196921	96734	166229	163738	67563	83670
HE_COMP243627_C0_SEQ2.2-983|SPU_007964	1934	1286	1780	2174	1995	1967	199	442	279
HE_FRAG8351.1-2187|SPU_006742	5334	3792	4232	2619	2771	3361	399	824	424
HE_FRAG14234.496-541|UNKNOWN	312	254	292	286	520	438	89	205	131
HE_CONTIG4482|SPU_026970	782	582	1102	1542	2236	709	27	165	108
HE_FRAG18822.0-2562|SPU_026401	1915	1159	1934	2497	3254	3829	249	569	739
HE_FRAG8202.90-2006|SPU_000940	912	1372	1911	2471	3920	1053	53	442	299
HE_FRAG3850.6-2841|SPU_004747	418	219	296	2954	1930	3653	145	294	242
HE_FRAG7288.3-43|UNKNOWN	110	61	45	20	36	26	15	14	12
HE_CONTIG3035|SPU_011692	86	150	221	109	360	214	27	41	49
HE_COMP229379_C2_SEQ1.1176-1521|SPU_015904	17	22	39	8	17	8	0	7	6
HE_FRAG6316.0-2484|SPU_016775	623	852	1062	1103	1718	1333	82	229	223
HE_COMP237504_C0_SEQ1.69-2829|SPU_004079	1710	2256	2460	6747	4523	4672	166	487	596
HE_CONTIG1899|SPU_026431	12	30	37	23	39	28	2	13	15
HE_CONTIG1950|SPU_030225	3306	7406	8763	7192	16301	9121	550	2495	3256
HE_COMP229456_C3_SEQ1.0-387|UNKNOWN	55	62	94	37	47	27	54	135	63
HE_FRAG19362.0-2690|SPU_017792	534	747	1249	535	1445	705	41	138	130
HE_FRAG23424.2322-4458|SPU_022482	750	1131	1232	830	1303	1132	51	110	248
HE_CONTIG3374|SPU_018254	1217	581	640	376	568	330	263	329	108
HE_CONTIG50|UNKNOWN	613	476	622	2781	1658	2157	397	352	547
HE_CONTIG215|SPU_002140	1570	1520	1980	405	741	246	67	218	152
HE_COMP234858_C0_SEQ9.120-375|SPU_011879	428	366	541	497	531	176	17	49	23
HE_COMP233197_C5_SEQ5.255-291|UNKNOWN	1	0	2	0	0	1	0	0	0
HE_COMP240902_C1_SEQ3.27-219|SPU_021368	107	167	250	81	132	52	5	18	16
HE_FRAG6534.318-642|UNKNOWN	16	7	11	23	16	21	2	11	15
HE_CONTIG3412|SPU_005597	221	249	431	351	401	209	12	98	61
HE_COMP238223_C2_SEQ1.11-2897|SPU_013861	1900	1809	3081	3097	3228	2331	288	654	361
HE_FRAG1943.2370-2700|SPU_017533	11	21	41	3	79	36	4	10	6
HE_COMP226005_C0_SEQ1.0-636|SPU_006777	45	29	43	996	1112	1492	188	249	194
HE_COMP239746_C0_SEQ2.0-118|UNKNOWN	99	8939	372	69	58	152	116	80	768
HE_CONTIG581|UNKNOWN	46	51	76	38	45	31	10	6	6
HE_FRAG12497.92-2567|SPU_003540	359	713	1022	1755	1754	2252	31	329	342
HE_CONTIG372|SPU_015091	55	33	42	72	100	17	18	14	5
HE_FRAG17019.1003-1053|UNKNOWN	15	11	13	15	24	7	1	6	6
HE_CONTIG727|SPU_000971	272	290	442	956	4234	1333	82	257	239
HE_FRAG10212.0-663|SPU_010349	794	1402	1734	3246	3394	3154	366	361	643
HE_COMP246398_C0_SEQ2.0-1389|SPU_020722	12192	9715	11393	12241	10545	12054	776	1440	1939
HE_FRAG2621.1-821|SPU_000821	406	318	494	798	760	902	79	154	111
HE_FRAG14890.0-4941|SPU_024838	439	865	1125	493	878	425	26	140	150
HE_FRAG15519.170-744|SPU_013843	8574	4427	6119	133	200	99	2498	2664	1312
HE_FRAG10439.141-630|SPU_021149	2061	1873	1903	2609	2684	2214	474	463	441
HE_FRAG4505.0-3749|SPU_022242	14860	7270	10838	14943	13802	16794	2281	2926	2153
HE_FRAG5518.0-743|SPU_025599	651	604	932	237	483	362	118	174	213
HE_CONTIG2473|UNKNOWN	10	26	36	2	5	4	2	3	3
HE_COMP233000_C0_SEQ1.207-1887|SPU_004906	1012	810	1150	2864	3531	1764	128	293	187
HE_FRAG3626.0-1629|SPU_006773	15277	16841	20608	29610	29315	34783	2636	3846	5094
HE_COMP245536_C11_SEQ1.68-149|UNKNOWN	4	2	6	5	17	7	0	0	0
HE_CONTIG2942|SPU_002787	97202	59415	72857	95600	93634	130641	29430	28718	36326
HE_COMP247429_C3_SEQ4.0-4674|SPU_013813	5040	3078	5047	8217	11609	10039	516	1501	1439
HE_CONTIG729|SPU_001496	412	582	637	858	697	538	28	126	137
HE_FRAG20489.1-1121|SPU_027792	4428	2523	3319	2921	2511	2865	441	484	458
HE_FRAG8419.0-1467|SPU_001178	792	657	952	2636	1900	2242	410	364	275
HE_CONTIG3431|SPU_022779	3427	3265	4167	2132	4416	2193	895	954	814
HE_COMP205508_C1_SEQ1.9-248|SPU_021417	39	0	1	208	286	229	17	30	2
HE_FRAG1527.6-206|UNKNOWN	11	20	21	11	24	10	1	3	5
HE_COMP236641_C6_SEQ4.24-231|SPU_018932	11299	12635	15734	9229	16413	7713	1702	2130	1465
HE_COMP220782_C1_SEQ1.2-407|UNKNOWN	19	17	18	125	104	157	19	9	17
HE_CONTIG3215|SPU_000313	947	555	780	1066	1014	1040	219	227	236
HE_COMP237857_C3_SEQ1.3729-7108|SPU_012980	15209	15605	19657	11168	18222	12361	760	1673	1356
HE_CONTIG994|SPU_015894	79	293	125	867	686	574	85	343	60
HE_CONTIG754|SPU_003009	2393	2506	3666	7484	11515	14592	183	403	304
HE_CONTIG2557|UNKNOWN	8213	4723	4631	7471	5745	7295	4110	2552	1778
HE_CONTIG1901|SPU_005386	103	83	32	18	31	14	28	11	23
HE_CONTIG3738|SPU_001959	651	905	1175	1234	1317	1380	414	362	635
HE_CONTIG863|SPU_015890	352	17	55	40	11	4	5	4	2
HE_FRAG18978.0-729|UNKNOWN	269	623	1005	318	1092	566	38	150	110
HE_CONTIG2093|SPU_001652	40	51	87	3	6	4	9	8	5
HE_CONTIG2737|UNKNOWN	197	188	218	125	84	50	52	46	74
HE_COMP230887_C3_SEQ8.147-267|UNKNOWN	12	12	27	5	13	10	1	2	2
HE_FRAG13626.330-396|UNKNOWN	86	85	122	2	3	1	4	12	9
HE_FRAG5516.0-1119|SPU_011884	4482	4651	4843	4023	6059	5655	1956	1095	1668
HE_CONTIG1974|SPU_008677	2012	1508	1847	1649	1478	1343	598	363	552
HE_FRAG15047.0-1869|SPU_004383	683	768	1159	372	512	349	45	99	133
HE_COMP235690_C4_SEQ1.129-339|UNKNOWN	16	24	42	1045	764	1077	73	18	12
HE_CONTIG2089|UNKNOWN	54	98	100	14	22	14	6	17	3
HE_CONTIG4655|SPU_017709	369	260	340	18	14	15	40	17	10
HE_FRAG15105.33-117|UNKNOWN	96	100	82	182	151	140	26	33	31
HE_COMP230100_C1_SEQ1.18-624|SPU_013764	200	326	259	302	681	1597	243	458	1472
HE_FRAG17466.1-1548|SPU_019162	431	207	318	972	1345	490	67	77	58
HE_COMP231752_C0_SEQ1.12-1769|UNKNOWN	4215	2761	3190	5639	7142	5362	425	1083	902
HE_COMP239678_C2_SEQ4.1434-1785|SPU_021846	796	377	429	71	76	50	79	62	73
HE_CONTIG2245|SPU_001289	315	464	605	615	903	724	95	188	150
HE_CONTIG4801|SPU_025875	14082	9906	14913	89	69	76	871	352	529
HE_CONTIG2357|SPU_000975	98	155	177	47	133	139	10	37	39
HE_CONTIG2317|UNKNOWN	196	249	275	516	426	357	87	96	78
HE_COMP227762_C3_SEQ1.816-999|SPU_030153	39	20	18	47	23	22	2	2	0
HE_COMP241449_C0_SEQ10.69-105|UNKNOWN	1	0	0	0	0	0	0	0	0
HE_COMP237382_C1_SEQ2.0-633|SPU_014259	1429	788	1165	977	899	1084	269	400	295
HE_CONTIG625|SPU_016605	1943	2071	2386	1808	2722	2372	625	669	652
HE_COMP230820_C1_SEQ1.45-3393|SPU_022195	1447	1294	1568	1413	1752	1142	90	270	183
HE_CONTIG1358|SPU_000757	2370	1867	2109	2153	1861	2479	626	441	637
HE_CONTIG4520|SPU_001493	1920	2799	3609	5412	7054	4260	159	485	641
HE_CONTIG4996|SPU_006782	4075	2608	3402	2437	4166	4181	1179	1004	1241
HE_FRAG3075.9-2469|SPU_027380	3056	2418	4067	2793	2619	3817	157	467	295
HE_COMP232613_C1_SEQ1.0-288|SPU_014454	71268	36247	33931	99654	50194	88527	59907	32486	37529
HE_FRAG22892.183-378|UNKNOWN	23	40	34	20	30	21	6	8	4
HE_CONTIG2951|SPU_013183	184	649	672	425	1133	704	67	293	191
HE_CONTIG2748|SPU_019773	174	309	466	197	422	240	58	66	52
HE_FRAG18724.0-1571|SPU_027559	501	1134	1723	1857	3124	2481	74	502	497
HE_FRAG14469.312-1221|SPU_005567	437	260	500	114	165	66	77	78	96
HE_CONTIG2989|SPU_021445	348	533	498	409	557	376	86	128	202
HE_FRAG8914.3-1107|SPU_023941	754	955	1352	861	942	1048	73	130	115
HE_FRAG16662.1-1037|SPU_028054	584	479	714	1232	1342	1267	36	185	150
HE_CONTIG415|SPU_027558	51	34	40	31	67	22	5	16	3
HE_COMP203074_C1_SEQ1.654-855|SPU_025575	39	64	48	6	25	31	8	7	11
HE_FRAG17587.194-1064|SPU_021852	4237	2814	4591	8516	7789	8160	434	959	660
HE_COMP242022_C11_SEQ1.0-504|UNKNOWN	10	105	94	161	104	90	27	38	5
HE_CONTIG3517|SPU_022046	2086	1966	1559	39	434	19	730	443	319
HE_CONTIG4308|SPU_001030	1644	2718	3388	4830	6243	3889	185	831	925
HE_CONTIG545|SPU_005481	239	231	269	747	1151	610	229	281	208
HE_CONTIG2914|SPU_001860	5886	6253	7382	5974	8715	8031	1323	3169	2850
HE_FRAG13961.90-1806|SPU_015832	972	965	1673	9426	5284	7886	262	401	558
HE_COMP233404_C0_SEQ1.467-1607|SPU_026850	678	549	639	162	244	206	547	546	348
HE_CONTIG4840|SPU_016805	227	285	403	577	763	130	4	58	38
HE_CONTIG1480|SPU_025635	1206	983	1593	3072	2973	3680	470	827	831
HE_FRAG19427.465-666|SPU_024592	139	168	269	17	16	13	18	50	46
HE_FRAG5093.6-129|SPU_024614	17	10	16	66	63	82	19	17	16
HE_FRAG2755.0-768|SPU_004218	1602	1974	2077	1253	963	1004	155	320	916
HE_COMP240004_C7_SEQ1.30-1519|SPU_011998	739	371	485	342	318	556	180	183	119
HE_COMP211307_C0_SEQ1.189-246|UNKNOWN	127888	78003	66876	1000028	451563	787312	249193	117239	67967
HE_COMP245623_C2_SEQ4.0-1497|SPU_027934	7046	7119	8467	13389	18651	6878	1785	4458	4049
HE_COMP240494_C7_SEQ4.255-567|SPU_025908	623	1010	1183	339	282	181	27	83	61
HE_CONTIG2577|SPU_001956	92	45	70	1401	1286	1700	82	130	97
HE_FRAG11896.18-132|UNKNOWN	107	113	117	88	181	90	6	43	67
HE_COMP247342_C0_SEQ1.0-426|SPU_010175	3308	3368	3840	6586	7820	4343	670	1363	919
HE_COMP231441_C2_SEQ3.0-756|SPU_010812	109	168	345	97	120	48	9	31	49
HE_COMP242805_C3_SEQ2.0-909|SPU_002153	1184	673	1199	5580	6252	6382	580	903	584
HE_FRAG7516.1977-2022|UNKNOWN	0	0	0	3	5	2	0	0	0
HE_COMP227412_C1_SEQ1.492-813|UNKNOWN	15	12	16	4	13	6	7	1	0
HE_COMP235599_C4_SEQ1.462-957|SPU_001377	536	974	1213	824	1477	986	116	353	291
HE_CONTIG419|SPU_001127	846	569	846	379	596	338	168	240	130
HE_CONTIG974|UNKNOWN	15	20	30	7	8	10	1	3	6
HE_FRAG13172.4971-5175|SPU_025610	42	24	28	2	2	1	0	4	7
HE_CONTIG2078|SPU_000309	398	168	79	1210	572	639	205	167	51
HE_FRAG21479.219-261|UNKNOWN	2	6	7	8	9	10	0	1	2
HE_CONTIG338|UNKNOWN	38	23	84	295	741	505	52	56	46
HE_CONTIG3683|SPU_022266	1895	2343	2560	3659	5280	4230	1667	891	1626
HE_COMP240116_C8_SEQ1.120-195|UNKNOWN	217	6	4	5	3	3	0	0	0
HE_FRAG7377.30-138|UNKNOWN	21	17	22	23	36	26	5	3	4
HE_CONTIG797|SPU_019290	196	159	192	115	139	101	19	14	25
HE_COMP226399_C4_SEQ1.1-318|SPU_013040	4	5	9	21	41	22	2	9	13
HE_COMP232749_C7_SEQ1.0-42|UNKNOWN	7	11	12	8	8	9	0	1	3
HE_COMP228252_C0_SEQ1.27-207|SPU_001488	43	17	32	226	158	216	8	21	20
HE_CONTIG4734|SPU_002278	554	420	535	213	311	120	41	78	68
HE_COMP232221_C0_SEQ3.1-2042|SPU_000570	12068	11487	14516	19038	27563	12305	711	2251	1573
HE_COMP233021_C0_SEQ1.0-2034|SPU_012150	5067	3328	5811	12592	9550	11757	980	1971	876
HE_CONTIG1564|SPU_024917	6	4	15	0	0	0	0	2	2
HE_FRAG7828.266-371|UNKNOWN	96	45	73	13	11	8	61	17	5
HE_COMP231055_C4_SEQ1.0-165|UNKNOWN	104200	53688	30653	40856	21442	37764	49908	16555	20105
HE_COMP236184_C4_SEQ13.75-114|UNKNOWN	0	0	0	0	0	0	0	0	0
HE_CONTIG226|SPU_026171	2565	3424	3201	411	868	456	295	339	138
HE_FRAG18368.0-2778|SPU_024299	1337	1803	2793	3139	4829	3131	62	609	700
HE_COMP227523_C0_SEQ1.51-547|SPU_016407	113	161	250	677	883	878	84	170	166
HE_FRAG21757.0-3504|SPU_016393	10488	11494	15055	6872	10852	8662	739	2424	2117
HE_COMP235131_C6_SEQ2.10-52|UNKNOWN	1	3	0	4	1	7	0	1	0
HE_COMP230507_C1_SEQ4.15-90|UNKNOWN	45	54	82	110	105	110	7	14	18
HE_COMP233333_C0_SEQ1.39-1752|SPU_014281	1088	793	1265	1468	1327	853	121	239	175
HE_COMP236646_C0_SEQ3.224-263|UNKNOWN	0	0	0	0	0	0	0	0	0
HE_COMP238594_C0_SEQ1.38-137|UNKNOWN	62	87	193	34	46	44	3	16	17
HE_COMP228131_C1_SEQ1.88-166|UNKNOWN	7	19	14	25	55	28	7	5	0
HE_COMP236772_C11_SEQ3.0-538|SPU_022663	958	1048	1906	787	793	845	344	552	422
HE_FRAG12063.110-1196|SPU_000637	9514	5480	7837	4470	7259	2528	335	995	678
HE_COMP246607_C2_SEQ1.142-178|UNKNOWN	2	1	2	1	1	0	0	0	0
HE_COMP240416_C6_SEQ1.0-2037|SPU_013788	282	417	663	310	464	263	22	53	53
HE_CONTIG1008|SPU_014822	173	169	330	463	734	905	45	35	48
HE_COMP247045_C0_SEQ5.0-2622|SPU_027674	700	1444	1791	847	1780	1060	31	352	351
HE_CONTIG1322|SPU_026843	35967	20942	19280	91	79	74	19376	19359	31165
HE_CONTIG2381|SPU_027923	353	697	567	268	331	398	86	197	249
HE_FRAG6196.2-3116|SPU_023020	3183	3325	3883	2393	5351	3026	279	579	1262
HE_CONTIG4422|SPU_001640	6406	4748	5917	6929	11466	4596	802	1336	1356
HE_CONTIG5069|SPU_027067	68	107	150	4	5	0	5	11	27
HE_CONTIG4341|SPU_006967	618	198	226	243	261	253	52	49	69
HE_COMP236709_C8_SEQ1.2-1454|SPU_014381	1218	552	628	1858	1207	1656	340	314	477
