GENE	he	he+N	ht	ht+N	UNINFORMATIVE	UNINFORMATIVE+N	UNK	UNK+N
HE_COMP238616_C0_SEQ1.0-442|SPU_014751	293	145	192	0	110	3	43	24
HE_COMP223776_C1_SEQ1.845-1097|SPU_014487	0	0	0	0	0	0	1	0
HE_CONTIG940|SPU_028807	31	2	81	0	6	0	75	0
HE_CONTIG1893|SPU_025927	124	17	174	0	0	0	5	0
HE_CONTIG2056|SPU_002018	66	8	25	0	3	0	7	1
HE_FRAG8342.2034-2124|UNKNOWN	4	2	5	0	0	0	0	4
HE_COMP231098_C0_SEQ1.0-1059|SPU_006060	10	0	7	0	0	0	51	0
HE_FRAG14087.2-824|UNKNOWN	33	0	30	1	0	0	17	6
HE_CONTIG3897|SPU_008199	351	33	311	9	85	7	100	18
HE_CONTIG4028|SPU_019712	142	56	116	2	14	1	70	79
HE_COMP230816_C5_SEQ1.117-174|UNKNOWN	0	0	0	0	0	0	5	0
HE_COMP236051_C4_SEQ1.0-3213|SPU_012202	313	38	228	4	111	0	40	0
HE_COMP241141_C1_SEQ3.785-1700|SPU_017307	555	0	499	0	3	0	5	0
HE_COMP227882_C0_SEQ1.0-120|SPU_020423	0	0	0	0	0	0	4	0
HE_COMP234539_C8_SEQ1.41-80|UNKNOWN	0	0	0	0	0	0	2	0
HE_FRAG3151.0-1623|SPU_023091	239	28	57	0	1	0	27	3
HE_FRAG9113.0-1562|SPU_007283	7992	848	4016	1	1053	287	1427	1
HE_COMP232501_C6_SEQ1.169-603|SPU_022056	512	2	366	24	8	0	91	358
HE_COMP230809_C1_SEQ4.63-900|SPU_007801	496	232	1470	10	77	0	21	30
HE_FRAG9209.282-2436|SPU_014406	2	0	0	0	8	0	137	0
HE_FRAG16808.0-3141|SPU_027144	345	79	245	23	5	0	63	29
HE_CONTIG1735|SPU_017329	0	0	0	0	0	0	1	0
HE_COMP237584_C4_SEQ1.140-605|SPU_019092	36	8	39	0	5	0	44	5
HE_COMP242907_C1_SEQ14.108-219|SPU_003753	30	3	1	0	0	0	3	0
HE_CONTIG842|UNKNOWN	0	0	0	0	0	0	10	0
HE_COMP230508_C3_SEQ4.0-209|SPU_021511	10	0	15	0	0	0	8	0
HE_CONTIG2112|SPU_006000	20	6	0	0	2	0	9	42
HE_CONTIG652|SPU_026970	83	3	131	5	13	0	9	9
HE_FRAG11793.156-989|SPU_012304	44	6	25	0	1	1	15	0
HE_CONTIG4448|UNKNOWN	0	0	0	0	0	0	2	0
HE_CONTIG2569|UNKNOWN	2	3	1	2	0	2	2	8
HE_FRAG4664.0-2904|SPU_007862	382	84	289	11	50	5	202	32
HE_COMP247031_C14_SEQ1.0-1293|SPU_025816	95	0	308	3	1	0	3	7
HE_CONTIG3906|SPU_005984	0	0	0	0	0	0	15	0
HE_COMP231595_C0_SEQ1.3-552|SPU_001825	22	3	107	15	20	0	7	0
HE_CONTIG1271|SPU_006246	0	0	0	0	0	0	29	0
HE_FRAG85.0-597|SPU_024110	0	0	0	0	0	0	30	0
HE_CONTIG4013|SPU_016331	254	69	339	49	21	4	88	52
HE_COMP231530_C0_SEQ1.146-200|UNKNOWN	5	0	2	0	0	0	4	10
HE_FRAG3293.0-1467|SPU_019333	556	100	652	113	23	10	202	111
HE_FRAG2753.246-1866|SPU_019289	91	31	72	0	3	0	18	3
HE_FRAG1310.0-3183|SPU_017326	67	7	182	0	13	0	45	0
HE_FRAG3276.0-1314|SPU_018530	567	44	270	1	217	0	104	13
HE_COMP246182_C5_SEQ1.8-290|SPU_005239	0	0	0	0	0	0	6	0
HE_CONTIG141|UNKNOWN	56	92	239	0	13	21	1	0
HE_COMP246646_C0_SEQ1.2-368|SPU_004713	23	5	25	0	0	0	9	0
HE_FRAG18958.1137-1218|UNKNOWN	10	0	39	0	0	0	0	0
HE_COMP241601_C2_SEQ1.351-903|SPU_026807	47	15	74	5	1	2	13	4
HE_FRAG10632.0-1275|SPU_003066	47	0	40	4	5	0	42	0
HE_FRAG6416.12-1464|UNKNOWN	461	15	196	1	1	0	2	3
HE_COMP239702_C1_SEQ1.0-31|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG17309.0-651|SPU_003635	25	23	18	0	0	0	24	63
HE_COMP236912_C6_SEQ8.2-34|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG5894.0-777|SPU_022326	5	0	7	3	8	0	5	3
HE_COMP246707_C6_SEQ1.111-153|UNKNOWN	0	14	2	0	17	26	0	3
HE_FRAG3745.57-414|SPU_018678	35	19	13	0	12	0	5	0
HE_COMP241685_C0_SEQ1.0-1271|UNKNOWN	34	0	32	17	15	0	41	4
HE_FRAG6806.0-666|SPU_024040	72	20	85	2	31	0	64	7
HE_FRAG14106.0-2090|SPU_022809	118	24	119	0	31	0	27	3
HE_FRAG12591.0-2013|SPU_010585	304	20	181	17	73	2	16	53
HE_COMP231605_C2_SEQ1.360-450|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG942.0-747|SPU_013197	68	5	34	1	0	0	0	7
HE_CONTIG670|SPU_019187	0	0	0	0	0	0	7	0
HE_CONTIG3190|SPU_008160	111	29	82	0	13	0	66	5
HE_CONTIG3008|SPU_014492	183	0	449	42	71	0	82	14
HE_COMP236380_C6_SEQ1.22-54|UNKNOWN	0	1	1	2	8	2	15	2
HE_COMP242615_C2_SEQ2.230-263|UNKNOWN	0	0	0	0	0	0	1	0
HE_COMP225147_C0_SEQ1.0-285|SPU_000684	0	0	0	0	0	0	3	0
HE_FRAG1788.0-1500|SPU_012560	204	36	119	0	44	1	5	6
HE_COMP238551_C1_SEQ20.206-242|UNKNOWN	0	0	0	0	0	0	1	0
HE_COMP233392_C2_SEQ1.90-161|UNKNOWN	0	2	5	2	0	0	17	29
HE_COMP241956_C4_SEQ1.71-521|SPU_023941	11	2	22	0	0	0	6	0
HE_FRAG23184.1965-2285|SPU_027006	0	0	0	0	0	0	1	0
HE_COMP240897_C3_SEQ1.749-1010|UNKNOWN	0	0	0	0	0	0	24	0
HE_FRAG6220.120-168|UNKNOWN	2	0	0	0	1	0	5	4
HE_COMP236773_C4_SEQ5.12-52|UNKNOWN	0	0	0	0	0	0	3	0
HE_COMP234537_C0_SEQ1.30-321|SPU_024592	0	0	0	0	0	0	21	0
HE_COMP245464_C0_SEQ1.465-4995|SPU_023044	383	70	514	20	17	0	50	35
HE_FRAG21698.1422-4683|SPU_018809	221	41	181	4	31	6	50	11
HE_COMP242449_C0_SEQ1.389-497|UNKNOWN	2	4	1	0	0	2	7	3
HE_FRAG7262.2-1728|SPU_019701	46	9	46	0	18	3	64	3
HE_COMP229236_C0_SEQ1.162-435|SPU_005055	0	0	0	0	0	0	30	0
HE_COMP246564_C1_SEQ3.0-1812|SPU_010488	267	30	376	15	20	0	66	22
HE_FRAG13924.160-2322|SPU_017583	72	15	96	18	13	2	24	3
HE_COMP232655_C8_SEQ7.42-87|UNKNOWN	0	0	0	0	0	0	4	0
HE_CONTIG4061|SPU_014140	540	29	913	208	2	0	519	177
HE_COMP241780_C1_SEQ5.0-60|UNKNOWN	0	0	0	0	0	0	1	0
HE_FRAG16042.0-1950|SPU_019287	227	36	249	1	0	0	45	15
HE_CONTIG1907|SPU_004916	0	0	0	0	0	0	4	0
HE_COMP233789_C2_SEQ1.2-53|UNKNOWN	60	37	0	1	4	0	9	45
HE_FRAG574.1-1472|SPU_026418	2546	6	2368	5	260	0	342	4
HE_COMP246691_C1_SEQ1.138-972|SPU_020797	39	16	31	3	7	2	5	14
HE_COMP243385_C1_SEQ2.1410-1724|SPU_004423	0	0	0	0	10	0	9	0
HE_COMP237064_C10_SEQ3.72-114|UNKNOWN	0	0	0	0	0	0	3	0
HE_COMP240397_C4_SEQ3.0-531|SPU_028130	186	1	103	89	6	0	1	1
HE_COMP239343_C0_SEQ1.5-44|UNKNOWN	2	0	16	1	1	0	0	0
HE_CONTIG5253|SPU_009990	0	0	0	0	0	0	13	0
HE_CONTIG3081|SPU_018320	0	0	0	0	0	0	2	0
HE_CONTIG1891|SPU_007127	120	29	152	24	46	0	47	24
HE_CONTIG2000|SPU_012262	2100	24	3139	84	81	0	142	147
HE_FRAG5896.1137-1374|SPU_014287	0	0	0	0	0	0	4	0
HE_FRAG5473.24-837|SPU_014260	267	127	134	0	0	0	111	1
HE_COMP244785_C1_SEQ4.0-993|SPU_027174	32	1	55	0	10	0	26	2
HE_CONTIG4207|SPU_026708	162	16	107	10	0	0	37	13
HE_FRAG316.178-226|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG5793.72-1272|SPU_014460	381	58	362	1	0	0	73	22
HE_FRAG6624.2-1680|SPU_023952	112	0	80	0	2	0	12	0
HE_CONTIG1866|SPU_009879	61	0	94	0	0	0	3	0
HE_FRAG14673.62-599|SPU_006174	46	0	21	8	1	0	6	0
HE_CONTIG1118|SPU_023355	181	38	158	13	4	0	53	21
HE_COMP242580_C3_SEQ1.0-288|SPU_026362	29	5	38	6	0	0	0	0
HE_COMP239160_C4_SEQ1.0-1776|SPU_009647	510	22	515	46	12	0	48	0
HE_CONTIG5012|SPU_012342	109	0	50	0	0	0	23	0
HE_COMP239002_C2_SEQ1.0-2823|SPU_008966	292	0	355	8	8	0	58	22
HE_CONTIG2358|SPU_021991	168	0	282	41	5	5	57	7
HE_COMP240801_C1_SEQ1.60-1803|SPU_015902	1308	320	1438	153	1	0	415	155
HE_COMP236522_C3_SEQ10.118-160|UNKNOWN	0	0	0	4	5	4	2	8
HE_COMP231113_C0_SEQ1.39-1539|SPU_020012	52	4	58	0	1	0	28	4
HE_FRAG7276.240-3306|SPU_001785	3416	276	1327	53	6	0	231	150
HE_CONTIG2105|SPU_017120	0	0	0	0	0	0	40	0
HE_FRAG1204.10-58|UNKNOWN	0	0	0	0	0	0	1	0
HE_CONTIG2705|UNKNOWN	0	0	0	0	0	0	3	0
HE_COMP232533_C0_SEQ1.309-780|SPU_028302	9	0	7	0	0	0	32	0
HE_CONTIG3100|SPU_017709	3	2	64	16	0	0	48	38
HE_CONTIG2670|SPU_007267	4	1	50	0	0	0	1	0
HE_CONTIG4248|SPU_015084	12	0	3	3	0	0	2	5
HE_FRAG16037.2094-3536|SPU_019287	108	36	149	18	2	0	52	32
HE_FRAG13798.0-984|SPU_011658	161	0	46	0	8	0	7	0
HE_FRAG1868.78-2525|SPU_007386	773	108	816	10	63	1	122	11
HE_FRAG7023.19-1233|SPU_018702	496	46	575	0	1	0	65	20
HE_FRAG21999.0-7617|SPU_028833	180	39	284	15	29	2	341	14
HE_CONTIG2680|UNKNOWN	0	0	0	0	0	0	3	0
HE_FRAG23230.0-1472|SPU_014424	0	0	0	0	0	0	51	0
HE_CONTIG1781|SPU_017029	58	20	89	8	12	0	33	4
HE_COMP232859_C6_SEQ1.0-1329|SPU_008239	67	1	78	0	0	0	35	4
HE_FRAG16370.3-711|SPU_018090	42	28	47	18	0	0	40	81
HE_COMP233676_C3_SEQ2.98-1568|SPU_018372	125	0	758	0	2	0	14	1
HE_FRAG259.1415-1700|UNKNOWN	8	0	12	0	0	0	3	0
HE_FRAG4895.216-1263|SPU_024723	110	0	47	0	0	0	17	0
HE_COMP229741_C0_SEQ2.0-2211|SPU_022450	97	0	119	2	4	1	20	1
HE_FRAG9574.261-2436|SPU_016327	279	30	236	18	8	5	62	24
HE_FRAG10995.1818-1941|SPU_017911	0	0	0	0	0	0	0	0
HE_COMP230358_C1_SEQ3.63-249|UNKNOWN	0	0	0	0	0	0	7	0
HE_FRAG17700.2-4004|SPU_018720	199	121	386	39	9	0	82	45
HE_COMP243031_C6_SEQ3.44-107|UNKNOWN	0	0	0	0	0	0	0	0
HE_CONTIG3045|UNKNOWN	0	6	79	2	0	0	3	15
HE_CONTIG4514|SPU_016903	54	7	53	3	9	3	43	37
HE_FRAG11691.0-1227|UNKNOWN	14	0	16	0	8	0	42	0
HE_CONTIG2050|SPU_015574	21	0	2	0	0	0	19	3
HE_COMP237738_C0_SEQ1.0-1146|SPU_006308	259	76	391	31	17	8	48	33
HE_CONTIG4433|SPU_016842	33	0	42	0	0	0	10	0
HE_FRAG5580.0-5574|SPU_028726	689	39	666	6	13	1	79	17
HE_CONTIG605|SPU_026766	78	0	74	0	0	0	7	0
HE_CONTIG3145|SPU_024592	9	0	2	0	0	0	62	6
HE_COMP237427_C7_SEQ1.198-429|UNKNOWN	0	0	0	0	0	0	7	0
HE_FRAG8110.159-339|SPU_012492	0	0	0	0	0	0	1	0
HE_CONTIG407|UNKNOWN	0	0	0	0	0	0	0	248
HE_COMP241849_C0_SEQ2.74-116|UNKNOWN	0	0	0	0	0	0	0	0
HE_COMP197588_C0_SEQ1.3-162|SPU_011645	0	0	0	0	0	0	1	0
HE_FRAG22354.708-972|SPU_025759	14	1	2	0	0	0	5	23
HE_FRAG21789.450-2646|SPU_025763	0	0	0	0	0	0	13	0
HE_COMP241292_C1_SEQ1.0-298|SPU_015804	34	0	28	0	0	0	7	0
HE_FRAG18075.0-1791|SPU_020578	44	6	104	4	18	1	20	2
HE_FRAG820.117-255|SPU_019284	1	0	5	0	0	0	5	0
HE_CONTIG4434|SPU_024918	9	0	4	0	0	0	3	0
HE_CONTIG3669|SPU_015376	44	1	63	0	0	0	16	0
HE_COMP228979_C1_SEQ6.81-237|SPU_020272	0	0	0	0	0	0	1	0
HE_COMP234891_C5_SEQ1.200-342|SPU_017723	22	0	34	0	4	0	0	0
HE_FRAG6539.0-3570|SPU_021559	191	3	210	0	9	0	34	0
HE_COMP215986_C0_SEQ1.0-168|SPU_013237	0	0	0	0	0	0	0	0
HE_CONTIG1319|SPU_026337	184	32	187	1	10	0	18	1
HE_COMP228506_C0_SEQ1.76-119|UNKNOWN	0	0	0	0	0	0	1	0
HE_COMP209988_C0_SEQ1.78-540|SPU_025331	24	6	40	0	2	0	1	1
HE_CONTIG2941|SPU_023386	704	3	745	2	135	0	142	3
HE_FRAG9423.50-314|SPU_002802	1	0	4	0	0	0	4	0
HE_FRAG13811.659-2738|SPU_000324	0	0	0	0	0	0	32	0
HE_FRAG4783.0-2367|SPU_011065	415	106	196	0	0	0	33	39
HE_CONTIG3783|SPU_000635	0	0	0	0	0	0	31	0
HE_FRAG15198.0-2124|SPU_005988	139	11	255	21	1	0	32	5
HE_COMP245612_C2_SEQ1.1-719|SPU_001690	153	28	139	0	93	6	15	7
HE_CONTIG5209|SPU_017029	68	16	84	8	19	12	6	0
HE_COMP239356_C1_SEQ2.0-1154|SPU_009455	115	5	147	8	125	8	31	6
HE_FRAG5175.621-879|SPU_008355	0	0	0	0	0	0	6	0
HE_FRAG18746.0-834|SPU_003139	83	13	27	4	12	1	15	1
HE_CONTIG4393|SPU_024463	3	10	6	3	0	0	8	35
HE_FRAG5653.89-1571|SPU_007945	546	18	499	8	31	1	81	1
HE_CONTIG5007|UNKNOWN	0	0	0	0	0	0	0	0
HE_CONTIG4008|SPU_009335	445	41	323	41	128	0	77	0
HE_CONTIG1626|SPU_013326	792	68	1156	1	0	0	68	7
HE_FRAG623.0-1536|SPU_009771	778	71	444	11	38	0	55	12
HE_CONTIG1650|UNKNOWN	365	461	9	29	0	1	149	1035
HE_FRAG22208.23-2066|SPU_007265	74	24	126	11	10	2	53	7
HE_FRAG10171.19-1608|SPU_014529	69	0	61	0	21	0	28	2
HE_FRAG14502.0-3903|SPU_026013	18	1	64	7	2	0	210	3
HE_CONTIG2437|SPU_014728	196	25	174	5	9	0	82	16
HE_COMP232671_C5_SEQ1.14-290|SPU_025983	16	1	2	0	0	0	33	10
HE_CONTIG905|UNKNOWN	0	0	0	0	0	0	3	0
HE_FRAG3861.0-2127|SPU_004819	577	167	591	33	50	0	240	94
HE_FRAG22214.1245-2550|SPU_027122	109	25	110	0	13	6	8	2
HE_COMP239451_C8_SEQ1.0-446|SPU_012345	1449	0	914	79	1	0	167	0
HE_COMP236681_C4_SEQ1.41-1511|SPU_025243	137	20	121	0	13	0	50	16
HE_CONTIG878|SPU_012099	0	0	0	0	0	0	2	0
HE_FRAG1417.0-1503|SPU_003632	196	0	481	7	0	0	18	0
HE_FRAG14480.0-3774|SPU_007008	1047	117	1064	103	59	14	73	54
HE_FRAG9362.0-441|SPU_001402	38	0	24	3	4	0	15	0
HE_COMP247611_C2_SEQ1.0-3152|SPU_018068	169	26	262	25	25	2	58	3
HE_FRAG7601.83-800|SPU_023388	40	0	64	0	4	0	5	0
HE_COMP236703_C0_SEQ1.0-1662|SPU_003114	1332	1	1222	0	527	0	295	0
HE_FRAG5362.26-1298|SPU_001599	134	23	66	3	9	0	29	8
HE_FRAG7433.129-560|SPU_006043	148	0	35	0	1	0	12	2
HE_FRAG23288.0-6546|SPU_015529	4	0	0	0	8	0	279	0
HE_COMP242716_C0_SEQ1.75-225|UNKNOWN	0	0	0	0	0	0	2	0
HE_CONTIG4868|UNKNOWN	21	7	3	0	0	0	1	1
HE_CONTIG3381|SPU_007198	27	0	107	0	0	0	1	0
HE_FRAG20381.8-1233|SPU_019283	78	28	45	0	9	1	7	7
HE_FRAG17929.110-924|SPU_017355	229	30	324	62	10	3	2	1
HE_COMP233580_C8_SEQ2.0-1128|SPU_009726	51	6	129	0	0	0	3	0
HE_FRAG1305.642-1413|SPU_014985	14	0	8	0	0	0	36	5
HE_COMP243549_C0_SEQ1.36-660|SPU_012304	31	0	6	0	10	0	5	0
HE_FRAG5707.6-2820|SPU_010379	1219	62	1406	94	84	0	207	1
HE_CONTIG4015|SPU_023240	0	0	0	0	0	0	5	0
HE_FRAG8076.981-1587|SPU_009961	105	7	60	0	0	0	22	6
HE_CONTIG1654|SPU_024684	414	26	636	0	23	0	25	1
HE_CONTIG3961|SPU_020348	0	0	0	0	0	0	14	0
HE_FRAG2339.2-1127|SPU_010756	224	30	107	7	52	0	15	2
HE_CONTIG2602|SPU_015869	101	0	342	2	11	0	48	55
HE_FRAG20681.23-2120|SPU_016467	94	57	38	18	16	1	36	57
HE_FRAG9957.147-525|SPU_000222	80	0	50	1	0	0	13	1
HE_FRAG2585.0-1314|SPU_020440	129	20	111	11	21	2	30	7
HE_FRAG8935.10-785|SPU_001778	647	315	2135	21	391	65	657	224
HE_COMP238684_C4_SEQ1.9-942|SPU_023215	106	43	236	29	6	0	83	14
HE_COMP208451_C1_SEQ1.156-219|UNKNOWN	0	0	0	0	0	0	0	0
HE_CONTIG3894|SPU_009739	539	0	246	36	76	9	54	5
HE_CONTIG437|SPU_000941	0	0	0	0	0	0	180	0
HE_COMP235329_C0_SEQ1.99-1020|SPU_022363	365	36	1166	1	0	0	15	5
HE_COMP240229_C6_SEQ1.53-90|UNKNOWN	0	0	0	0	0	0	1	0
HE_FRAG16757.411-1167|UNKNOWN	1	1	6	0	0	0	35	1
HE_COMP227746_C2_SEQ1.11-602|SPU_013485	4	0	9	0	0	0	38	0
HE_COMP239701_C2_SEQ5.0-432|SPU_017533	9	0	12	0	1	0	9	0
HE_CONTIG890|UNKNOWN	0	0	0	0	0	0	1	0
HE_CONTIG24|UNKNOWN	0	0	0	0	0	0	0	3
HE_COMP228557_C0_SEQ1.522-630|SPU_008956	0	0	0	0	0	0	1	0
HE_CONTIG1307|SPU_025385	0	0	0	0	0	0	1	0
HE_CONTIG4449|SPU_016473	0	0	0	0	0	0	0	0
HE_CONTIG980|UNKNOWN	0	7	0	4	0	16	0	270
HE_COMP242382_C3_SEQ1.1090-2418|SPU_028341	19	5	45	3	3	2	35	4
HE_CONTIG4230|SPU_010424	1313	77	1524	0	323	0	162	134
HE_CONTIG4101|SPU_002210	616	0	659	41	52	0	7	0
HE_CONTIG4549|UNKNOWN	164	67	433	20	0	0	28	28
HE_COMP246436_C3_SEQ1.24-843|SPU_024168	1125	93	1044	1	146	0	58	4
HE_CONTIG2231|UNKNOWN	111	6	175	5	0	0	9	0
HE_CONTIG1194|UNKNOWN	7	0	9	6	4	0	6	0
HE_CONTIG3487|SPU_028935	158	2	323	308	1	0	60	111
HE_COMP234335_C3_SEQ1.38-1424|UNKNOWN	80	1	94	7	1	0	12	1
HE_COMP245279_C3_SEQ1.1-1004|SPU_025672	79	6	177	0	0	0	17	0
HE_COMP230317_C1_SEQ2.1548-1839|SPU_019963	42	0	19	0	3	0	8	0
HE_COMP242731_C5_SEQ1.302-336|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG5946.152-1406|SPU_009427	121	6	74	4	5	3	22	8
HE_CONTIG3139|SPU_001395	529	148	424	69	15	0	63	51
HE_CONTIG1272|UNKNOWN	0	0	0	0	0	0	2	0
HE_COMP240654_C1_SEQ1.747-1185|SPU_002194	227	46	346	40	53	0	109	9
HE_COMP245789_C1_SEQ7.20-636|SPU_009517	70	0	148	0	0	0	3	0
HE_COMP232716_C8_SEQ5.14-65|UNKNOWN	0	3	0	0	0	1	0	9
HE_FRAG1569.2-2256|SPU_016101	1194	322	1437	105	121	5	150	44
HE_COMP222251_C0_SEQ1.0-207|SPU_027356	0	0	0	0	0	0	6	0
HE_FRAG7809.0-1056|SPU_013570	27	0	32	0	13	0	17	0
HE_COMP225486_C4_SEQ1.0-1023|SPU_024267	185	36	214	0	0	0	23	1
HE_FRAG14308.68-1059|SPU_026460	181	18	219	8	60	6	45	9
HE_CONTIG1524|SPU_012700	285	26	319	36	17	0	135	111
HE_CONTIG3424|SPU_006054	633	105	495	77	14	4	304	96
HE_CONTIG786|SPU_028601	81	20	142	18	6	0	32	4
HE_FRAG269.57-873|SPU_027747	243	0	172	4	0	0	41	7
HE_COMP246845_C1_SEQ1.3-123|UNKNOWN	0	0	0	0	0	0	5	0
HE_COMP237553_C1_SEQ1.138-1032|SPU_006816	116	0	101	0	0	0	15	9
HE_COMP240558_C1_SEQ11.58-91|UNKNOWN	36	9	13	4	0	0	8	10
HE_FRAG23083.1908-2588|SPU_011423	0	0	0	0	0	0	34	0
HE_COMP243628_C1_SEQ1.353-422|UNKNOWN	30	0	0	0	0	0	1	43
HE_FRAG945.327-513|SPU_006004	0	0	0	0	0	0	139	0
HE_COMP245547_C4_SEQ1.1788-4260|SPU_014404	76	7	74	0	19	0	32	1
HE_CONTIG266|SPU_016027	63	18	133	0	45	3	24	0
HE_CONTIG1127|SPU_006606	34	0	18	0	0	0	24	0
HE_FRAG6948.3572-4034|SPU_014707	33	6	96	0	19	0	7	8
HE_COMP241374_C3_SEQ1.53-713|UNKNOWN	252	1	577	16	88	0	52	3
HE_COMP235512_C0_SEQ12.596-717|SPU_018429	369	0	145	21	1	0	15	9
HE_COMP229903_C2_SEQ1.310-2346|SPU_004401	154	36	145	15	12	6	17	0
HE_FRAG1744.107-617|UNKNOWN	101	0	46	5	0	0	1	0
HE_COMP241253_C12_SEQ1.6-255|SPU_015635	574	197	462	22	33	0	341	337
HE_CONTIG1103|SPU_008842	454	34	445	1	1	0	81	14
HE_FRAG18997.390-481|UNKNOWN	0	0	0	0	11	0	1	0
HE_CONTIG1339|SPU_010847	151	9	169	8	12	0	61	7
HE_FRAG19612.126-369|SPU_003319	0	0	0	0	0	0	1	0
HE_FRAG1719.0-2333|SPU_005241	393	53	338	29	18	3	72	19
HE_COMP244580_C7_SEQ1.135-178|UNKNOWN	0	0	0	0	0	0	0	0
HE_CONTIG3713|SPU_026487	381	1	285	0	20	7	4	0
HE_FRAG9846.0-2199|SPU_005702	764	204	5780	841	465	37	415	184
HE_FRAG18964.6-1428|SPU_008908	346	79	367	3	3	0	76	30
HE_FRAG5438.21-1932|SPU_026553	82	4	77	2	2	0	18	4
HE_COMP229526_C0_SEQ1.0-325|SPU_028247	16441	9	13773	5	71	0	605	3
HE_COMP190168_C1_SEQ1.159-237|UNKNOWN	0	0	0	0	0	0	0	30
HE_COMP234619_C1_SEQ1.0-282|SPU_022107	0	0	0	0	0	0	6	0
HE_COMP227837_C2_SEQ1.576-684|UNKNOWN	0	0	0	0	0	0	0	0
HE_FRAG8204.0-1005|SPU_024104	356	0	126	0	0	0	34	0
HE_COMP228624_C0_SEQ2.185-692|SPU_018851	65	17	78	0	1	1	6	3
HE_COMP236501_C1_SEQ4.0-1115|SPU_018125	236	10	221	0	0	0	21	25
HE_CONTIG2188|SPU_000392	476	69	406	26	80	0	66	29
HE_COMP235238_C0_SEQ1.2-1028|SPU_000244	242	0	100	0	0	0	25	0
HE_CONTIG4662|UNKNOWN	0	0	0	0	0	0	2	0
HE_CONTIG988|SPU_019929	3033	0	1915	1	376	1	474	0
HE_CONTIG3483|SPU_008818	3	0	22	0	0	0	7	4
HE_FRAG12624.0-1485|SPU_009716	31	0	21	0	6	0	50	0
HE_COMP236277_C10_SEQ1.207-387|SPU_004345	1169	0	5695	0	1	0	39	0
HE_CONTIG4337|SPU_016099	46	6	146	2	0	0	61	65
HE_CONTIG4710|SPU_016122	0	0	0	0	0	0	1	0
HE_FRAG1088.0-2070|SPU_008678	387	27	340	12	33	0	54	32
HE_FRAG6728.1181-1766|SPU_004123	0	0	0	0	0	0	27	0
HE_FRAG19244.579-693|UNKNOWN	0	0	0	0	0	0	5	0
HE_COMP243765_C0_SEQ3.211-250|UNKNOWN	0	0	0	0	0	0	0	0
HE_CONTIG5250|SPU_000009	532	9	356	14	0	0	27	11
HE_CONTIG441|SPU_013917	216	1	247	34	10	2	34	7
HE_FRAG1997.1-962|SPU_012561	17	0	7	0	2	0	32	0
HE_COMP239788_C0_SEQ1.0-3375|SPU_025427	956	305	1674	150	22	1	260	227
HE_CONTIG5117|SPU_019885	437	84	768	121	18	15	152	79
HE_FRAG4095.2-1540|SPU_012762	112	17	153	0	15	0	50	14
